updated_publication,publication,updated_DOI,DOI,ID_PUB
"Camill, P., C.E. Umbanhowar, Jr., C. Geiss, W.O. Hobbs, M.B. Edlund, A.C. Shinneman, J.A. Dorale, and J. Lynch. 2012. Holocene climate change and landscape development from a low-Arctic tundra lake in the western Hudson Bay region of Manitoba, Canada. Journal of Paleolimnology 48(1):175-192. [DOI: 10.1007/s10933-012-9619-0]","Camill, P., C.E. Umbanhowar, Jr., C. Geiss, W.O. Hobbs, M.B. Edlund, A.C. Shinneman, J.A. Dorale, and J. Lynch. 2012. Holocene climate change and landscape development from a low-Arctic tundra lake in the western Hudson Bay region of Manitoba, Canada. Journal of Paleolimnology 48(1):175-192. [DOI: 10.1007/s10933-012-9619-0]",10.1007/s10933-012-9619-0,10.1007/s10933-012-9619-0,138
"Camill, P., C.E. Umbanhowar, Jr., R. Teed, C.E. Geiss, J. Aldinger, L. Dvorak, J. Kenning, J. Limmer, and K. Walkup. 2003. Late-glacial and Holocene climatic effects on fire and vegetation dynamics at the prairie-forest ecotone in south- central Minnesota. Journal of Ecology 91(5):822-836. 10.1046/j.1365-2745.2003.00812.x.;
Geiss, C.E., C.E. Umbanhowar, P. Camill, and S.K. Banerjee. 2003. Sediment magnetic properties reveal Holocene climate change along the Minnesota prairie-forest ecotome. Journal of Paleolimnology 30(2):151-166. [DOI: 10.1023/A:1025574100319]","Camill, P., C.E. Umbanhowar, Jr., R. Teed, C.E. Geiss, J. Aldinger, L. Dvorak, J. Kenning, J. Limmer, and K. Walkup. 2003. Late-glacial and Holocene climatic effects on fire and vegetation dynamics at the prairie-forest ecotone in south- central Minnesota. Journal of Ecology 91(5):822-836. 10.1046/j.1365-2745.2003.00812.x.;
Geiss, C.E., C.E. Umbanhowar, P. Camill, and S.K. Banerjee. 2003. Sediment magnetic properties reveal Holocene climate change along the Minnesota prairie-forest ecotome. Journal of Paleolimnology 30(2):151-166. [DOI: 10.1023/A:1025574100319]",10.1023/A:1025574100319,10.1023/A:1025574100319,139
"Campbell, C., I.D. Campbell, C.B. Blyth, and J.H. McAndrews. 1994. Bison extirpation may have caused aspen expansion in western Canada. Ecography 17(4):360-362.;
Campbell, I.D., W.M. Last, C. Campbell, S. Clare, and J.H. McAndrews. 2000. The late-Holocene paleohydrology of Pine Lake, Alberta: a multiproxy investigation. Journal of Paleolimnology 24:247-441.","Campbell, C., I.D. Campbell, C.B. Blyth, and J.H. McAndrews. 1994. Bison extirpation may have caused aspen expansion in western Canada. Ecography 17(4):360-362.;
Campbell, I.D., W.M. Last, C. Campbell, S. Clare, and J.H. McAndrews. 2000. The late-Holocene paleohydrology of Pine Lake, Alberta: a multiproxy investigation. Journal of Paleolimnology 24:247-441.",,,140
"Carlson, L.J. 2003. Describing the postglacial pattern and rate of Picea expansion in Alaska using paleoecological records. Doctoral dissertation. University of Washington, Seattle, Washington, USA.;
Carlson, L.J., and B.P. Finney. 2004. A 13000-year history of vegetation and environmental change at Jan Lake, east-central Alaska. The Holocene 14(6):818-827. [DOI: 10.1191/0959683604hl762rp]","Carlson, L.J. 2003. Describing the postglacial pattern and rate of Picea expansion in Alaska using paleoecological records. Doctoral dissertation. University of Washington, Seattle, Washington, USA.;
Carlson, L.J., and B.P. Finney. 2004. A 13000-year history of vegetation and environmental change at Jan Lake, east-central Alaska. The Holocene 14(6):818-827. [DOI: 10.1191/0959683604hl762rp]",10.1191/0959683604hl762rp,10.1191/0959683604hl762rp,141
"Carrillo-Bastos, A., G.A. Islebe, and N. Torrescano-Valle. 2013. 3800 years of quantitative precipitation reconstruction from the northwest Yucatan Peninsula. PLoS ONE 8(12):e84333. [DOI: 10.1371/journal.pone.0084333]","Carrillo-Bastos, A., G.A. Islebe, and N. Torrescano-Valle. 2013. 3800 years of quantitative precipitation reconstruction from the northwest Yucatan Peninsula. PLoS ONE 8(12):e84333. [DOI: 10.1371/journal.pone.0084333]",10.1371/journal.pone.0084333,10.1371/journal.pone.0084333,142
"Carter, V.A., A. Brunelle, T.A. Minckley, J.D. Shaw, R.J. DeRose, and S. Brewer. 2017. Climate variability and fire effects on quaking aspen in the central Rocky Mountains, USA. Journal of Biogeography 44(6):1280–1293. [DOI: 10.1111/jbi.12932];
Carter, V.A., A. Brunelle, T.A. Minckley, P.E. Dennison, and M.J. Power. 2013. Regionalization of fire regimes in the Central Rocky Mountains, USA. Quaternary Research 80(3):406-416. [DOI: 10.1016/j.yqres.2013.07.009];
Minckley, T.A. 2014. Postglacial vegetation history of southeastern Wyoming, U.S.A. Rocky Mountain Geology 49(1):61-74. [DOI: 10.2113/gsrocky.49.1.61]","Carter, V.A., A. Brunelle, T.A. Minckley, J.D. Shaw, R.J. DeRose, and S. Brewer. 2017. Climate variability and fire effects on quaking aspen in the central Rocky Mountains, USA. Journal of Biogeography 44(6):1280–1293. [DOI: 10.1111/jbi.12932];
Carter, V.A., A. Brunelle, T.A. Minckley, P.E. Dennison, and M.J. Power. 2013. Regionalization of fire regimes in the Central Rocky Mountains, USA. Quaternary Research 80(3):406-416. [DOI: 10.1016/j.yqres.2013.07.009];
Minckley, T.A. 2014. Postglacial vegetation history of southeastern Wyoming, U.S.A. Rocky Mountain Geology 49(1):61-74. [DOI: 10.2113/gsrocky.49.1.61]","10.1111/jbi.12932;
10.1016/j.yqres.2013.07.009;
10.2113/gsrocky.49.1.61","10.1111/jbi.12932;
10.1016/j.yqres.2013.07.009;
10.2113/gsrocky.49.1.61",143
"Castilla-Beltrán, A., H. Hooghiemstra, M.L.P. Hoogland, J. Pagán-Jiménez, B. van Geel, M.H. Field, M. Prins, T. Donders, E. Herrera Malatesta, J. Ulloa Hung, C.H. McMichael, W.D. Gosling, and C.L. Hofman. 2018. Columbus’ footprint in Hispaniola: A paleoenvironmental record of indigenous and colonial impacts on the landscape of the central Cibao Valley, northern Dominican Republic. Anthropocene 22:66-80. [DOI: 10.1016/j.ancene.2018.05.003]","Castilla-Beltrán, A., H. Hooghiemstra, M.L.P. Hoogland, J. Pagán-Jiménez, B. van Geel, M.H. Field, M. Prins, T. Donders, E. Herrera Malatesta, J. Ulloa Hung, C.H. McMichael, W.D. Gosling, and C.L. Hofman. 2018. Columbus’ footprint in Hispaniola: A paleoenvironmental record of indigenous and colonial impacts on the landscape of the central Cibao Valley, northern Dominican Republic. Anthropocene 22:66-80. [DOI: 10.1016/j.ancene.2018.05.003]",10.1016/j.ancene.2018.05.003,10.1016/j.ancene.2018.05.003,144
"Cawker, K.B. 1978. Historical dynamics of Artemisia Tridentata Nutt. in southern British Columbia. Doctoral dissertation. Simon Fraser University, Burnaby, British Columbia, Canada.;
Cawker, K.B. 1983. Fire history and grassland vegetation change: three pollen diagrams from southern British Columbia. Canadian Journal of Botany 61:1126-1139.","Cawker, K.B. 1978. Historical dynamics of Artemisia Tridentata Nutt. in southern British Columbia. Doctoral dissertation. Simon Fraser University, Burnaby, British Columbia, Canada.;
Cawker, K.B. 1983. Fire history and grassland vegetation change: three pollen diagrams from southern British Columbia. Canadian Journal of Botany 61:1126-1139.",,,145
"Charles, D.F. 1984. Recent pH history of Big Moose Lake (Adirondack Mountains, New York, U.S.A.) inferred from sediment diatom assemblages. Internationale Vereinigung fur Theoretische und Angewandte Limnologie,Verhandlungen 22:559-566.","Charles, D.F. 1984. Recent pH history of Big Moose Lake (Adirondack Mountains, New York, U.S.A.) inferred from sediment diatom assemblages. Internationale Vereinigung fur Theoretische und Angewandte Limnologie,Verhandlungen 22:559-566.",,,146
"Charles, D.F., and D.R. Whitehead. 1984. Paleoecological Investigation of Recent Lake Acidification (PIRLA): December 1984 Status Report. RP 2174-10, Electric Power Research Institute, Palo Alto, CA.;
Charles, D.F., and D.R. Whitehead. 1986. Paleoecological Investigation of Recent Lake Acidification (PIRLA): Methods and Project Description. EPRI EA-4906, Electric Power Research Institute, Palo Alto, CA.;
Shane, L.C.K. 1987. Northern Great Lakes States pollen and charcoal data. PIRLA Unpublished Report Series 9, Indiana University, Bloomington, IN.;
Charles, D.F., and D.R. Whitehead. 1986. The PIRLA project: paleoecological investigations of recent lake acidification. Hydrobiologia 143:13-20. [DOI: 10.1007/BF00026639];
Kingston, J.C., R.B. Cook, R.G. Kreis, Jr., K.E. Camburn, S.A. Norton, P.R. Sweets, M.W. Binford, M.J. Mitchell, S.C. Schindler, L.C.K. Shane, and G.A. King. 1990. Paleoecological investigation of recent lake acidification in the northern Great Lakes states. Journal of Paleolimnology 4(2):153-201. [DOI: 10.1007/BF00226322]","Charles, D.F., and D.R. Whitehead. 1984. Paleoecological Investigation of Recent Lake Acidification (PIRLA): December 1984 Status Report. RP 2174-10, Electric Power Research Institute, Palo Alto, CA.;
Charles, D.F., and D.R. Whitehead. 1986. Paleoecological Investigation of Recent Lake Acidification (PIRLA): Methods and Project Description. EPRI EA-4906, Electric Power Research Institute, Palo Alto, CA.;
Shane, L.C.K. 1987. Northern Great Lakes States pollen and charcoal data. PIRLA Unpublished Report Series 9, Indiana University, Bloomington, IN.;
Charles, D.F., and D.R. Whitehead. 1986. The PIRLA project: paleoecological investigations of recent lake acidification. Hydrobiologia 143:13-20. [DOI: 10.1007/BF00026639];
Kingston, J.C., R.B. Cook, R.G. Kreis, Jr., K.E. Camburn, S.A. Norton, P.R. Sweets, M.W. Binford, M.J. Mitchell, S.C. Schindler, L.C.K. Shane, and G.A. King. 1990. Paleoecological investigation of recent lake acidification in the northern Great Lakes states. Journal of Paleolimnology 4(2):153-201. [DOI: 10.1007/BF00226322]","10.1007/BF00026639;
10.1007/BF00226322","10.1007/BF00026639;
10.1007/BF00226322",147
"Charles, D.F., and D.R. Whitehead. 1984. Paleoecological Investigation of Recent Lake Acidification (PIRLA): December 1984 Status Report. RP 2174-10, Electric Power Research Institute, Palo Alto, CA.;
Charles, D.F., and D.R. Whitehead. 1986. Paleoecological Investigation of Recent Lake Acidification (PIRLA): Methods and Project Description. EPRI EA-4906, Electric Power Research Institute, Palo Alto, CA.;
Shane, L.C.K. 1987. Northern Great Lakes States pollen and charcoal data. PIRLA Unpublished Report Series 9, Indiana University, Bloomington, IN.;
Kingston, J.C., R.B. Cook, R.G. Kreis, Jr., K.E. Camburn, S.A. Norton, P.R. Sweets, M.W. Binford, M.J. Mitchell, S.C. Schindler, L.C.K. Shane, and G.A. King. 1990. Paleoecological investigation of recent lake acidification in the northern Great Lakes states. Journal of Paleolimnology 4(2):153-201. [DOI: 10.1007/BF00226322]","Charles, D.F., and D.R. Whitehead. 1984. Paleoecological Investigation of Recent Lake Acidification (PIRLA): December 1984 Status Report. RP 2174-10, Electric Power Research Institute, Palo Alto, CA.;
Charles, D.F., and D.R. Whitehead. 1986. Paleoecological Investigation of Recent Lake Acidification (PIRLA): Methods and Project Description. EPRI EA-4906, Electric Power Research Institute, Palo Alto, CA.;
Shane, L.C.K. 1987. Northern Great Lakes States pollen and charcoal data. PIRLA Unpublished Report Series 9, Indiana University, Bloomington, IN.;
Kingston, J.C., R.B. Cook, R.G. Kreis, Jr., K.E. Camburn, S.A. Norton, P.R. Sweets, M.W. Binford, M.J. Mitchell, S.C. Schindler, L.C.K. Shane, and G.A. King. 1990. Paleoecological investigation of recent lake acidification in the northern Great Lakes states. Journal of Paleolimnology 4(2):153-201. [DOI: 10.1007/BF00226322]",10.1007/BF00226322,10.1007/BF00226322,148
"Clague, J.J., and R.W. Mathewes. 1996. Neoglaciation, glacier-dammed lakes, and vegetation change in northwestern British Columbia, Canada. Arctic and Alpine Research 28:10-24.;
Clague, J.J., B. Wohlfarth, J. Ayotte, M. Eriksson, I. Hutchinson, R.W. Mathewes, I.R. Walker, and L. Walker. 2004. Late Holocene environmental change at treeline in the northern Coast Mountains, British Columbia, Canada. Quaternary Science Reviews 23:2413-2431.","Clague, J.J., and R.W. Mathewes. 1996. Neoglaciation, glacier-dammed lakes, and vegetation change in northwestern British Columbia, Canada. Arctic and Alpine Research 28:10-24.;
Clague, J.J., B. Wohlfarth, J. Ayotte, M. Eriksson, I. Hutchinson, R.W. Mathewes, I.R. Walker, and L. Walker. 2004. Late Holocene environmental change at treeline in the northern Coast Mountains, British Columbia, Canada. Quaternary Science Reviews 23:2413-2431.",,,149
"Clisby, K.H., and F. Foreman. 1956. Pleistocene climatic changes in New Mexico. U.S.A. Veröffentlichungen des Geobotanisches Institutes Rübel der Eidgenössischen Technischen Hochschule, Stiftung Rübel, Zürich 34:22-26.;
Clisby, K.H., and F. Foreman. 1962. Palynology - diastrophism - erosion. Field excursion guide, 1st International Pollen Conference, Tucson, Arizona, USA.;
Markgraf, V., J.P. Bradbury, R.M. Forester, G. Singh, and R.S. Sternberg. 1984. San Agustin Plains, New Mexico: age and paleoenvironmental potential reassessed. Quaternary Research 22:336-343.","Clisby, K.H., and F. Foreman. 1956. Pleistocene climatic changes in New Mexico. U.S.A. Veröffentlichungen des Geobotanisches Institutes Rübel der Eidgenössischen Technischen Hochschule, Stiftung Rübel, Zürich 34:22-26.;
Clisby, K.H., and F. Foreman. 1962. Palynology - diastrophism - erosion. Field excursion guide, 1st International Pollen Conference, Tucson, Arizona, USA.;
Markgraf, V., J.P. Bradbury, R.M. Forester, G. Singh, and R.S. Sternberg. 1984. San Agustin Plains, New Mexico: age and paleoenvironmental potential reassessed. Quaternary Research 22:336-343.",,,150
"Cole, H.S. 1969. Objective reconstruction of the paleoclimate record through application of eigenvectors of present-day pollen spectra and climate to the late Quaternary pollen stratigraphy. Doctoral dissertation. University of Wisconsin, Madison, Wisconsin, USA.","Cole, H.S. 1969. Objective reconstruction of the paleoclimate record through application of eigenvectors of present-day pollen spectra and climate to the late Quaternary pollen stratigraphy. Doctoral dissertation. University of Wisconsin, Madison, Wisconsin, USA.",,,151
"Cole, K.L., and G.-W. Liu. 1994. Holocene paleoecology of an estuary on Santa Rosa Island, California. Quaternary Research 41:326-335.","Cole, K.L., and G.-W. Liu. 1994. Holocene paleoecology of an estuary on Santa Rosa Island, California. Quaternary Research 41:326-335.",,,152
"Cole, K.L., and R.S. Taylor. 1995. Past and current trends of change in a dune prairie/oak savanna reconstructed through a multiple-scale history. Journal of Vegetation Science 6:399-410.","Cole, K.L., and R.S. Taylor. 1995. Past and current trends of change in a dune prairie/oak savanna reconstructed through a multiple-scale history. Journal of Vegetation Science 6:399-410.",,,153
"Colman, S.M., D.S. Kaufman, J. Bright, C. Heil, J.W. King, W.E. Dean, J.G. Rosenbaum, R.M. Forester, J.L. Bischoff, M. Perkins, and J.P. McGeehin. 2006. Age model for a continuous, ca 250-ka Quaternary lacustrine record from Bear Lake, Utah-Idaho. Quaternary Science Reviews 25:2271-2282.;
Jimenez-Moreno, G., R.S. Anderson, and P.J. Fawcett. 2007. Orbital- and millennial-scale vegetation and climate changes of the past 225 ka from Bear Lake, Utah-Idaho (USA). Quaternary Science Reviews 26:1713-1724.","Colman, S.M., D.S. Kaufman, J. Bright, C. Heil, J.W. King, W.E. Dean, J.G. Rosenbaum, R.M. Forester, J.L. Bischoff, M. Perkins, and J.P. McGeehin. 2006. Age model for a continuous, ca 250-ka Quaternary lacustrine record from Bear Lake, Utah-Idaho. Quaternary Science Reviews 25:2271-2282.;
Jimenez-Moreno, G., R.S. Anderson, and P.J. Fawcett. 2007. Orbital- and millennial-scale vegetation and climate changes of the past 225 ka from Bear Lake, Utah-Idaho (USA). Quaternary Science Reviews 26:1713-1724.",,,154
"Colombaroli, D., and D.G. Gavin. 2010. Highly episodic fire and erosion regime over the past 2,000 y in the Siskiyou Mountains, Oregon. Proceedings of the National Academy of Sciences of the USA 107(44):18909-18914. [DOI: 10.1073/pnas.1007692107];
Morey, A.E., C.E. Goldfinger, C.E. Briles, D.G. Gavin, D. Colombaroli, and J.E. Kusler. 2013. Are great Cascadia earthquakes recorded in the sedimentary records from small forearc lakes?. Natural Hazards and Earth System Sciences 13(10):2441-2463. [DOI: 10.5194/nhess-13-2441-2013]","Colombaroli, D., and D.G. Gavin. 2010. Highly episodic fire and erosion regime over the past 2,000 y in the Siskiyou Mountains, Oregon. Proceedings of the National Academy of Sciences of the USA 107(44):18909-18914. [DOI: 10.1073/pnas.1007692107];
Morey, A.E., C.E. Goldfinger, C.E. Briles, D.G. Gavin, D. Colombaroli, and J.E. Kusler. 2013. Are great Cascadia earthquakes recorded in the sedimentary records from small forearc lakes?. Natural Hazards and Earth System Sciences 13(10):2441-2463. [DOI: 10.5194/nhess-13-2441-2013]","10.1073/pnas.1007692107;
10.5194/nhess-13-2441-2013","10.1073/pnas.1007692107;
10.5194/nhess-13-2441-2013",155
"Commerford, J.L., B. Leys, J.R. Mueller, and K.K. McLauchlan. 2016. Great Plains vegetation dynamics in response to fire and climatic fluctuations during the Holocene at Fox Lake, Minnesota (USA). The Holocene 26(2):302-313.","Commerford, J.L., B. Leys, J.R. Mueller, and K.K. McLauchlan. 2016. Great Plains vegetation dynamics in response to fire and climatic fluctuations during the Holocene at Fox Lake, Minnesota (USA). The Holocene 26(2):302-313.",,,156
"Commerford, J.L., E.C. Grimm, C.J. Morris, A. Nurse, I. Stefanova, and K.K. McLauchlan. 2018. Regional variation in Holocene climate quantified from pollen in the Great Plains of North America. International Journal of Climatology 38(4):1794-1807. [DOI: 10.1002/joc.5296]","Commerford, J.L., E.C. Grimm, C.J. Morris, A. Nurse, I. Stefanova, and K.K. McLauchlan. 2018. Regional variation in Holocene climate quantified from pollen in the Great Plains of North America. International Journal of Climatology 38(4):1794-1807. [DOI: 10.1002/joc.5296]",10.1002/joc.5296,10.1002/joc.5296,157
"Commerford, J.L., E.C. Grimm, C.J. Morris, A. Nurse, I. Stefanova, and K.K. McLauchlan. 2018. Regional variation in Holocene climate quantified from pollen in the Great Plains of North America. International Journal of Climatology 38(4):1794-1807. [DOI: 10.1002/joc.5296];
Morris, C.J. 2011. Analysis of modern pollen data from the prairies of central North America. Master's thesis. Kansas State University, Manhattan, Kansas, USA.","Commerford, J.L., E.C. Grimm, C.J. Morris, A. Nurse, I. Stefanova, and K.K. McLauchlan. 2018. Regional variation in Holocene climate quantified from pollen in the Great Plains of North America. International Journal of Climatology 38(4):1794-1807. [DOI: 10.1002/joc.5296];
Morris, C.J. 2011. Analysis of modern pollen data from the prairies of central North America. Master's thesis. Kansas State University, Manhattan, Kansas, USA.",10.1002/joc.5296,10.1002/joc.5296,158
"Commerford, J.L., K.K. McLauchlan, and S. Sugita. 2013. Calibrating vegetation cover and grassland pollen assemblages in the Flint Hills of Kansas, USA. American Journal of Plant Sciences 4(7A):1-10. [DOI: 10.4236/ajps.2013.47A1001];
McLauchlan, K.K., J.L. Commerford, and C.J. Morris. 2013. Tallgrass prairie pollen assemblages in mid-continental North America. Vegetation History and Archaeobotany 22(3):171-183. [DOI: 10.1007/s00334-012-0369-8];
Commerford, J.L. 2010. Calibrating vegetation cover and pollen assemblages in the Flint Hills of Kansas, U.S.A.. Master's thesis. Kansas State University, Manhattan, Kansas, USA.","Commerford, J.L., K.K. McLauchlan, and S. Sugita. 2013. Calibrating vegetation cover and grassland pollen assemblages in the Flint Hills of Kansas, USA. American Journal of Plant Sciences 4(7A):1-10. [DOI: 10.4236/ajps.2013.47A1001];
McLauchlan, K.K., J.L. Commerford, and C.J. Morris. 2013. Tallgrass prairie pollen assemblages in mid-continental North America. Vegetation History and Archaeobotany 22(3):171-183. [DOI: 10.1007/s00334-012-0369-8];
Commerford, J.L. 2010. Calibrating vegetation cover and pollen assemblages in the Flint Hills of Kansas, U.S.A.. Master's thesis. Kansas State University, Manhattan, Kansas, USA.","10.4236/ajps.2013.47A1001;
10.1007/s00334-012-0369-8","10.4236/ajps.2013.47A1001;
10.1007/s00334-012-0369-8",159
"Comtois, P.G. 1979. Histoire holocène du climat et de la végétation à Lanoraie. Mémoire de M.Sc., département de Géographie, Université de Montréal, 322 pages.;
Comtois, P.G. 1982. Histoire holocène du climat et de la végétation à Lanoraie (Québec). Canadian Journal of Earth Science 19:1938-1952.","Comtois, P.G. 1979. Histoire holocène du climat et de la végétation à Lanoraie. Mémoire de M.Sc., département de Géographie, Université de Montréal, 322 pages.;
Comtois, P.G. 1982. Histoire holocène du climat et de la végétation à Lanoraie (Québec). Canadian Journal of Earth Science 19:1938-1952.",,,160
"Cooke, M.J., L.A. Stern, J.L. Banner, L.E. Mack, T.W. Stafford, and R.S. Toomey III. 2003. Precise timing and rate of massive late Quaternary soil denudation. Geology 31:853-856.;
Cordova, C.E., and W.C. Johnson. 2019. An 18 ka to present pollen and phytolith-based vegetation reconstruction from Hall's Cave, south-central Texas, USA. Quaternary Research 92:497-518.","Cooke, M.J., L.A. Stern, J.L. Banner, L.E. Mack, T.W. Stafford, and R.S. Toomey III. 2003. Precise timing and rate of massive late Quaternary soil denudation. Geology 31:853-856.;
Cordova, C.E., and W.C. Johnson. 2019. An 18 ka to present pollen and phytolith-based vegetation reconstruction from Hall's Cave, south-central Texas, USA. Quaternary Research 92:497-518.",,,161
"Cordova, C.E., and W.C. Johnson. 2019. An 18 ka to present pollen and phytolith-based vegetation reconstruction from Hall's Cave, south-central Texas, USA. Quaternary Research 92:497-518.","Cordova, C.E., and W.C. Johnson. 2019. An 18 ka to present pollen and phytolith-based vegetation reconstruction from Hall's Cave, south-central Texas, USA. Quaternary Research 92:497-518.",,,162
"Correa-Metrio, A., M.B. Bush, D.A. Hodell, M. Brenner, J. Escobar, and T. Guilderson. 2012. The influence of abrupt climate change on the ice-age vegetation of the Central American lowlands. Journal of Biogeography 39(3):497-509. [DOI: 10.1111/j.1365-2699.2011.02618.x];
Correa-Metrio, A., M.B. Bush, K.R. Cabrera, S. Sully, M. Brenner, D.A. Hodell, J. Escobar, and T. Guilderson. 2012. Rapid climate change and no-analog vegetation in lowland Central America during the last 86,000 years. Quaternary Science Reviews 38:63-75. [DOI: 10.1016/j.quascirev.2012.01.025]","Correa-Metrio, A., M.B. Bush, D.A. Hodell, M. Brenner, J. Escobar, and T. Guilderson. 2012. The influence of abrupt climate change on the ice-age vegetation of the Central American lowlands. Journal of Biogeography 39(3):497-509. [DOI: 10.1111/j.1365-2699.2011.02618.x];
Correa-Metrio, A., M.B. Bush, K.R. Cabrera, S. Sully, M. Brenner, D.A. Hodell, J. Escobar, and T. Guilderson. 2012. Rapid climate change and no-analog vegetation in lowland Central America during the last 86,000 years. Quaternary Science Reviews 38:63-75. [DOI: 10.1016/j.quascirev.2012.01.025]","10.1111/j.1365-2699.2011.02618.x;
10.1016/j.quascirev.2012.01.025","10.1111/j.1365-2699.2011.02618.x;
10.1016/j.quascirev.2012.01.025",163
"Courtney Mustaphi, C.J., and M.F.J. Pisaric. 2014. Holocene climate–fire–vegetation interactions at a subalpine watershed in southeastern British Columbia, Canada. Quaternary Research 81:228-239.","Courtney Mustaphi, C.J., and M.F.J. Pisaric. 2014. Holocene climate–fire–vegetation interactions at a subalpine watershed in southeastern British Columbia, Canada. Quaternary Research 81:228-239.",,,164
"Craig, A.J. 1969. Vegetational history of the Shenandoah Valley, Virginia. Geological Society of America Special Paper 123:283-296.","Craig, A.J. 1969. Vegetational history of the Shenandoah Valley, Virginia. Geological Society of America Special Paper 123:283-296.",,,165
"Crausbay, S.D. 2011. Vegetation-climate relationships across space and time at high elevation in Hawai'i. Doctoral dissertation. University of Wisconsin-Madison, Madison, Wisconsin, USA.;
Crausbay, S.D., and S.C. Hotchkiss. 2012. Pollen–vegetation relationships at a tropical cloud forest's upper limit and accuracy of vegetation inference. Review of Palaeobotany and Palynology 184:1-13. [DOI: 10.1016/j.revpalbo.2012.07.010]","Crausbay, S.D. 2011. Vegetation-climate relationships across space and time at high elevation in Hawai'i. Doctoral dissertation. University of Wisconsin-Madison, Madison, Wisconsin, USA.;
Crausbay, S.D., and S.C. Hotchkiss. 2012. Pollen–vegetation relationships at a tropical cloud forest's upper limit and accuracy of vegetation inference. Review of Palaeobotany and Palynology 184:1-13. [DOI: 10.1016/j.revpalbo.2012.07.010]",10.1016/j.revpalbo.2012.07.010,10.1016/j.revpalbo.2012.07.010,166
"Crausbay, S.D., P.H. Martin, and E.F. Kelly. in press. Tropical montane vegetation dynamics near the upper cloud belt strongly associated with a shifting ITCZ and fire. Journal of Ecology.","Crausbay, S.D., P.H. Martin, and E.F. Kelly. in press. Tropical montane vegetation dynamics near the upper cloud belt strongly associated with a shifting ITCZ and fire. Journal of Ecology.",,,167
"Crawford, J.N. 2012. Evidence for Native American land-use impacts on forest structure and fire regimes in the Lower Klamath River Region of California. Doctoral dissertation. University of Nevada, Reno, Reno, Nevada, USA.;
Crawford, J.N., S.A. Mensing, F.K. Lake, and S.R.H. Zimmerman. 2015. Late Holocene fire and vegetation reconstruction from the western Klamath Mountains, California, USA: a multidisciplinary approach for examining potential human land-use impacts. The Holocene 25(8):1341-1357. [DOI: 10.1177/0959683615584205]","Crawford, J.N. 2012. Evidence for Native American land-use impacts on forest structure and fire regimes in the Lower Klamath River Region of California. Doctoral dissertation. University of Nevada, Reno, Reno, Nevada, USA.;
Crawford, J.N., S.A. Mensing, F.K. Lake, and S.R.H. Zimmerman. 2015. Late Holocene fire and vegetation reconstruction from the western Klamath Mountains, California, USA: a multidisciplinary approach for examining potential human land-use impacts. The Holocene 25(8):1341-1357. [DOI: 10.1177/0959683615584205]",10.1177/0959683615584205,10.1177/0959683615584205,168
"Cridlebaugh, P.A. 1984. American Indian and Euro-American impact upon Holocene vegetation in the Lower Little Tennessee River Valley, East Tennessee. Dissertation. University of Tennessee, Knoxville, Tennessee, USA.;
Delcourt, P.A., H.R. Delcourt, P.A. Cridlebaugh, and J. Chapman. 1986. Holocene ethnobotanical and paleoecological record of human impact on vegetation in the Little Tennessee River Valley, Tennessee. Quaternary Research 25:330-349.","Cridlebaugh, P.A. 1984. American Indian and Euro-American impact upon Holocene vegetation in the Lower Little Tennessee River Valley, East Tennessee. Dissertation. University of Tennessee, Knoxville, Tennessee, USA.;
Delcourt, P.A., H.R. Delcourt, P.A. Cridlebaugh, and J. Chapman. 1986. Holocene ethnobotanical and paleoecological record of human impact on vegetation in the Little Tennessee River Valley, Tennessee. Quaternary Research 25:330-349.",,,169
"Cushing, E.J. 1967. Late-Wisconsin pollen stratigraphy and the glacial sequence in Minnesota. Pages 59-88 in E.J. Cushing and H.E. Wright, Jr., editors. Quaternary paleoecology. Yale University Press, New Haven, Connecticut, USA.;
Cushing, E.J. 1963. Late-Wisconsin pollen stratigraphy in east-central Minnesota. Doctoral dissertation. University of Minnesota, Minneapolis, Minnesota, USA.;
Stuiver, M., E.S. Deevey, Jr., and I. Rouse. 1963. Yale Natural Radiocarbon measurements VIII. Radiocarbon 5:312-341. [DOI: 10.1017/S0033822200036936]","Cushing, E.J. 1967. Late-Wisconsin pollen stratigraphy and the glacial sequence in Minnesota. Pages 59-88 in E.J. Cushing and H.E. Wright, Jr., editors. Quaternary paleoecology. Yale University Press, New Haven, Connecticut, USA.;
Cushing, E.J. 1963. Late-Wisconsin pollen stratigraphy in east-central Minnesota. Doctoral dissertation. University of Minnesota, Minneapolis, Minnesota, USA.;
Stuiver, M., E.S. Deevey, Jr., and I. Rouse. 1963. Yale Natural Radiocarbon measurements VIII. Radiocarbon 5:312-341. [DOI: 10.1017/S0033822200036936]",10.1017/S0033822200036936,10.1017/S0033822200036936,170
"Cwynar, L.C. 1980. A Late-Quaternary vegetation history from Hanging Lake, northern Yukon. Dissertation. University of Toronto, Toronto, Ontario, Canada.;
Cwynar, L.C. 1982. A Late-Quaternary vegetation history from Hanging Lake, northern Yukon. Ecological Monographs 52:1-24.","Cwynar, L.C. 1980. A Late-Quaternary vegetation history from Hanging Lake, northern Yukon. Dissertation. University of Toronto, Toronto, Ontario, Canada.;
Cwynar, L.C. 1982. A Late-Quaternary vegetation history from Hanging Lake, northern Yukon. Ecological Monographs 52:1-24.",,,171
