"source","site_name","entity_name","latitude","longitude","elevation","old_elevation","basin_size","site_type","entity_type","age_BP","ID_BIOME","PNV","ID_SAMPLE","on_land","on_lake","publication","doi"
"SMPDSv1","Onego Lake","EPDcoretop_E496",61.716667,34.916667,23,33,"9690","lake","lacustrine core top","0",,"not applicable",21763,1,1,"Harrison, Sandy P., 2019. Modern pollen data for climate reconstructions, version 1 (SMPDS). University of Reading. Dataset.","10.17864/1947.194"
"SMPDSv1","Onegskoe lake","Onegskoe lake_SS",61.7167,34.9167,23,33,"not known","lake","surface sample","-67",,"not applicable",21764,1,1,"Harrison, Sandy P., 2019. Modern pollen data for climate reconstructions, version 1 (SMPDS). University of Reading. Dataset.","10.17864/1947.194"
"SMPDSv1","Central Jordan Rift","Fall_a3",30.39092,35.48821,1457,1500,"not applicable","terrestrial, soil","soil sample","0",20,"xerophytic woods/scrub",18522,1,0,"Harrison, Sandy P., 2019. Modern pollen data for climate reconstructions, version 1 (SMPDS). University of Reading. Dataset.","10.17864/1947.194"
"SMPDSv1","Central Jordan Rift","Fall_a2",30.40096,35.48847,1509,1600,"not applicable","terrestrial, soil","soil sample","0",20,"xerophytic woods/scrub",18519,1,0,"Harrison, Sandy P., 2019. Modern pollen data for climate reconstructions, version 1 (SMPDS). University of Reading. Dataset.","10.17864/1947.194"
"SMPDSv1","Central Jordan Rift","Fall_a1",30.40749,35.49882,1626,1700,"not applicable","terrestrial, soil","soil sample","0",20,"xerophytic woods/scrub",18508,1,0,"Harrison, Sandy P., 2019. Modern pollen data for climate reconstructions, version 1 (SMPDS). University of Reading. Dataset.","10.17864/1947.194"
"EMPDv2","MD72/5-22","EPDcoretop_E2058",42.2,36.49,-846,-838,"not known","terrestrial","core top","assumed modern",,"not applicable",7109,0,0,"Davis, B.A., Chevalier, M., Sommer, P., Carter, V.A., Finsinger, W., Mauri, A., Phelps, L.N., Zanon, M., Abegglen, R., Åkesson, C.M. and Alba-Sánchez, F., 2020. The Eurasian Modern Pollen Database (EMPD), version 2. Earth System Science Data, 12(4), pp.2423-2445.","10.5194/essd-12-2423-2020"
"EMPDv2","Caspian Sea","Leroy_j8",37.0037,53.0821333333333,-182,-220.91,"371000","not known","sediment sample","-64",,"not applicable",7822,0,0,"Davis, B.A., Chevalier, M., Sommer, P., Carter, V.A., Finsinger, W., Mauri, A., Phelps, L.N., Zanon, M., Abegglen, R., Åkesson, C.M. and Alba-Sánchez, F., 2020. The Eurasian Modern Pollen Database (EMPD), version 2. Earth System Science Data, 12(4), pp.2423-2445.","10.5194/essd-12-2423-2020"
"EMPDv2","Caspian Sea","Leroy_j9",36.9913333333333,53.1001833333333,-149,-199.67,"371000","not known","sediment sample","-64",,"not applicable",7823,0,0,"Davis, B.A., Chevalier, M., Sommer, P., Carter, V.A., Finsinger, W., Mauri, A., Phelps, L.N., Zanon, M., Abegglen, R., Åkesson, C.M. and Alba-Sánchez, F., 2020. The Eurasian Modern Pollen Database (EMPD), version 2. Earth System Science Data, 12(4), pp.2423-2445.","10.5194/essd-12-2423-2020"
"EMPDv2","Caspian Sea","Leroy_j10",36.9956333333333,53.1479333333333,-119,-148.27,"371000","not known","sediment sample","-64",,"not applicable",7824,0,0,"Davis, B.A., Chevalier, M., Sommer, P., Carter, V.A., Finsinger, W., Mauri, A., Phelps, L.N., Zanon, M., Abegglen, R., Åkesson, C.M. and Alba-Sánchez, F., 2020. The Eurasian Modern Pollen Database (EMPD), version 2. Earth System Science Data, 12(4), pp.2423-2445.","10.5194/essd-12-2423-2020"
"EMPDv2","Caspian Sea","Leroy_j11",36.98355,53.1746666666667,-110,-92,"371000","not known","sediment sample","-64",,"not applicable",7825,0,0,"Davis, B.A., Chevalier, M., Sommer, P., Carter, V.A., Finsinger, W., Mauri, A., Phelps, L.N., Zanon, M., Abegglen, R., Åkesson, C.M. and Alba-Sánchez, F., 2020. The Eurasian Modern Pollen Database (EMPD), version 2. Earth System Science Data, 12(4), pp.2423-2445.","10.5194/essd-12-2423-2020"
"EMPDv2","Caspian Sea","Leroy_j12",36.9714166666667,53.2074333333333,-88,-46.37,"371000","not known","sediment sample","-64",,"not applicable",7826,0,0,"Davis, B.A., Chevalier, M., Sommer, P., Carter, V.A., Finsinger, W., Mauri, A., Phelps, L.N., Zanon, M., Abegglen, R., Åkesson, C.M. and Alba-Sánchez, F., 2020. The Eurasian Modern Pollen Database (EMPD), version 2. Earth System Science Data, 12(4), pp.2423-2445.","10.5194/essd-12-2423-2020"
"EMPDv2","Kara-Bogaz Gol","EPDcoretop_E2317",41.85,53.25,-28,-29,"not known","coastal, other","core top","assumed modern",,"not applicable",7175,0,0,"Davis, B.A., Chevalier, M., Sommer, P., Carter, V.A., Finsinger, W., Mauri, A., Phelps, L.N., Zanon, M., Abegglen, R., Åkesson, C.M. and Alba-Sánchez, F., 2020. The Eurasian Modern Pollen Database (EMPD), version 2. Earth System Science Data, 12(4), pp.2423-2445.","10.5194/essd-12-2423-2020"
"EMPDv2","Caspian Sea","Leroy_j7",36.99615,53.6842833333333,-39,-13.34,"371000","not known","sediment sample","-64",,"not applicable",7821,0,0,"Davis, B.A., Chevalier, M., Sommer, P., Carter, V.A., Finsinger, W., Mauri, A., Phelps, L.N., Zanon, M., Abegglen, R., Åkesson, C.M. and Alba-Sánchez, F., 2020. The Eurasian Modern Pollen Database (EMPD), version 2. Earth System Science Data, 12(4), pp.2423-2445.","10.5194/essd-12-2423-2020"
"CMPD","Qinghai Lake","Qinghai Lake L10",37.0369166666667,100.200611111111,3194,3168.7,"not known","lake","lake surface sample","assumed modern",,"not applicable",4246,1,1,"Chen, H.Y., Xu, D.Y., Liao, M.N., Li, K., Ni, J., Cao, X.Y., Cheng, B., Hao, X.D., Kong, Z.C., Li, S.F., Li, X.Q., Liu, G.X., Liu, P.M., Liu, X.Q., Sun, X.J., Tang, L.Y., Wei, H.C., Xu, Q.H., Yan, S., Yang, X.D., Yang, Z.J., Yu, G., Zhang, Y., Zhang, Z.Y., Zhao, K.L., Zheng, Z., and Herzschuh, U., 2021. A modern pollen dataset of China. Chinese Journal of Plant Ecology, 45(7), pp. 799-808.","10.17521/cjpe.2021.0024"
"EMPDv2","Bezrukova 11","Binney2017_E2714",51.75,105.12,449,449,"not known","not known","not known","-55",,"not applicable",6340,1,1,"Davis, B.A., Chevalier, M., Sommer, P., Carter, V.A., Finsinger, W., Mauri, A., Phelps, L.N., Zanon, M., Abegglen, R., Åkesson, C.M. and Alba-Sánchez, F., 2020. The Eurasian Modern Pollen Database (EMPD), version 2. Earth System Science Data, 12(4), pp.2423-2445.","10.5194/essd-12-2423-2020"
"EMPDv2","Bezrukova 28","Binney2017_E2787",51.78,105.45,449,449,"not known","not known","not known","-55",,"not applicable",6413,1,1,"Davis, B.A., Chevalier, M., Sommer, P., Carter, V.A., Finsinger, W., Mauri, A., Phelps, L.N., Zanon, M., Abegglen, R., Åkesson, C.M. and Alba-Sánchez, F., 2020. The Eurasian Modern Pollen Database (EMPD), version 2. Earth System Science Data, 12(4), pp.2423-2445.","10.5194/essd-12-2423-2020"
"EMPDv2","Bezrukova 31","Binney2017_E2791",52.05,105.85,449,449,"not known","not known","not known","-55",,"not applicable",6417,1,1,"Davis, B.A., Chevalier, M., Sommer, P., Carter, V.A., Finsinger, W., Mauri, A., Phelps, L.N., Zanon, M., Abegglen, R., Åkesson, C.M. and Alba-Sánchez, F., 2020. The Eurasian Modern Pollen Database (EMPD), version 2. Earth System Science Data, 12(4), pp.2423-2445.","10.5194/essd-12-2423-2020"
"Herzschuh et al., 2019","Baikel Lake","Baikel Lake",52.08,105.87,449,130,"31722","lake","lake surface sample","43.3",,"not applicable",9752,1,1,"Herzschuh, U., Cao, X., Laepple, T., Dallmeyer, A., Telford, R.J., Ni, J., Chen, F., Kong, Z., Liu, G., Liu, K.B. and Liu, X., 2019. Position and orientation of the westerly jet determined Holocene rainfall patterns in China. Nature communications, 10(1), pp.1-8.","10.1038/s41467-019-09866-8"
"EMPDv2","Bezrukova 23","Binney2017_E2782",52.85,107.67,449,449,"not known","not known","not known","-55",,"not applicable",6408,1,1,"Davis, B.A., Chevalier, M., Sommer, P., Carter, V.A., Finsinger, W., Mauri, A., Phelps, L.N., Zanon, M., Abegglen, R., Åkesson, C.M. and Alba-Sánchez, F., 2020. The Eurasian Modern Pollen Database (EMPD), version 2. Earth System Science Data, 12(4), pp.2423-2445.","10.5194/essd-12-2423-2020"
"EMPDv2","Bezrukova 3","Binney2017_E2789",53.53,108,449,449,"not known","not known","not known","-55",,"not applicable",6415,1,1,"Davis, B.A., Chevalier, M., Sommer, P., Carter, V.A., Finsinger, W., Mauri, A., Phelps, L.N., Zanon, M., Abegglen, R., Åkesson, C.M. and Alba-Sánchez, F., 2020. The Eurasian Modern Pollen Database (EMPD), version 2. Earth System Science Data, 12(4), pp.2423-2445.","10.5194/essd-12-2423-2020"
"EMPDv2","Bezrukova 4","Binney2017_E2800",53.53,108,449,449,"not known","not known","not known","-55",,"not applicable",6426,1,1,"Davis, B.A., Chevalier, M., Sommer, P., Carter, V.A., Finsinger, W., Mauri, A., Phelps, L.N., Zanon, M., Abegglen, R., Åkesson, C.M. and Alba-Sánchez, F., 2020. The Eurasian Modern Pollen Database (EMPD), version 2. Earth System Science Data, 12(4), pp.2423-2445.","10.5194/essd-12-2423-2020"
"EMPDv2","Bezrukova 38","Binney2017_E2798",53.12,108.1,449,449,"not known","not known","not known","-55",,"not applicable",6424,1,1,"Davis, B.A., Chevalier, M., Sommer, P., Carter, V.A., Finsinger, W., Mauri, A., Phelps, L.N., Zanon, M., Abegglen, R., Åkesson, C.M. and Alba-Sánchez, F., 2020. The Eurasian Modern Pollen Database (EMPD), version 2. Earth System Science Data, 12(4), pp.2423-2445.","10.5194/essd-12-2423-2020"
"EMPDv2","Bezrukova 39","Binney2017_E2799",53.62,108.12,449,449,"not known","not known","not known","-55",,"not applicable",6425,1,1,"Davis, B.A., Chevalier, M., Sommer, P., Carter, V.A., Finsinger, W., Mauri, A., Phelps, L.N., Zanon, M., Abegglen, R., Åkesson, C.M. and Alba-Sánchez, F., 2020. The Eurasian Modern Pollen Database (EMPD), version 2. Earth System Science Data, 12(4), pp.2423-2445.","10.5194/essd-12-2423-2020"
"EMPDv2","Bezrukova 37","Binney2017_E2797",53.63,108.23,449,449,"not known","not known","not known","-55",,"not applicable",6423,1,1,"Davis, B.A., Chevalier, M., Sommer, P., Carter, V.A., Finsinger, W., Mauri, A., Phelps, L.N., Zanon, M., Abegglen, R., Åkesson, C.M. and Alba-Sánchez, F., 2020. The Eurasian Modern Pollen Database (EMPD), version 2. Earth System Science Data, 12(4), pp.2423-2445.","10.5194/essd-12-2423-2020"
"EMPDv2","Bezrukova 9","Binney2017_E2855",53.63,108.23,449,449,"not known","not known","not known","-55",,"not applicable",6481,1,1,"Davis, B.A., Chevalier, M., Sommer, P., Carter, V.A., Finsinger, W., Mauri, A., Phelps, L.N., Zanon, M., Abegglen, R., Åkesson, C.M. and Alba-Sánchez, F., 2020. The Eurasian Modern Pollen Database (EMPD), version 2. Earth System Science Data, 12(4), pp.2423-2445.","10.5194/essd-12-2423-2020"
"EMPDv2","Bezrukova 1","Binney2017_E2702",53.63,108.3,449,449,"not known","not known","not known","-55",,"not applicable",6328,1,1,"Davis, B.A., Chevalier, M., Sommer, P., Carter, V.A., Finsinger, W., Mauri, A., Phelps, L.N., Zanon, M., Abegglen, R., Åkesson, C.M. and Alba-Sánchez, F., 2020. The Eurasian Modern Pollen Database (EMPD), version 2. Earth System Science Data, 12(4), pp.2423-2445.","10.5194/essd-12-2423-2020"
"EMPDv2","Bezrukova 40","Binney2017_E2801",53.63,108.3,449,449,"not known","not known","not known","-55",,"not applicable",6427,1,1,"Davis, B.A., Chevalier, M., Sommer, P., Carter, V.A., Finsinger, W., Mauri, A., Phelps, L.N., Zanon, M., Abegglen, R., Åkesson, C.M. and Alba-Sánchez, F., 2020. The Eurasian Modern Pollen Database (EMPD), version 2. Earth System Science Data, 12(4), pp.2423-2445.","10.5194/essd-12-2423-2020"
"EMPDv2","Bezrukova 44","Binney2017_E2805",53.63,108.3,449,449,"not known","not known","not known","-55",,"not applicable",6431,1,1,"Davis, B.A., Chevalier, M., Sommer, P., Carter, V.A., Finsinger, W., Mauri, A., Phelps, L.N., Zanon, M., Abegglen, R., Åkesson, C.M. and Alba-Sánchez, F., 2020. The Eurasian Modern Pollen Database (EMPD), version 2. Earth System Science Data, 12(4), pp.2423-2445.","10.5194/essd-12-2423-2020"
"EMPDv2","Bezrukova 8","Binney2017_E2844",53.63,108.3,449,449,"not known","not known","not known","-55",,"not applicable",6470,1,1,"Davis, B.A., Chevalier, M., Sommer, P., Carter, V.A., Finsinger, W., Mauri, A., Phelps, L.N., Zanon, M., Abegglen, R., Åkesson, C.M. and Alba-Sánchez, F., 2020. The Eurasian Modern Pollen Database (EMPD), version 2. Earth System Science Data, 12(4), pp.2423-2445.","10.5194/essd-12-2423-2020"
"EMPDv2","Bezrukova 14","Binney2017_E2747",53.72,108.33,449,449,"not known","not known","not known","-55",,"not applicable",6373,1,1,"Davis, B.A., Chevalier, M., Sommer, P., Carter, V.A., Finsinger, W., Mauri, A., Phelps, L.N., Zanon, M., Abegglen, R., Åkesson, C.M. and Alba-Sánchez, F., 2020. The Eurasian Modern Pollen Database (EMPD), version 2. Earth System Science Data, 12(4), pp.2423-2445.","10.5194/essd-12-2423-2020"
"EMPDv2","Bezrukova 20","Binney2017_E2779",53.72,108.33,449,449,"not known","not known","not known","-55",,"not applicable",6405,1,1,"Davis, B.A., Chevalier, M., Sommer, P., Carter, V.A., Finsinger, W., Mauri, A., Phelps, L.N., Zanon, M., Abegglen, R., Åkesson, C.M. and Alba-Sánchez, F., 2020. The Eurasian Modern Pollen Database (EMPD), version 2. Earth System Science Data, 12(4), pp.2423-2445.","10.5194/essd-12-2423-2020"
"EMPDv2","Lake Baikal St. GC 3-96","Binney2017_E2214",53.68,108.35,449,449,"not known","not known","not known","-55",,"not applicable",6239,1,1,"Davis, B.A., Chevalier, M., Sommer, P., Carter, V.A., Finsinger, W., Mauri, A., Phelps, L.N., Zanon, M., Abegglen, R., Åkesson, C.M. and Alba-Sánchez, F., 2020. The Eurasian Modern Pollen Database (EMPD), version 2. Earth System Science Data, 12(4), pp.2423-2445.","10.5194/essd-12-2423-2020"
"EMPDv2","Bezrukova 16","Binney2017_E2769",54.92,109.22,449,449,"not known","not known","not known","-55",,"not applicable",6395,1,1,"Davis, B.A., Chevalier, M., Sommer, P., Carter, V.A., Finsinger, W., Mauri, A., Phelps, L.N., Zanon, M., Abegglen, R., Åkesson, C.M. and Alba-Sánchez, F., 2020. The Eurasian Modern Pollen Database (EMPD), version 2. Earth System Science Data, 12(4), pp.2423-2445.","10.5194/essd-12-2423-2020"
"EMPDv2","Bezrukova 45","Binney2017_E2806",54.92,109.22,449,449,"not known","not known","not known","-55",,"not applicable",6432,1,1,"Davis, B.A., Chevalier, M., Sommer, P., Carter, V.A., Finsinger, W., Mauri, A., Phelps, L.N., Zanon, M., Abegglen, R., Åkesson, C.M. and Alba-Sánchez, F., 2020. The Eurasian Modern Pollen Database (EMPD), version 2. Earth System Science Data, 12(4), pp.2423-2445.","10.5194/essd-12-2423-2020"
"EMPDv2","Bezrukova 18","Binney2017_E2776",55.35,109.43,449,449,"not known","not known","not known","-55",,"not applicable",6402,1,1,"Davis, B.A., Chevalier, M., Sommer, P., Carter, V.A., Finsinger, W., Mauri, A., Phelps, L.N., Zanon, M., Abegglen, R., Åkesson, C.M. and Alba-Sánchez, F., 2020. The Eurasian Modern Pollen Database (EMPD), version 2. Earth System Science Data, 12(4), pp.2423-2445.","10.5194/essd-12-2423-2020"
"EMPDv2","Bezrukova 34","Binney2017_E2794",55.35,109.43,449,449,"not known","not known","not known","-55",,"not applicable",6420,1,1,"Davis, B.A., Chevalier, M., Sommer, P., Carter, V.A., Finsinger, W., Mauri, A., Phelps, L.N., Zanon, M., Abegglen, R., Åkesson, C.M. and Alba-Sánchez, F., 2020. The Eurasian Modern Pollen Database (EMPD), version 2. Earth System Science Data, 12(4), pp.2423-2445.","10.5194/essd-12-2423-2020"
"EMPDv2","Bezrukova 13","Binney2017_E2736",55.32,109.47,449,449,"not known","not known","not known","-55",,"not applicable",6362,1,1,"Davis, B.A., Chevalier, M., Sommer, P., Carter, V.A., Finsinger, W., Mauri, A., Phelps, L.N., Zanon, M., Abegglen, R., Åkesson, C.M. and Alba-Sánchez, F., 2020. The Eurasian Modern Pollen Database (EMPD), version 2. Earth System Science Data, 12(4), pp.2423-2445.","10.5194/essd-12-2423-2020"
"EMPDv2","Bezrukova 26","Binney2017_E2785",55.32,109.47,449,449,"not known","not known","not known","-55",,"not applicable",6411,1,1,"Davis, B.A., Chevalier, M., Sommer, P., Carter, V.A., Finsinger, W., Mauri, A., Phelps, L.N., Zanon, M., Abegglen, R., Åkesson, C.M. and Alba-Sánchez, F., 2020. The Eurasian Modern Pollen Database (EMPD), version 2. Earth System Science Data, 12(4), pp.2423-2445.","10.5194/essd-12-2423-2020"
"Australian pollen","Bremer Bay Swamp","Bremer Bay Swamp_a",-34.833,119.4,-1044,0,"not known","terrestrial, bog/fen/swamp","not known","modern",,"not applicable",385,0,0,"Herbert, A.V. and Harrison, S.P., 2016. Evaluation of a modern-analogue methodology for reconstructing Australian palaeoclimate from pollen. Review of Palaeobotany and Palynology 226: 65-77.","10.1016/j.revpalbo.2015.12.006"
"Australian pollen","Bremer Bay Swamp","Bremer Bay Swamp_b",-34.833,119.4,-1044,0,"not known","terrestrial, bog/fen/swamp","not known","modern",,"not applicable",386,0,0,"Herbert, A.V. and Harrison, S.P., 2016. Evaluation of a modern-analogue methodology for reconstructing Australian palaeoclimate from pollen. Review of Palaeobotany and Palynology 226: 65-77.","10.1016/j.revpalbo.2015.12.006"
"Australian pollen","Bremer Bay Swamp","Bremer Bay Swamp_c",-34.833,119.4,-1044,0,"not known","terrestrial, bog/fen/swamp","not known","modern",,"not applicable",387,0,0,"Herbert, A.V. and Harrison, S.P., 2016. Evaluation of a modern-analogue methodology for reconstructing Australian palaeoclimate from pollen. Review of Palaeobotany and Palynology 226: 65-77.","10.1016/j.revpalbo.2015.12.006"
"BIOME6000 Japan","Ushinohira","UsnhrD0",32.4,128.44,-410,50,"not known","terrestrial, bog/fen/swamp","peat core top","assumed modern",,"not applicable",10547,0,0,"Takahara, H., Sugita, S., Harrison, S.P., Miyoshi, N., Morita, Y. and Uchiyama, T., 2000. Pollen‐based reconstructions of Japanese biomes at 0, 6000 and 18,000 14C yr BP. Journal of Biogeography, 27(3), pp.665-683.","10.1046/j.1365-2699.2000.00432.x"
"Australian pollen","Groote Eylandt","Groote Eylandt - core 891 (Four Mile Billabong)",-13.52,136.49,-1,1,"not known","coastal, other","core top","-39",,"not applicable",662,0,0,"Herbert, A.V. and Harrison, S.P., 2016. Evaluation of a modern-analogue methodology for reconstructing Australian palaeoclimate from pollen. Review of Palaeobotany and Palynology 226: 65-77.","10.1016/j.revpalbo.2015.12.006"
"EMPDv2","AmurLiman_12","Mikishin-Gvozdeva_a126",52.9002777777778,141.554722222222,-6,-3,"not applicable","coastal, estuarine","sediment sample","-36",,"not applicable",8063,0,0,"Davis, B.A., Chevalier, M., Sommer, P., Carter, V.A., Finsinger, W., Mauri, A., Phelps, L.N., Zanon, M., Abegglen, R., Åkesson, C.M. and Alba-Sánchez, F., 2020. The Eurasian Modern Pollen Database (EMPD), version 2. Earth System Science Data, 12(4), pp.2423-2445.","10.5194/essd-12-2423-2020"
"Australian pollen","Warrananga Salt Lake","Warrananga core",-39.97,141.56,-4179,50,"medium (1.1-50 km2)","lacustrine, drained lake","core top","-55",,"not applicable",1589,0,0,"Herbert, A.V. and Harrison, S.P., 2016. Evaluation of a modern-analogue methodology for reconstructing Australian palaeoclimate from pollen. Review of Palaeobotany and Palynology 226: 65-77.","10.1016/j.revpalbo.2015.12.006"
"Australian pollen","Warrananga Salt Lake","Warrananga ss_2",-39.97,141.56,-4179,50,"medium (1.1-50 km2)","lacustrine, drained lake","surface sample","-55",,"not applicable",1590,0,0,"Herbert, A.V. and Harrison, S.P., 2016. Evaluation of a modern-analogue methodology for reconstructing Australian palaeoclimate from pollen. Review of Palaeobotany and Palynology 226: 65-77.","10.1016/j.revpalbo.2015.12.006"
"EMPDv2","AmurLiman_8","Mikishin-Gvozdeva_a122",52.555,141.585,-6,-7,"not applicable","coastal, estuarine","sediment sample","-36",,"not applicable",8059,0,0,"Davis, B.A., Chevalier, M., Sommer, P., Carter, V.A., Finsinger, W., Mauri, A., Phelps, L.N., Zanon, M., Abegglen, R., Åkesson, C.M. and Alba-Sánchez, F., 2020. The Eurasian Modern Pollen Database (EMPD), version 2. Earth System Science Data, 12(4), pp.2423-2445.","10.5194/essd-12-2423-2020"
"Australian pollen","Lake Euramoo","Lake Euramoo_Haberle 1999_1600",-17.1667,146.633,-41,718,"small (0.01-1 km2)","lake","core","-49",,"not applicable",847,0,0,"Herbert, A.V. and Harrison, S.P., 2016. Evaluation of a modern-analogue methodology for reconstructing Australian palaeoclimate from pollen. Review of Palaeobotany and Palynology 226: 65-77.","10.1016/j.revpalbo.2015.12.006"
"Australian pollen","Lake Euramoo","Lake Euramoo_Haberle 1999_1601",-17.1667,146.633,-41,718,"small (0.01-1 km2)","lake","core","-42",,"not applicable",848,0,0,"Herbert, A.V. and Harrison, S.P., 2016. Evaluation of a modern-analogue methodology for reconstructing Australian palaeoclimate from pollen. Review of Palaeobotany and Palynology 226: 65-77.","10.1016/j.revpalbo.2015.12.006"
"Australian pollen","Lake Euramoo","Lake Euramoo_Haberle 1999_1602",-17.1667,146.633,-41,718,"small (0.01-1 km2)","lake","core","-36",,"not applicable",849,0,0,"Herbert, A.V. and Harrison, S.P., 2016. Evaluation of a modern-analogue methodology for reconstructing Australian palaeoclimate from pollen. Review of Palaeobotany and Palynology 226: 65-77.","10.1016/j.revpalbo.2015.12.006"
"Australian pollen","Lake Euramoo","Lake Euramoo_Haberle 1999_1603",-17.1667,146.633,-41,718,"small (0.01-1 km2)","lake","core","-29",,"not applicable",850,0,0,"Herbert, A.V. and Harrison, S.P., 2016. Evaluation of a modern-analogue methodology for reconstructing Australian palaeoclimate from pollen. Review of Palaeobotany and Palynology 226: 65-77.","10.1016/j.revpalbo.2015.12.006"
"Australian pollen","Lake Euramoo","Lake Euramoo_Haberle 1999_1604",-17.1667,146.633,-41,718,"small (0.01-1 km2)","lake","core","-23",,"not applicable",851,0,0,"Herbert, A.V. and Harrison, S.P., 2016. Evaluation of a modern-analogue methodology for reconstructing Australian palaeoclimate from pollen. Review of Palaeobotany and Palynology 226: 65-77.","10.1016/j.revpalbo.2015.12.006"
"Australian pollen","Lake Euramoo","Lake Euramoo_Haberle 1999_1606",-17.1667,146.633,-41,718,"small (0.01-1 km2)","lake","core","-10",,"not applicable",852,0,0,"Herbert, A.V. and Harrison, S.P., 2016. Evaluation of a modern-analogue methodology for reconstructing Australian palaeoclimate from pollen. Review of Palaeobotany and Palynology 226: 65-77.","10.1016/j.revpalbo.2015.12.006"
"Australian pollen","Lake Euramoo","Lake Euramoo_Haberle 1999_1608",-17.1667,146.633,-41,718,"small (0.01-1 km2)","lake","core","3",,"not applicable",853,0,0,"Herbert, A.V. and Harrison, S.P., 2016. Evaluation of a modern-analogue methodology for reconstructing Australian palaeoclimate from pollen. Review of Palaeobotany and Palynology 226: 65-77.","10.1016/j.revpalbo.2015.12.006"
"Australian pollen","Lake Euramoo","Lake Euramoo_Haberle 1999_1612",-17.1667,146.633,-41,718,"small (0.01-1 km2)","lake","core","29",,"not applicable",854,0,0,"Herbert, A.V. and Harrison, S.P., 2016. Evaluation of a modern-analogue methodology for reconstructing Australian palaeoclimate from pollen. Review of Palaeobotany and Palynology 226: 65-77.","10.1016/j.revpalbo.2015.12.006"
"Australian pollen","Airport Swamp","Airport Swamp core_05",31.54,159.08,-3286,5,"very small (<0.01 km2)","terrestrial, bog/fen/swamp","core","-28",,"not applicable",136,0,0,"Herbert, A.V. and Harrison, S.P., 2016. Evaluation of a modern-analogue methodology for reconstructing Australian palaeoclimate from pollen. Review of Palaeobotany and Palynology 226: 65-77.","10.1016/j.revpalbo.2015.12.006"
"Australian pollen","Airport Swamp","Airport Swamp core_105",31.54,159.08,-3286,5,"very small (<0.01 km2)","terrestrial, bog/fen/swamp","core","46",,"not applicable",137,0,0,"Herbert, A.V. and Harrison, S.P., 2016. Evaluation of a modern-analogue methodology for reconstructing Australian palaeoclimate from pollen. Review of Palaeobotany and Palynology 226: 65-77.","10.1016/j.revpalbo.2015.12.006"
"Australian pollen","Airport Swamp","Airport Swamp core_25",31.54,159.08,-3286,5,"very small (<0.01 km2)","terrestrial, bog/fen/swamp","core","-14",,"not applicable",138,0,0,"Herbert, A.V. and Harrison, S.P., 2016. Evaluation of a modern-analogue methodology for reconstructing Australian palaeoclimate from pollen. Review of Palaeobotany and Palynology 226: 65-77.","10.1016/j.revpalbo.2015.12.006"
"Australian pollen","Airport Swamp","Airport Swamp core_50",31.54,159.08,-3286,5,"very small (<0.01 km2)","terrestrial, bog/fen/swamp","core","5",,"not applicable",139,0,0,"Herbert, A.V. and Harrison, S.P., 2016. Evaluation of a modern-analogue methodology for reconstructing Australian palaeoclimate from pollen. Review of Palaeobotany and Palynology 226: 65-77.","10.1016/j.revpalbo.2015.12.006"
"Australian pollen","Airport Swamp","Airport Swamp core_75",31.54,159.08,-3286,5,"very small (<0.01 km2)","terrestrial, bog/fen/swamp","core","24",,"not applicable",140,0,0,"Herbert, A.V. and Harrison, S.P., 2016. Evaluation of a modern-analogue methodology for reconstructing Australian palaeoclimate from pollen. Review of Palaeobotany and Palynology 226: 65-77.","10.1016/j.revpalbo.2015.12.006"
"Australian pollen","Umej","Umej_core",-20.2594,168.8594,-4560,2,"not known","terrestrial, bog/fen/swamp","core top","-32",,"not applicable",1570,0,0,"Pickett, E.J, Harrison, S.P., Hope, G. Harle, K., Dodson, J.R., Kershaw, A.P., Prentice, I.C., Backhouse, J., Colhoun, E.A., D’Costa, D., Flenley, J., Grindrod, J., Haberle, S., Hassell, C., Kenyon, C., Macphail, M., Martin, H., Martin, A.H., McKenzie, M., Newsome, J.C., Penny, D., Powell, J., Raine, J.I., Southern, W., Stevenson, J., Sutra, J.P., Thomas, I., van der Kaars, S. and Ward, J., 2004. Pollen-based reconstructions of biome distributions for Australia, Southeast Asia and the Pacific (SEAPAC region) at 0, 6000 and 18,000 14C yr B.P. Journal of Biogeography 31:  1381-1444.","10.1111/j.1365-2699.2004.01001.x"
"Australian pollen","Umej","Umej_ss",-20.2594,168.8594,-4560,2,"not known","terrestrial, bog/fen/swamp","surface sample","-32",,"not applicable",1571,0,0,"Pickett, E.J, Harrison, S.P., Hope, G. Harle, K., Dodson, J.R., Kershaw, A.P., Prentice, I.C., Backhouse, J., Colhoun, E.A., D’Costa, D., Flenley, J., Grindrod, J., Haberle, S., Hassell, C., Kenyon, C., Macphail, M., Martin, H., Martin, A.H., McKenzie, M., Newsome, J.C., Penny, D., Powell, J., Raine, J.I., Southern, W., Stevenson, J., Sutra, J.P., Thomas, I., van der Kaars, S. and Ward, J., 2004. Pollen-based reconstructions of biome distributions for Australia, Southeast Asia and the Pacific (SEAPAC region) at 0, 6000 and 18,000 14C yr B.P. Journal of Biogeography 31:  1381-1444.","10.1111/j.1365-2699.2004.01001.x"
