"site.id","site.name","dataset.id","handle","submission.date","sample.id","depth","thickness","age.type","age","e.older","e.young","delta13C","lab.no","material.dated","geo.chron.type","notes","infinite","radiocarbon.method"
2990,"Auneau",8895,"AUNEAU","2019/06/21 00:00:00",378703,56,3,"Radiocarbon years BP",1125,45,45,,"AA-9857","Peat","Carbon-14","Juglans line.",FALSE,
2990,"Auneau",8895,"AUNEAU","2019/06/21 00:00:00",378704,132,3,"Radiocarbon years BP",2914,36,36,,"UtC 6793","Peat","Carbon-14",,FALSE,
2990,"Auneau",8895,"AUNEAU","2019/06/21 00:00:00",378705,202,4,"Radiocarbon years BP",5765,80,80,,"AA-9858","Peat","Carbon-14",,FALSE,
2990,"Auneau",8895,"AUNEAU","2019/06/21 00:00:00",378706,363,5,"Radiocarbon years BP",8770,60,60,,"UtC 6904","Peat","Carbon-14","Too young (recent Dryas).",FALSE,
2992,"Babozero",8896,"BABOZ1","2019/11/01 00:00:00",416808,95,10,"Radiocarbon years BP",3090,180,180,,"Beta-55324","Gyttja","Carbon-14","Date obtained from bulk organic.",FALSE,
2992,"Babozero",8896,"BABOZ1","2019/11/01 00:00:00",416809,195,10,"Radiocarbon years BP",9430,280,280,,"Beta-55325","Gyttja","Carbon-14","Date obtained from bulk organic.",FALSE,
2992,"Babozero",8896,"BABOZ1","2019/11/01 00:00:00",416810,295,10,"Radiocarbon years BP",12630,400,400,,"Beta-55326","Sand with clay","Carbon-14","Date obtained from bulk organic.",FALSE,
2993,"Badentarbat",8897,"BADENTAR","2019/08/30 00:00:00",402878,90,,"Radiocarbon years BP",4220,105,105,,"NPL-14","Pinus sylvestris wood","Carbon-14",,FALSE,
2993,"Badentarbat",8897,"BADENTAR","2019/08/30 00:00:00",402879,90,,"Radiocarbon years BP",4420,102,102,,"NPL-13","Pinus sylvestris wood","Carbon-14",,FALSE,
2994,"Baidara",8898,"BAIDARA","2019/11/06 00:00:00",417442,15,5,"Radiocarbon years BP",4100,70,70,,"WAT-2925","Peat","Carbon-14",,FALSE,
2994,"Baidara",8898,"BAIDARA","2019/11/06 00:00:00",417443,70,10,"Radiocarbon years BP",4660,70,70,,"GIN-7868","Peat","Carbon-14",,FALSE,
2994,"Baidara",8898,"BAIDARA","2019/11/06 00:00:00",417444,120,10,"Radiocarbon years BP",5700,100,100,,"GIN-7867","Peat","Carbon-14",,FALSE,
2994,"Baidara",8898,"BAIDARA","2019/11/06 00:00:00",417445,170,10,"Radiocarbon years BP",6280,100,100,,"GIN-7866","Peat","Carbon-14",,FALSE,
2994,"Baidara",8898,"BAIDARA","2019/11/06 00:00:00",417446,225,10,"Radiocarbon years BP",6330,50,50,,"GIN-7865","Peat","Carbon-14",,FALSE,
2994,"Baidara",8898,"BAIDARA","2019/11/06 00:00:00",417447,340,10,"Radiocarbon years BP",7640,90,90,,"GIN-7869","Peat","Carbon-14",,FALSE,
2994,"Baidara",8898,"BAIDARA","2019/11/06 00:00:00",417448,380,10,"Radiocarbon years BP",8090,40,40,,"GIN-7862c","Peat","Carbon-14",,FALSE,
2994,"Baidara",8898,"BAIDARA","2019/11/06 00:00:00",417449,380,10,"Radiocarbon years BP",8120,90,90,,"GIN-7862b","Peat","Carbon-14",,FALSE,
2994,"Baidara",8898,"BAIDARA","2019/11/06 00:00:00",417450,380,10,"Radiocarbon years BP",8210,110,110,,"GIN-7862a","Peat","Carbon-14",,FALSE,
2994,"Baidara",8898,"BAIDARA","2019/11/06 00:00:00",417451,412.5,5,"Radiocarbon years BP",8000,125,125,,"WAT-2924","Peat","Carbon-14",,FALSE,
2996,"Basse-Ville",8899,"BASVILLE","2019/07/16 00:00:00",381378,100,5,"Radiocarbon years BP",2570,60,60,,"UPS 2498","Quercus wood","Carbon-14",,FALSE,
2996,"Basse-Ville",8899,"BASVILLE","2019/07/16 00:00:00",381379,155,5,"Radiocarbon years BP",3500,90,90,,"UPS 2393","Peat","Carbon-14",,FALSE,
2996,"Basse-Ville",8899,"BASVILLE","2019/07/16 00:00:00",381380,254,5,"Radiocarbon years BP",4410,150,150,,"UPS 2592","Salix wood","Carbon-14",,FALSE,
2996,"Basse-Ville",8899,"BASVILLE","2019/07/16 00:00:00",381381,397,5,"Radiocarbon years BP",5060,160,160,,"UPS 2409","Peat","Carbon-14",,FALSE,
2996,"Basse-Ville",8899,"BASVILLE","2019/07/16 00:00:00",381382,616,8,"Radiocarbon years BP",6380,360,360,,"UPS 2396","Muddy peat","Carbon-14",,FALSE,
3004,"Puerto de Belate",8901,"BELATE01","2019/09/19 00:00:00",408179,55,10,"Radiocarbon years BP",2960,60,60,,"Gif-7236",,"Carbon-14",,FALSE,
3004,"Puerto de Belate",8901,"BELATE01","2019/09/19 00:00:00",408180,195,10,"Radiocarbon years BP",5900,80,80,,"Gif-7235",,"Carbon-14",,FALSE,
3004,"Puerto de Belate",8901,"BELATE01","2019/09/19 00:00:00",408181,217,10,"Radiocarbon years BP",6600,80,80,,"Gif-7234",,"Carbon-14",,FALSE,
3005,"Bellefontaine",8902,"BELLFONT","2008/02/28 00:00:00",113043,213,2,"Radiocarbon years BP",12360,80,80,-27.6,"Utc9793","Leaves of Dryas octopetala","Carbon-14",,FALSE,
3006,"Belle Lake",8903,"BELLE","2019/04/07 00:00:00",353938,195,10,"Radiocarbon years BP",5490,95,95,,"D-117","Wood peat","Carbon-14",,FALSE,
3006,"Belle Lake",8903,"BELLE","2019/04/07 00:00:00",353939,225,10,"Radiocarbon years BP",5720,90,90,,"D-116","Peaty gyttja","Carbon-14",,FALSE,
3006,"Belle Lake",8903,"BELLE","2019/04/07 00:00:00",353940,270,10,"Radiocarbon years BP",6315,110,110,,"D-115","Peaty gyttja","Carbon-14",,FALSE,
3006,"Belle Lake",8903,"BELLE","2019/04/07 00:00:00",353941,295,10,"Radiocarbon years BP",7375,105,105,,"D-114","Detritus gyttja","Carbon-14",,FALSE,
3006,"Belle Lake",8903,"BELLE","2019/04/07 00:00:00",353942,385,10,"Radiocarbon years BP",9100,130,130,,"D-113","Detritus gyttja","Carbon-14",,FALSE,
3006,"Belle Lake",8903,"BELLE","2019/04/07 00:00:00",353943,401,10,"Radiocarbon years BP",9600,135,135,,"D-112","Transitional gyttja","Carbon-14",,FALSE,
3006,"Belle Lake",8903,"BELLE","2019/04/07 00:00:00",353944,519,10,"Radiocarbon years BP",10590,185,185,,"D-111","Black gyttja","Carbon-14",,FALSE,
3006,"Belle Lake",8903,"BELLE","2019/04/07 00:00:00",353945,569,10,"Radiocarbon years BP",12235,260,260,,"D-110","Black gyttja","Carbon-14",,FALSE,
3007,"Bois des Amerois",8904,"BEMUNO","2019/04/07 00:00:00",353995,123,14,"Radiocarbon years BP",4790,110,110,,"Lv-244","Peat","Carbon-14",,FALSE,
3009,"Bergakyllen",8905,"BERGAKYL","2019/04/06 00:00:00",352894,9010,4,"Radiocarbon years BP",9710,90,90,,"Lu-2174","Clayey gyttja","Carbon-14",,FALSE,
3009,"Bergakyllen",8905,"BERGAKYL","2019/04/06 00:00:00",352895,9215,5,"Radiocarbon years BP",10460,90,90,,"Lu-2173","Clayey gyttja","Carbon-14",,FALSE,
3009,"Bergakyllen",8905,"BERGAKYL","2019/04/06 00:00:00",352896,9305,5,"Radiocarbon years BP",10620,130,130,,"Lu-2171","Mosses","Carbon-14",,FALSE,
3009,"Bergakyllen",8905,"BERGAKYL","2019/04/06 00:00:00",352897,9305,5,"Radiocarbon years BP",11260,100,100,,"Lu-2172A","NaOH-soluble fraction-sediment","Carbon-14",,FALSE,
3009,"Bergakyllen",8905,"BERGAKYL","2019/04/06 00:00:00",352898,9305,5,"Radiocarbon years BP",11360,100,100,,"Lu-2172","NaOH-insoluble fraction","Carbon-14",,FALSE,
3011,"Berlare",8906,"BERLARE","2008/02/28 00:00:00",113058,297,6,"Radiocarbon years BP",8730,70,70,,"GrN-5833","Peatty gyttja","Carbon-14",,FALSE,
3012,"Besbog",8907,"BESBOG","2019/04/06 00:00:00",351643,40.5,9,"Radiocarbon years BP",1360,70,70,,"VRI-966","Gyttja","Carbon-14",,FALSE,
3012,"Besbog",8907,"BESBOG","2019/04/06 00:00:00",351644,85,6,"Radiocarbon years BP",3730,80,80,,"VRI-967","Gyttja","Carbon-14",,FALSE,
3012,"Besbog",8907,"BESBOG","2019/04/06 00:00:00",351645,110.5,7,"Radiocarbon years BP",2740,80,80,,"VRI-968","Gyttja","Carbon-14",,FALSE,
3012,"Besbog",8907,"BESBOG","2019/04/06 00:00:00",351646,132,8,"Radiocarbon years BP",8420,160,160,,"VRI-969","Gyttja","Carbon-14",,FALSE,
3013,"Beysehir Gölü",8908,"BEYSEHIR","2019/11/22 00:00:00",420256,275,20,"Radiocarbon years BP",3265,35,35,,"GrN-6879","Organic fraction","Carbon-14","Contained 10% carbonate.",FALSE,
3013,"Beysehir Gölü",8908,"BEYSEHIR","2019/11/22 00:00:00",420257,510,30,"Radiocarbon years BP",6090,75,75,,"GrN-6878","Organic fraction","Carbon-14","Contained 4% carbonate",FALSE,
3014,"Bezdonnoe",8909,"BEZDON","2019/11/25 00:00:00",420782,490,20,"Radiocarbon years BP",5065,70,70,,"TA-532","peat","Carbon-14",,FALSE,
3014,"Bezdonnoe",8909,"BEZDON","2019/11/25 00:00:00",420783,890,20,"Radiocarbon years BP",9085,120,120,,"TA-533","gyttja","Carbon-14",,FALSE,
3014,"Bezdonnoe",8909,"BEZDON","2019/11/25 00:00:00",420784,1325,50,"Radiocarbon years BP",9880,150,150,,"TA-535","clayey gyttja","Carbon-14",,FALSE,
3014,"Bezdonnoe",8909,"BEZDON","2019/11/25 00:00:00",420785,1210,20,"Radiocarbon years BP",9470,150,150,,"TA-534","gyttja","Carbon-14",,FALSE,
3016,"Biot",8910,"BIOT","2019/05/14 00:00:00",364819,1400,,"Radiocarbon years BP",4620,60,60,,"Gif-8279",,"Carbon-14",,FALSE,
3016,"Biot",8910,"BIOT","2019/05/14 00:00:00",364820,2100,,"Radiocarbon years BP",5740,70,70,,"Gif-9104",,"Carbon-14",,FALSE,
3016,"Biot",8910,"BIOT","2019/05/14 00:00:00",364821,3200,,"Radiocarbon years BP",8320,90,90,,"Gif-8278",,"Carbon-14",,FALSE,
3016,"Biot",8910,"BIOT","2019/05/14 00:00:00",364822,4000,,"Radiocarbon years BP",9600,100,100,,"Gif-8277",,"Carbon-14",,FALSE,
3016,"Biot",8910,"BIOT","2019/05/14 00:00:00",364823,4900,,"Radiocarbon years BP",10320,90,90,,"Gif-9227",,"Carbon-14",,FALSE,
3016,"Biot",8910,"BIOT","2019/05/14 00:00:00",364824,5180,,"Radiocarbon years BP",11320,90,90,,"Gif-8276",,"Carbon-14",,FALSE,
3018,"Bjärsjon",8911,"BJARSJON","2019/04/15 00:00:00",357983,538,2,"Radiocarbon years BP",9560,90,90,,,"Detritus gyttja","Carbon-14",,FALSE,
3018,"Bjärsjon",8911,"BJARSJON","2019/04/15 00:00:00",357984,552,2,"Radiocarbon years BP",9840,95,95,,,"Clay gyttja","Carbon-14",,FALSE,
3018,"Bjärsjon",8911,"BJARSJON","2019/04/15 00:00:00",357985,564,2,"Radiocarbon years BP",10220,95,95,,,"Clay gyttja","Carbon-14",,FALSE,
3018,"Bjärsjon",8911,"BJARSJON","2019/04/15 00:00:00",357986,575,2,"Radiocarbon years BP",10450,100,100,,,"Clay gyttja","Carbon-14",,FALSE,
3018,"Bjärsjon",8911,"BJARSJON","2019/04/15 00:00:00",357987,583,2,"Radiocarbon years BP",10830,100,100,,,"Clay gyttja","Carbon-14",,FALSE,
3018,"Bjärsjon",8911,"BJARSJON","2019/04/15 00:00:00",357988,599,2,"Radiocarbon years BP",10890,90,90,,,"Clay gyttja","Carbon-14",,FALSE,
3018,"Bjärsjon",8911,"BJARSJON","2019/04/15 00:00:00",357989,614,2,"Radiocarbon years BP",11260,100,100,,,"Clay gyttja","Carbon-14",,FALSE,
3019,"Björkeröds Mosse",8912,"BJORKE69","2019/09/06 00:00:00",403086,336,12,"Radiocarbon years BP",14130,450,450,,"Lu-2591","Mosses","Carbon-14",,FALSE,
3019,"Björkeröds Mosse",8912,"BJORKE69","2019/09/06 00:00:00",403087,384,20,"Radiocarbon years BP",14000,140,140,,"Lu-2590","Mosses","Carbon-14",,FALSE,
3019,"Björkeröds Mosse",8912,"BJORKE69","2019/09/06 00:00:00",403088,404.5,21,"Radiocarbon years BP",13500,550,550,,"Lu-2589","Mosses","Carbon-14",,FALSE,
3020,"Björksjödamm",8913,"BJORKSJO","2019/08/23 00:00:00",396196,810,4,"Radiocarbon years BP",10830,120,120,,"Lu-1397","Clayey-gyttja","Carbon-14",,FALSE,
3020,"Björksjödamm",8913,"BJORKSJO","2019/08/23 00:00:00",396197,820,5,"Radiocarbon years BP",11170,90,90,,"Lu-1393","Clayey-gyttja","Carbon-14",,FALSE,
3020,"Björksjödamm",8913,"BJORKSJO","2019/08/23 00:00:00",396198,832,4,"Radiocarbon years BP",12030,125,125,,"Lu-1396","Clayey-gyttja","Carbon-14",,FALSE,
3020,"Björksjödamm",8913,"BJORKSJO","2019/08/23 00:00:00",396199,838,4,"Radiocarbon years BP",12290,140,140,,"Lu-1395","Clayey-gyttja","Carbon-14",,FALSE,
3020,"Björksjödamm",8913,"BJORKSJO","2019/08/23 00:00:00",396200,844,6,"Radiocarbon years BP",12550,145,145,,"Lu-1394","Silty gyttja/Clayey-gyttja","Carbon-14",,FALSE,
3021,"Bláto",8914,"BLATO1","2019/03/23 00:00:00",347659,250,10,"Radiocarbon years BP",10570,150,150,,"H1772-1301","Peat","Carbon-14",,FALSE,
3021,"Bláto",8914,"BLATO1","2019/03/23 00:00:00",347660,277.5,15,"Radiocarbon years BP",11060,250,250,,"Z-4","Peat","Carbon-14",,FALSE,
3022,"Blåvasstjønn",8915,"BLAVASS","2019/02/25 00:00:00",333365,267.5,5,"Radiocarbon years BP",2600,120,120,,"T-2846","Fine detritus gyttja","Carbon-14",,FALSE,
3022,"Blåvasstjønn",8915,"BLAVASS","2019/02/25 00:00:00",333366,339.5,5,"Radiocarbon years BP",6110,200,200,,"T-3045A","Fine detritus gyttja","Carbon-14",,FALSE,
3022,"Blåvasstjønn",8915,"BLAVASS","2019/02/25 00:00:00",333367,392.5,5,"Radiocarbon years BP",8000,160,160,,"T-2845","Fine detritus gyttja","Carbon-14",,FALSE,
3022,"Blåvasstjønn",8915,"BLAVASS","2019/02/25 00:00:00",333368,437,4,"Radiocarbon years BP",8950,260,260,,"T-2844A","Algal gyttja","Carbon-14",,FALSE,
3023,"Bledowo Lake",8916,"BLEDOWO3","2020/01/16 00:00:00",425565,515,10,"Radiocarbon years BP",5200,100,100,,"Gd-4141","Lake deposit","Carbon-14",,FALSE,
3023,"Bledowo Lake",8916,"BLEDOWO3","2020/01/16 00:00:00",425566,635,10,"Radiocarbon years BP",4810,110,110,,"Gd-2668","Lake deposit","Carbon-14",,FALSE,
3023,"Bledowo Lake",8916,"BLEDOWO3","2020/01/16 00:00:00",425567,715,10,"Radiocarbon years BP",6110,140,140,,"Gd-2667","Lake deposit","Carbon-14",,FALSE,
3023,"Bledowo Lake",8916,"BLEDOWO3","2020/01/16 00:00:00",425568,1465,10,"Radiocarbon years BP",11170,160,160,,"Helsinki","Pieces of wood","Carbon-14",,FALSE,
3024,"Black Loch",8917,"BLKLOCH4","2008/02/28 00:00:00",113099,110,5,"Radiocarbon years BP",2060,100,100,,"SRR-2613","Coarse detritus mud","Carbon-14",,FALSE,
3024,"Black Loch",8917,"BLKLOCH4","2008/02/28 00:00:00",113100,170,5,"Radiocarbon years BP",3280,110,110,,"SRR-2614","Detritus mud with wood","Carbon-14",,FALSE,
3024,"Black Loch",8917,"BLKLOCH4","2008/02/28 00:00:00",113101,230,5,"Radiocarbon years BP",3890,80,80,,"SRR-2615","Coarse detritus mud","Carbon-14",,FALSE,
3024,"Black Loch",8917,"BLKLOCH4","2008/02/28 00:00:00",113102,275,5,"Radiocarbon years BP",4460,110,110,,"SRR-2616","Coarse detritus mud","Carbon-14",,FALSE,
3024,"Black Loch",8917,"BLKLOCH4","2008/02/28 00:00:00",113103,330,5,"Radiocarbon years BP",4690,80,80,,"SRR-2617","Coarse detritus mud","Carbon-14",,FALSE,
3024,"Black Loch",8917,"BLKLOCH4","2008/02/28 00:00:00",113104,360,5,"Radiocarbon years BP",4780,80,80,,"SRR-2618","Detritus mud with wood","Carbon-14",,FALSE,
3024,"Black Loch",8917,"BLKLOCH4","2008/02/28 00:00:00",113105,410,5,"Radiocarbon years BP",5180,80,80,,"SRR-2619","Detritus mud with wood","Carbon-14",,FALSE,
3024,"Black Loch",8917,"BLKLOCH4","2008/02/28 00:00:00",113106,460,5,"Radiocarbon years BP",5400,80,80,,"SRR-2620","Detritus mud with wood","Carbon-14",,FALSE,
3024,"Black Loch",8917,"BLKLOCH4","2008/02/28 00:00:00",113107,510,5,"Radiocarbon years BP",5960,80,80,,"SRR-2621","Detritus mud with wood","Carbon-14",,FALSE,
3024,"Black Loch",8917,"BLKLOCH4","2008/02/28 00:00:00",113108,560,5,"Radiocarbon years BP",6200,80,80,,"SRR-2622","Detritus mud with wood","Carbon-14",,FALSE,
3024,"Black Loch",8917,"BLKLOCH4","2008/02/28 00:00:00",113109,610,5,"Radiocarbon years BP",7110,80,80,,"SRR-2623","Detritus mud with wood","Carbon-14",,FALSE,
3024,"Black Loch",8917,"BLKLOCH4","2008/02/28 00:00:00",113110,632,10,"Radiocarbon years BP",7660,70,70,,"SRR-2624","Fine detritus wood","Carbon-14",,FALSE,
3024,"Black Loch",8917,"BLKLOCH4","2008/02/28 00:00:00",113111,650,10,"Radiocarbon years BP",11620,150,150,,"SRR-2625","Clay","Carbon-14",,FALSE,
3024,"Black Loch",8917,"BLKLOCH4","2008/02/28 00:00:00",113112,669,10,"Radiocarbon years BP",12670,150,150,,"SRR-2626","Organic clay","Carbon-14",,FALSE,
3025,"Blomoy",8918,"BLOMOY","2019/04/06 00:00:00",351957,212.5,5,"Radiocarbon years BP",9340,160,160,,"T-623","Gyttja","Carbon-14","The samples were collected by a piston corer (constructed in Sweden around 1920!). The diameter was 64 mm, but with the low C-content I still had to use samples from two cores. (See more comments in the Record Sheets - RC)",FALSE,
3025,"Blomoy",8918,"BLOMOY","2019/04/06 00:00:00",351958,232.5,5,"Radiocarbon years BP",10940,180,180,,"T-624","Clay gyttja","Carbon-14",,FALSE,
3025,"Blomoy",8918,"BLOMOY","2019/04/06 00:00:00",351959,254,12,"Radiocarbon years BP",11070,190,190,,"T-625","Clay gyttja","Carbon-14",,FALSE,
3025,"Blomoy",8918,"BLOMOY","2019/04/06 00:00:00",351960,287,10,"Radiocarbon years BP",12070,180,180,,"T-672","Gyttja clay","Carbon-14",,FALSE,
3029,"Lake Boguda",8919,"BOGUDA","2019/10/24 00:00:00",415881,50,20,"Radiocarbon years BP",2170,70,70,,"GIN-4500","Gyttja","Carbon-14",,FALSE,
3029,"Lake Boguda",8919,"BOGUDA","2019/10/24 00:00:00",415882,85,10,"Radiocarbon years BP",2650,100,100,,"GIN-4501","Gyttja","Carbon-14",,FALSE,
3029,"Lake Boguda",8919,"BOGUDA","2019/10/24 00:00:00",415883,95,10,"Radiocarbon years BP",2530,90,90,,"GIN-4502","Gyttja","Carbon-14",,FALSE,
3029,"Lake Boguda",8919,"BOGUDA","2019/10/24 00:00:00",415884,160,20,"Radiocarbon years BP",4000,100,100,,"GIN-4504","Gyttja","Carbon-14",,FALSE,
3029,"Lake Boguda",8919,"BOGUDA","2019/10/24 00:00:00",415885,200,20,"Radiocarbon years BP",5570,80,80,,"GIN-4505","Gyttja","Carbon-14",,FALSE,
3029,"Lake Boguda",8919,"BOGUDA","2019/10/24 00:00:00",415886,290,20,"Radiocarbon years BP",6390,80,80,,"GIN-4507","Gyttja","Carbon-14",,FALSE,
3029,"Lake Boguda",8919,"BOGUDA","2019/10/24 00:00:00",415887,440,20,"Radiocarbon years BP",7780,100,100,,"GIN-4510","Gyttja","Carbon-14",,FALSE,
3030,"Boehnigsee Goldmoos",8920,"BOHINGSE","2008/02/28 00:00:00",113124,385,30,"Radiocarbon years BP",4740,100,100,,"B-786",,"Carbon-14",,FALSE,
3030,"Boehnigsee Goldmoos",8920,"BOHINGSE","2008/02/28 00:00:00",113125,480,40,"Radiocarbon years BP",6030,100,100,,"B-785",,"Carbon-14",,FALSE,
3030,"Boehnigsee Goldmoos",8920,"BOHINGSE","2008/02/28 00:00:00",113126,537.5,25,"Radiocarbon years BP",7990,110,110,,"B-784",,"Carbon-14",,FALSE,
3030,"Boehnigsee Goldmoos",8920,"BOHINGSE","2008/02/28 00:00:00",113127,605.5,29,"Radiocarbon years BP",10430,150,150,,"B-782",,"Carbon-14",,FALSE,
3032,"Bouara",8921,"BOUARA","2019/05/12 00:00:00",363433,345,10,"Radiocarbon years BP",5730,120,120,,"GrN-13376","Peat","Carbon-14",,FALSE,
3034,"Saint Michel de Braspart",8922,"BRASPART","2019/07/17 00:00:00",382472,55,8,"Radiocarbon years BP",3770,55,55,,"Grn-2175",,"Carbon-14",,FALSE,
3034,"Saint Michel de Braspart",8922,"BRASPART","2019/07/17 00:00:00",382473,130,8,"Radiocarbon years BP",5400,60,60,,"Grn-1983",,"Carbon-14",,FALSE,
3035,"Brede Bridge",8923,"BREDCOUN","2019/04/06 00:00:00",351791,144,8,"Radiocarbon years BP",3690,70,70,,"SRR-2645","Peat with clay, Alnus fragmentsD""","Carbon-14",,FALSE,
3035,"Brede Bridge",8923,"BREDCOUN","2019/04/06 00:00:00",351792,723.5,7,"Radiocarbon years BP",5970,150,150,,"SRR-2646","Peat, herbacea, Alnus fragments","Carbon-14",,FALSE,
3038,"Bugristoe",8924,"BUGRIST","2019/10/23 00:00:00",415627,95,3,"Radiocarbon years BP",4740,100,100,,"GIN-5517","Peat","Carbon-14",,FALSE,
3038,"Bugristoe",8924,"BUGRIST","2019/10/23 00:00:00",415628,353,3,"Radiocarbon years BP",8030,80,80,,"GIN-5510","Peat","Carbon-14",,FALSE,
3038,"Bugristoe",8924,"BUGRIST","2019/10/23 00:00:00",415629,499,3,"Radiocarbon years BP",9050,80,80,,"GIN-5511","Peat","Carbon-14",,FALSE,
3038,"Bugristoe",8924,"BUGRIST","2019/10/23 00:00:00",415630,613,3,"Radiocarbon years BP",9520,100,100,,"GIN-5512","Peat","Carbon-14",,FALSE,
3038,"Bugristoe",8924,"BUGRIST","2019/10/23 00:00:00",415631,650,5,"Radiocarbon years BP",9840,90,90,,"GIN-5513","Peat","Carbon-14",,FALSE,
3040,"Butter Mountain",8925,"BUTTER","2019/09/19 00:00:00",408539,24.5,1,"Radiocarbon years BP",1205,65,65,,"UB 933","Fine particule of peat","Carbon-14",,FALSE,
3040,"Butter Mountain",8925,"BUTTER","2019/09/19 00:00:00",408540,60.5,1,"Radiocarbon years BP",1505,40,40,,"UB 934","Fine particule of peat","Carbon-14",,FALSE,
3040,"Butter Mountain",8925,"BUTTER","2019/09/19 00:00:00",408541,92.5,1,"Radiocarbon years BP",2235,70,70,,"UB 935","Fine particule of peat","Carbon-14",,FALSE,
3040,"Butter Mountain",8925,"BUTTER","2019/09/19 00:00:00",408542,124.5,1,"Radiocarbon years BP",3270,45,45,,"UB 936","Fine particule of peat","Carbon-14",,FALSE,
3043,"Cam Loch",8926,"CAM-LG","2019/08/21 00:00:00",395911,531,10,"Radiocarbon years BP",10226,190,190,,"SRR-247",,"Carbon-14","Samples SRR-249 and SRR-250, Allerød dates too old, rejected by author.",FALSE,
3043,"Cam Loch",8926,"CAM-LG","2019/08/21 00:00:00",395912,540.5,10,"Radiocarbon years BP",10585,450,450,,"SRR-248",,"Carbon-14",,FALSE,
3043,"Cam Loch",8926,"CAM-LG","2019/08/21 00:00:00",395913,550,10,"Radiocarbon years BP",10698,490,490,,"SRR-249",,"Carbon-14",,FALSE,
3043,"Cam Loch",8926,"CAM-LG","2019/08/21 00:00:00",395914,560,10,"Radiocarbon years BP",12436,220,220,,"SRR-250",,"Carbon-14",,FALSE,
3043,"Cam Loch",8926,"CAM-LG","2019/08/21 00:00:00",395915,570,10,"Radiocarbon years BP",12787,190,190,,"SRR-251",,"Carbon-14",,FALSE,
3043,"Cam Loch",8926,"CAM-LG","2019/08/21 00:00:00",395916,579.5,9,"Radiocarbon years BP",11900,230,230,,"SRR-252",,"Carbon-14",,FALSE,
3043,"Cam Loch",8926,"CAM-LG","2019/08/21 00:00:00",395917,589,10,"Radiocarbon years BP",12956,240,240,,"SRR-253",,"Carbon-14",,FALSE,
3044,"Carrivmoragh",8927,"CARRIV","2019/09/19 00:00:00",408474,31.5,3,"Radiocarbon years BP",1700,65,65,,"UB 864","Organic mud, humic acid treatment","Carbon-14",,FALSE,
3044,"Carrivmoragh",8927,"CARRIV","2019/09/19 00:00:00",408475,52.5,3,"Radiocarbon years BP",3035,50,50,,"UB 865","Organic mud, humic acid treatment","Carbon-14",,FALSE,
3044,"Carrivmoragh",8927,"CARRIV","2019/09/19 00:00:00",408476,68.5,3,"Radiocarbon years BP",3295,50,50,,"UB 866","Organic mud, humic acid treatment","Carbon-14",,FALSE,
3044,"Carrivmoragh",8927,"CARRIV","2019/09/19 00:00:00",408477,77.5,3,"Radiocarbon years BP",3455,50,50,,"UB 867","Organic mud, humic acid treatment","Carbon-14",,FALSE,
3044,"Carrivmoragh",8927,"CARRIV","2019/09/19 00:00:00",408478,90.5,3,"Radiocarbon years BP",3925,60,60,,"UB 868","Organic mud, humic acid treatment","Carbon-14",,FALSE,
3044,"Carrivmoragh",8927,"CARRIV","2019/09/19 00:00:00",408479,98.5,3,"Radiocarbon years BP",3795,55,55,,"UB 869","Organic mud, humic acid treatment","Carbon-14",,FALSE,
3045,"La Caudelais",8928,"CAUDELAI","2019/07/16 00:00:00",381552,72,5,"Radiocarbon years BP",2040,100,100,,"UPS 2470","Peat","Carbon-14",,FALSE,
3045,"La Caudelais",8928,"CAUDELAI","2019/07/16 00:00:00",381553,77,5,"Radiocarbon years BP",1400,210,210,,"UPS 2402","Peat","Carbon-14","Too young.",FALSE,
3045,"La Caudelais",8928,"CAUDELAI","2019/07/16 00:00:00",381554,293,7.5,"Radiocarbon years BP",4690,80,80,,"UPS 2590","Peat","Carbon-14",,FALSE,
3045,"La Caudelais",8928,"CAUDELAI","2019/07/16 00:00:00",381555,404,8,"Radiocarbon years BP",5690,140,140,,"UPS 2495","Peat","Carbon-14",,FALSE,
3045,"La Caudelais",8928,"CAUDELAI","2019/07/16 00:00:00",381556,409,8,"Radiocarbon years BP",4900,500,500,,"UPS 2430","Peat","Carbon-14",,FALSE,
3045,"La Caudelais",8928,"CAUDELAI","2019/07/16 00:00:00",381557,862,5,"Radiocarbon years BP",2700,115,115,,"UPS 2475","Muddy peat","Carbon-14","Seems absurd.",FALSE,
3045,"La Caudelais",8928,"CAUDELAI","2019/07/16 00:00:00",381558,867,5,"Radiocarbon years BP",6550,210,210,,"UPS 2537","Muddy peat","Carbon-14",,FALSE,
3046,"Vallon de Provence",8929,"CBB75","2008/02/28 00:00:00",113162,143.5,7,"Radiocarbon years BP",3840,70,70,,"Lv 840",,"Carbon-14",,FALSE,
3046,"Vallon de Provence",8929,"CBB75","2008/02/28 00:00:00",113163,237.5,5,"Radiocarbon years BP",5680,70,70,,"Lv 841",,"Carbon-14",,FALSE,
3046,"Vallon de Provence",8929,"CBB75","2008/02/28 00:00:00",113164,285,10,"Radiocarbon years BP",6010,110,110,,"Lv 842",,"Carbon-14",,FALSE,
3046,"Vallon de Provence",8929,"CBB75","2008/02/28 00:00:00",113165,365,10,"Radiocarbon years BP",7080,75,75,,"Lv 843",,"Carbon-14",,FALSE,
