siteid,sitename,latitude,longitude,elevation,datasetid,datasettype,ageoldest,ageyoungest,depth,thickness,age,age.young,age.old,control.type,chron.control.id,dataset.name,collection.type,collection.handle,dataset.type,default,name,age.type,age.model,age.older,age.younger,chron.id,date,site.name,long,lat,description,long.acc,lat.acc
3415,Saint Sixte,45.425833,5.628611,720,4424,pollen,2860,4,,,1020,900,1140,Radiocarbon,21984,EPD E# 593,Core,SIXTE85,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,1230,890,4424,,Saint Sixte,5.628611,45.425833,Lake. Physiography: Depression in molassic hill. Surrounding vegetation: Forest.,0,0
3415,Saint Sixte,45.425833,5.628611,720,4424,pollen,2860,4,,,890,760,1020,Radiocarbon,21985,EPD E# 593,Core,SIXTE85,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,1230,890,4424,,Saint Sixte,5.628611,45.425833,Lake. Physiography: Depression in molassic hill. Surrounding vegetation: Forest.,0,0
3415,Saint Sixte,45.425833,5.628611,720,4424,pollen,2860,4,,,1230,1110,1350,Radiocarbon,21986,EPD E# 593,Core,SIXTE85,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,1230,890,4424,,Saint Sixte,5.628611,45.425833,Lake. Physiography: Depression in molassic hill. Surrounding vegetation: Forest.,0,0
3415,Saint Sixte,45.425833,5.628611,720,4424,pollen,2860,4,,,1050,930,1170,Radiocarbon,21987,EPD E# 593,Core,SIXTE85,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,1230,890,4424,,Saint Sixte,5.628611,45.425833,Lake. Physiography: Depression in molassic hill. Surrounding vegetation: Forest.,0,0
3415,Saint Sixte,45.425833,5.628611,720,4424,pollen,2860,4,,,990,840,1140,Radiocarbon,21988,EPD E# 593,Core,SIXTE85,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,1230,890,4424,,Saint Sixte,5.628611,45.425833,Lake. Physiography: Depression in molassic hill. Surrounding vegetation: Forest.,0,0
3416,Lac Saint Léger,44.42,6.336389,1308,4425,pollen,16129,310,,,1020,910,1130,Radiocarbon,21989,EPD E# 594,Core,SJSL972,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,1230,940,4425,,Lac Saint Léger,6.336389,44.42,"Bog on the shore of the lake. Physiography: lake between two moraines on a pass. Surrounding vegetation: Carex ampulacea, Shoenus ferrugineus.",0,0
3416,Lac Saint Léger,44.42,6.336389,1308,4425,pollen,16129,310,,,1050,910,1190,Radiocarbon,21990,EPD E# 594,Core,SJSL972,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,1230,940,4425,,Lac Saint Léger,6.336389,44.42,"Bog on the shore of the lake. Physiography: lake between two moraines on a pass. Surrounding vegetation: Carex ampulacea, Shoenus ferrugineus.",0,0
3416,Lac Saint Léger,44.42,6.336389,1308,4425,pollen,16129,310,,,205,0,615,Radiocarbon,21991,EPD E# 594,Core,SJSL972,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,1230,940,4425,,Lac Saint Léger,6.336389,44.42,"Bog on the shore of the lake. Physiography: lake between two moraines on a pass. Surrounding vegetation: Carex ampulacea, Shoenus ferrugineus.",0,0
3416,Lac Saint Léger,44.42,6.336389,1308,4425,pollen,16129,310,,,1060,940,1180,Radiocarbon,21992,EPD E# 594,Core,SJSL972,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,1230,940,4425,,Lac Saint Léger,6.336389,44.42,"Bog on the shore of the lake. Physiography: lake between two moraines on a pass. Surrounding vegetation: Carex ampulacea, Shoenus ferrugineus.",0,0
3416,Lac Saint Léger,44.42,6.336389,1308,4425,pollen,16129,310,,,940,820,1060,Radiocarbon,21993,EPD E# 594,Core,SJSL972,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,1230,940,4425,,Lac Saint Léger,6.336389,44.42,"Bog on the shore of the lake. Physiography: lake between two moraines on a pass. Surrounding vegetation: Carex ampulacea, Shoenus ferrugineus.",0,0
3416,Lac Saint Léger,44.42,6.336389,1308,4425,pollen,16129,310,,,350,230,470,Radiocarbon,21994,EPD E# 594,Core,SJSL972,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,1230,940,4425,,Lac Saint Léger,6.336389,44.42,"Bog on the shore of the lake. Physiography: lake between two moraines on a pass. Surrounding vegetation: Carex ampulacea, Shoenus ferrugineus.",0,0
3416,Lac Saint Léger,44.42,6.336389,1308,4425,pollen,16129,310,,,1330,1210,1450,Radiocarbon,21995,EPD E# 594,Core,SJSL972,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,1230,940,4425,,Lac Saint Léger,6.336389,44.42,"Bog on the shore of the lake. Physiography: lake between two moraines on a pass. Surrounding vegetation: Carex ampulacea, Shoenus ferrugineus.",0,0
3416,Lac Saint Léger,44.42,6.336389,1308,4425,pollen,16129,310,,,1660,1530,1790,Radiocarbon,21996,EPD E# 594,Core,SJSL972,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,1230,940,4425,,Lac Saint Léger,6.336389,44.42,"Bog on the shore of the lake. Physiography: lake between two moraines on a pass. Surrounding vegetation: Carex ampulacea, Shoenus ferrugineus.",0,0
3416,Lac Saint Léger,44.42,6.336389,1308,4425,pollen,16129,310,,,990,880,1100,Radiocarbon,21997,EPD E# 594,Core,SJSL972,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,1230,940,4425,,Lac Saint Léger,6.336389,44.42,"Bog on the shore of the lake. Physiography: lake between two moraines on a pass. Surrounding vegetation: Carex ampulacea, Shoenus ferrugineus.",0,0
3416,Lac Saint Léger,44.42,6.336389,1308,4425,pollen,16129,310,,,1230,1120,1340,Radiocarbon,21998,EPD E# 594,Core,SJSL972,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,1230,940,4425,,Lac Saint Léger,6.336389,44.42,"Bog on the shore of the lake. Physiography: lake between two moraines on a pass. Surrounding vegetation: Carex ampulacea, Shoenus ferrugineus.",0,0
3416,Lac Saint Léger,44.42,6.336389,1308,4426,pollen,,,,,1915,1795,2035,Radiocarbon,21999,EPD E# 595,Core,SJSLC,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,2800,1915,4426,,Lac Saint Léger,6.336389,44.42,"Bog on the shore of the lake. Physiography: lake between two moraines on a pass. Surrounding vegetation: Carex ampulacea, Shoenus ferrugineus.",0,0
3416,Lac Saint Léger,44.42,6.336389,1308,4426,pollen,,,,,,,,North American archaeological time scale,26283,EPD E# 595,Core,SJSLC,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,2800,1915,4426,,Lac Saint Léger,6.336389,44.42,"Bog on the shore of the lake. Physiography: lake between two moraines on a pass. Surrounding vegetation: Carex ampulacea, Shoenus ferrugineus.",0,0
3416,Lac Saint Léger,44.42,6.336389,1308,4427,pollen,6312,971,,,1110,960,1260,Radiocarbon,22000,EPD E# 596,Core,SJSLS,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,2020,1050,4427,,Lac Saint Léger,6.336389,44.42,"Bog on the shore of the lake. Physiography: lake between two moraines on a pass. Surrounding vegetation: Carex ampulacea, Shoenus ferrugineus.",0,0
3416,Lac Saint Léger,44.42,6.336389,1308,4427,pollen,6312,971,,,1100,960,1240,Radiocarbon,22001,EPD E# 596,Core,SJSLS,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,2020,1050,4427,,Lac Saint Léger,6.336389,44.42,"Bog on the shore of the lake. Physiography: lake between two moraines on a pass. Surrounding vegetation: Carex ampulacea, Shoenus ferrugineus.",0,0
3416,Lac Saint Léger,44.42,6.336389,1308,4427,pollen,6312,971,,,1050,900,1200,Radiocarbon,22002,EPD E# 596,Core,SJSLS,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,2020,1050,4427,,Lac Saint Léger,6.336389,44.42,"Bog on the shore of the lake. Physiography: lake between two moraines on a pass. Surrounding vegetation: Carex ampulacea, Shoenus ferrugineus.",0,0
3416,Lac Saint Léger,44.42,6.336389,1308,4427,pollen,6312,971,,,2020,1870,2170,Radiocarbon,22003,EPD E# 596,Core,SJSLS,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,2020,1050,4427,,Lac Saint Léger,6.336389,44.42,"Bog on the shore of the lake. Physiography: lake between two moraines on a pass. Surrounding vegetation: Carex ampulacea, Shoenus ferrugineus.",0,0
3416,Lac Saint Léger,44.42,6.336389,1308,4427,pollen,6312,971,,,1910,1830,1990,Radiocarbon,22004,EPD E# 596,Core,SJSLS,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,2020,1050,4427,,Lac Saint Léger,6.336389,44.42,"Bog on the shore of the lake. Physiography: lake between two moraines on a pass. Surrounding vegetation: Carex ampulacea, Shoenus ferrugineus.",0,0
3416,Lac Saint Léger,44.42,6.336389,1308,4427,pollen,6312,971,,,1830,1730,1930,Radiocarbon,22005,EPD E# 596,Core,SJSLS,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,2020,1050,4427,,Lac Saint Léger,6.336389,44.42,"Bog on the shore of the lake. Physiography: lake between two moraines on a pass. Surrounding vegetation: Carex ampulacea, Shoenus ferrugineus.",0,0
3416,Lac Saint Léger,44.42,6.336389,1308,4427,pollen,6312,971,,,1805,1615,1995,Radiocarbon,22006,EPD E# 596,Core,SJSLS,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,2020,1050,4427,,Lac Saint Léger,6.336389,44.42,"Bog on the shore of the lake. Physiography: lake between two moraines on a pass. Surrounding vegetation: Carex ampulacea, Shoenus ferrugineus.",0,0
3416,Lac Saint Léger,44.42,6.336389,1308,4427,pollen,6312,971,,,1790,1630,1950,Radiocarbon,22007,EPD E# 596,Core,SJSLS,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,2020,1050,4427,,Lac Saint Léger,6.336389,44.42,"Bog on the shore of the lake. Physiography: lake between two moraines on a pass. Surrounding vegetation: Carex ampulacea, Shoenus ferrugineus.",0,0
3416,Lac Saint Léger,44.42,6.336389,1308,4427,pollen,6312,971,,,1780,1630,1930,Radiocarbon,22008,EPD E# 596,Core,SJSLS,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,2020,1050,4427,,Lac Saint Léger,6.336389,44.42,"Bog on the shore of the lake. Physiography: lake between two moraines on a pass. Surrounding vegetation: Carex ampulacea, Shoenus ferrugineus.",0,0
3416,Lac Saint Léger,44.42,6.336389,1308,4427,pollen,6312,971,,,1700,1560,1840,Radiocarbon,22009,EPD E# 596,Core,SJSLS,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,2020,1050,4427,,Lac Saint Léger,6.336389,44.42,"Bog on the shore of the lake. Physiography: lake between two moraines on a pass. Surrounding vegetation: Carex ampulacea, Shoenus ferrugineus.",0,0
3416,Lac Saint Léger,44.42,6.336389,1308,4427,pollen,6312,971,,,1630,1470,1790,Radiocarbon,22010,EPD E# 596,Core,SJSLS,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,2020,1050,4427,,Lac Saint Léger,6.336389,44.42,"Bog on the shore of the lake. Physiography: lake between two moraines on a pass. Surrounding vegetation: Carex ampulacea, Shoenus ferrugineus.",0,0
3416,Lac Saint Léger,44.42,6.336389,1308,4427,pollen,6312,971,,,,,,North American archaeological time scale,26284,EPD E# 596,Core,SJSLS,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,2020,1050,4427,,Lac Saint Léger,6.336389,44.42,"Bog on the shore of the lake. Physiography: lake between two moraines on a pass. Surrounding vegetation: Carex ampulacea, Shoenus ferrugineus.",0,0
3416,Lac Saint Léger,44.42,6.336389,1308,4427,pollen,6312,971,,,,,,North American archaeological time scale,26285,EPD E# 596,Core,SJSLS,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,2020,1050,4427,,Lac Saint Léger,6.336389,44.42,"Bog on the shore of the lake. Physiography: lake between two moraines on a pass. Surrounding vegetation: Carex ampulacea, Shoenus ferrugineus.",0,0
3417,Hozelec,49.046414,20.332,685,4428,pollen,13571,3847,,,8350,8150,8550,Radiocarbon,22011,EPD E# 597,Section,SK-5-A,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,8350,1250,4428,,Hozelec,20.332,49.046414,Mire. Physiography: in a small valley. Surrounding vegetation: agriculturally managed meadows.,0,0
3417,Hozelec,49.046414,20.332,685,4428,pollen,13571,3847,,,7600,7380,7820,Radiocarbon,22012,EPD E# 597,Section,SK-5-A,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,8350,1250,4428,,Hozelec,20.332,49.046414,Mire. Physiography: in a small valley. Surrounding vegetation: agriculturally managed meadows.,0,0
3417,Hozelec,49.046414,20.332,685,4428,pollen,13571,3847,,,7560,7400,7720,Radiocarbon,22013,EPD E# 597,Section,SK-5-A,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,8350,1250,4428,,Hozelec,20.332,49.046414,Mire. Physiography: in a small valley. Surrounding vegetation: agriculturally managed meadows.,0,0
3417,Hozelec,49.046414,20.332,685,4428,pollen,13571,3847,,,7670,7490,7850,Radiocarbon,22014,EPD E# 597,Section,SK-5-A,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,8350,1250,4428,,Hozelec,20.332,49.046414,Mire. Physiography: in a small valley. Surrounding vegetation: agriculturally managed meadows.,0,0
3417,Hozelec,49.046414,20.332,685,4428,pollen,13571,3847,,,,,,North American archaeological time scale,26286,EPD E# 597,Section,SK-5-A,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,8350,1250,4428,,Hozelec,20.332,49.046414,Mire. Physiography: in a small valley. Surrounding vegetation: agriculturally managed meadows.,0,0
3417,Hozelec,49.046414,20.332,685,4428,pollen,13571,3847,,,,,,North American archaeological time scale,26287,EPD E# 597,Section,SK-5-A,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,8350,1250,4428,,Hozelec,20.332,49.046414,Mire. Physiography: in a small valley. Surrounding vegetation: agriculturally managed meadows.,0,0
3417,Hozelec,49.046414,20.332,685,4428,pollen,13571,3847,,,,,,North American archaeological time scale,26288,EPD E# 597,Section,SK-5-A,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,8350,1250,4428,,Hozelec,20.332,49.046414,Mire. Physiography: in a small valley. Surrounding vegetation: agriculturally managed meadows.,0,0
3418,Skřečoň,49.883333,18.383333,203,4430,pollen,,,,,,,,North American archaeological time scale,26291,EPD E# 599,Section,SKRECON2,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,1000,450,4430,,Skřečoň,18.383333,49.883333,,0,0
3418,Skřečoň,49.883333,18.383333,203,4429,pollen,,,,,,,,North American archaeological time scale,26289,EPD E# 598,Section,SKRECON,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,3000,2200,4429,,Skřečoň,18.383333,49.883333,,0,0
3418,Skřečoň,49.883333,18.383333,203,4429,pollen,,,,,,,,North American archaeological time scale,26290,EPD E# 598,Section,SKRECON,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,3000,2200,4429,,Skřečoň,18.383333,49.883333,,0,0
3419,Skvarran,57.1894,16.15266,86,4431,pollen,17238,10396,,,,,,North American archaeological time scale,26292,EPD E# 600,Core,SKVARRAN,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,550,450,4431,,Skvarran,16.15266,57.1894,"Small lake dammed by peatland. Physiography: on the highest hill, surrounded by till. Surrounding vegetation: pine dominated.",0,0
3420,Sladeoak Lane,51.59725,-0.53147,74,4432,pollen,,,,,1540,1420,1660,Radiocarbon,22015,EPD E# 601,Core,SLADEOAK,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,1545,1540,4432,,Sladeoak Lane,-0.53147,51.59725,Beneath Motorway. Physiography: undulating hills. Surrounding vegetation: arable land.,0,0
3420,Sladeoak Lane,51.59725,-0.53147,74,4432,pollen,,,,,1545,1415,1675,Radiocarbon,22016,EPD E# 601,Core,SLADEOAK,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,1545,1540,4432,,Sladeoak Lane,-0.53147,51.59725,Beneath Motorway. Physiography: undulating hills. Surrounding vegetation: arable land.,0,0
3420,Sladeoak Lane,51.59725,-0.53147,74,4432,pollen,,,,,,,,North American archaeological time scale,26293,EPD E# 601,Core,SLADEOAK,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,1545,1540,4432,,Sladeoak Lane,-0.53147,51.59725,Beneath Motorway. Physiography: undulating hills. Surrounding vegetation: arable land.,0,0
3421,Slatten,56.433333,13.016667,15,4433,pollen,,,,,,,,North American archaeological time scale,26294,EPD E# 602,Core,SLATTEN,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,650,450,4433,,Slatten,13.016667,56.433333,"Small bog. Physiography: on a sandy plain. Surrounding vegetation: pine, mixed forest-arable land dominant.",0,0
3422,Slopiec,50.78295,20.77591,248,4434,pollen,10500,100,,,,,,North American archaeological time scale,26295,EPD E# 603,Core,SLOP1_N,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,3000,250,4434,,Slopiec,20.77591,50.78295,"Mesotrophic peat-bog. Physiography: overgrown oxbow lake, sandy hills/dunes. Surrounding vegetation: cultivated fields, moist meadows.",0,0
3422,Slopiec,50.78295,20.77591,248,4435,pollen,12135,65,,,,,,North American archaeological time scale,26296,EPD E# 604,Core,SLOP2_N,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,450,1,4435,,Slopiec,20.77591,50.78295,"Mesotrophic peat-bog. Physiography: overgrown oxbow lake, sandy hills/dunes. Surrounding vegetation: cultivated fields, moist meadows.",0,0
3422,Slopiec,50.78295,20.77591,248,4435,pollen,12135,65,,,,,,North American archaeological time scale,26297,EPD E# 604,Core,SLOP2_N,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,450,1,4435,,Slopiec,20.77591,50.78295,"Mesotrophic peat-bog. Physiography: overgrown oxbow lake, sandy hills/dunes. Surrounding vegetation: cultivated fields, moist meadows.",0,0
3423,Sluggan Moss,54.776944,-6.258333,52,45225,pollen,1393,153,,,,,,,,EPD E# 2375,Core,SLUGGANB,pollen,,,,,,,,,Sluggan Moss,-6.258333,54.776944,Suffered large scale peat erosion. Physiography: extensive area of raised bogs. Surrounding vegetation: raised bog.,0,0
3423,Sluggan Moss,54.776944,-6.258333,52,4436,pollen,14740,39,,,3910,,,Radiocarbon,22017,EPD E# 605,Section,SLUGGAN,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,4995,770,4436,,Sluggan Moss,-6.258333,54.776944,Suffered large scale peat erosion. Physiography: extensive area of raised bogs. Surrounding vegetation: raised bog.,0,0
3423,Sluggan Moss,54.776944,-6.258333,52,4436,pollen,14740,39,,,3700,3440,3960,Radiocarbon,22018,EPD E# 605,Section,SLUGGAN,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,4995,770,4436,,Sluggan Moss,-6.258333,54.776944,Suffered large scale peat erosion. Physiography: extensive area of raised bogs. Surrounding vegetation: raised bog.,0,0
3423,Sluggan Moss,54.776944,-6.258333,52,4436,pollen,14740,39,,,3485,3355,3615,Radiocarbon,22019,EPD E# 605,Section,SLUGGAN,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,4995,770,4436,,Sluggan Moss,-6.258333,54.776944,Suffered large scale peat erosion. Physiography: extensive area of raised bogs. Surrounding vegetation: raised bog.,0,0
3423,Sluggan Moss,54.776944,-6.258333,52,4436,pollen,14740,39,,,4995,4795,5195,Radiocarbon,22020,EPD E# 605,Section,SLUGGAN,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,4995,770,4436,,Sluggan Moss,-6.258333,54.776944,Suffered large scale peat erosion. Physiography: extensive area of raised bogs. Surrounding vegetation: raised bog.,0,0
3423,Sluggan Moss,54.776944,-6.258333,52,4436,pollen,14740,39,,,2840,2630,3050,Radiocarbon,22021,EPD E# 605,Section,SLUGGAN,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,4995,770,4436,,Sluggan Moss,-6.258333,54.776944,Suffered large scale peat erosion. Physiography: extensive area of raised bogs. Surrounding vegetation: raised bog.,0,0
3423,Sluggan Moss,54.776944,-6.258333,52,4436,pollen,14740,39,,,2300,2060,2540,Radiocarbon,22022,EPD E# 605,Section,SLUGGAN,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,4995,770,4436,,Sluggan Moss,-6.258333,54.776944,Suffered large scale peat erosion. Physiography: extensive area of raised bogs. Surrounding vegetation: raised bog.,0,0
3423,Sluggan Moss,54.776944,-6.258333,52,4436,pollen,14740,39,,,,,,North American archaeological time scale,26298,EPD E# 605,Section,SLUGGAN,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,4995,770,4436,,Sluggan Moss,-6.258333,54.776944,Suffered large scale peat erosion. Physiography: extensive area of raised bogs. Surrounding vegetation: raised bog.,0,0
3423,Sluggan Moss,54.776944,-6.258333,52,4436,pollen,14740,39,,,,,,North American archaeological time scale,26299,EPD E# 605,Section,SLUGGAN,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,4995,770,4436,,Sluggan Moss,-6.258333,54.776944,Suffered large scale peat erosion. Physiography: extensive area of raised bogs. Surrounding vegetation: raised bog.,0,0
3424,Moselotte,48.031944,7,1290,4437,pollen,7618,222,,,770,630,910,Radiocarbon,22023,EPD E# 606,Core,SML,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,4995,770,4437,,Moselotte,7,48.031944,Fen peat. Physiography: source area of Moselotte river. Surrounding vegetation: Sphagnum magellanicum-Trichophorum.,0,0
3424,Moselotte,48.031944,7,1290,4437,pollen,7618,222,,,1810,1610,2010,Radiocarbon,22024,EPD E# 606,Core,SML,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,4995,770,4437,,Moselotte,7,48.031944,Fen peat. Physiography: source area of Moselotte river. Surrounding vegetation: Sphagnum magellanicum-Trichophorum.,0,0
3424,Moselotte,48.031944,7,1290,4437,pollen,7618,222,,,3910,,,Radiocarbon,22025,EPD E# 606,Core,SML,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,4995,770,4437,,Moselotte,7,48.031944,Fen peat. Physiography: source area of Moselotte river. Surrounding vegetation: Sphagnum magellanicum-Trichophorum.,0,0
3424,Moselotte,48.031944,7,1290,4437,pollen,7618,222,,,3700,3440,3960,Radiocarbon,22026,EPD E# 606,Core,SML,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,4995,770,4437,,Moselotte,7,48.031944,Fen peat. Physiography: source area of Moselotte river. Surrounding vegetation: Sphagnum magellanicum-Trichophorum.,0,0
3424,Moselotte,48.031944,7,1290,4437,pollen,7618,222,,,3485,3355,3615,Radiocarbon,23972,EPD E# 606,Core,SML,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,4995,770,4437,,Moselotte,7,48.031944,Fen peat. Physiography: source area of Moselotte river. Surrounding vegetation: Sphagnum magellanicum-Trichophorum.,0,0
3424,Moselotte,48.031944,7,1290,4437,pollen,7618,222,,,4995,4795,5195,Radiocarbon,23973,EPD E# 606,Core,SML,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,4995,770,4437,,Moselotte,7,48.031944,Fen peat. Physiography: source area of Moselotte river. Surrounding vegetation: Sphagnum magellanicum-Trichophorum.,0,0
3424,Moselotte,48.031944,7,1290,4437,pollen,7618,222,,,2840,2630,3050,Radiocarbon,23974,EPD E# 606,Core,SML,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,4995,770,4437,,Moselotte,7,48.031944,Fen peat. Physiography: source area of Moselotte river. Surrounding vegetation: Sphagnum magellanicum-Trichophorum.,0,0
3424,Moselotte,48.031944,7,1290,4437,pollen,7618,222,,,2300,2060,2540,Radiocarbon,23975,EPD E# 606,Core,SML,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,4995,770,4437,,Moselotte,7,48.031944,Fen peat. Physiography: source area of Moselotte river. Surrounding vegetation: Sphagnum magellanicum-Trichophorum.,0,0
3424,Moselotte,48.031944,7,1290,4437,pollen,7618,222,,,,,,North American archaeological time scale,26300,EPD E# 606,Core,SML,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,4995,770,4437,,Moselotte,7,48.031944,Fen peat. Physiography: source area of Moselotte river. Surrounding vegetation: Sphagnum magellanicum-Trichophorum.,0,0
3424,Moselotte,48.031944,7,1290,4437,pollen,7618,222,,,,,,North American archaeological time scale,26301,EPD E# 606,Core,SML,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,4995,770,4437,,Moselotte,7,48.031944,Fen peat. Physiography: source area of Moselotte river. Surrounding vegetation: Sphagnum magellanicum-Trichophorum.,0,0
3424,Moselotte,48.031944,7,1290,4437,pollen,7618,222,,,,,,North American archaeological time scale,26302,EPD E# 606,Core,SML,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,4995,770,4437,,Moselotte,7,48.031944,Fen peat. Physiography: source area of Moselotte river. Surrounding vegetation: Sphagnum magellanicum-Trichophorum.,0,0
3425,Lochan an Smuraich,58.33124,-4.90466,37,4438,pollen,,,,,,,,,,EPD E# 607,Core,SMURAICH,pollen,,,,,,,,,Lochan an Smuraich,-4.90466,58.33124,,0,0
3426,Snellegem,51.186667,3.28,12,4439,pollen,14133,12004,,,,,,North American archaeological time scale,26305,EPD E# 608,Core,SNELLEG,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,1650,1150,4439,,Snellegem,3.28,51.186667,Mire - shallow lake. Physiography: shallow depression in 3ry (Eocene) sands. Surrounding vegetation: poplar and pine tree plantations.,0,0
3427,Marais de la Perge,45.3975,-1.010278,2,4440,pollen,7773,136,,,,,,North American archaeological time scale,26306,EPD E# 609,Core,SO4,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,400,1,4440,,Marais de la Perge,-1.010278,45.3975,"Marsh La Perge. Physiography: atlantic littoral basin on sandy substra. Surrounding vegetation: Pinus forest, Alnus quercetum, Caricetum.",0,0
3428,Le Marais de la Perge (South),45.3825,-1.115,2,4441,pollen,7204,72,,,,,,North American archaeological time scale,26307,EPD E# 610,Core,SO6,pollen,TRUE,FAUNMAP 1.1,Radiocarbon years BP,Individually dated analysis units,1650,267,4441,,Le Marais de la Perge (South),-1.115,45.3825,Marsh. Physiography: atlantic coast. Surrounding vegetation: Pinus forest.,0,0
