"site.id","site.name","latitude","longitude","elevation","dataset.id","dataset.type","source","publication","description","doi"
3225,"Etang du Lautrey",46.587222,5.863889,788,24907,"pollen","European Pollen Database","Bégeot, C., H. Richard, P. Ruffaldi, and G. Bossuet. 2000. Enregistrement pollinique des changements climatiques de l'Interstade Bølling/Allerød dans l'est de la France. Bulletin de la Société Géologique de France 171(1):51-58.;
Bossuet, G., H. Richard, M. Magny, and M. Rossy. 1997. Nouvelle occurence du Laacher See Tephra dans le Jura central. L'étang du Lautrey (France). Comptes rendus de l'Académie des Sciences, Series IIA 325(1):43-48.","Peat bog. Physiography: Depression in plateau. Surrounding vegetation: Picea-Fagus-Abies.","10.21233/hsr7-xn72"
3226,"Col des Lauzes",44.7672222222222,6.53694444444444,1834,4186,"pollen","European Pollen Database","de Beaulieu, J.L. 1977. Contribution pollenanalytique à l'histoire tardiglaciaire et Holocène de la végétation des Alpes méridionales françaices. Doctoral dissertation. Université d'Aix-Marseille, Marseille, France.;
de Beaulieu, J.L., A. Pons, M. Reille, and H. Triat-Laval. 1979. L’histoire de la forêt et de l’action de l’homme sur la nature en région méditerranéenne. Calanques et Montagne 220:1-18.","little lake. Physiography: mountain. Surrounding vegetation: forest.","10.21233/6144-2g26"
3227,"Lavau",47.3419444444444,-1.93416666666667,1,4187,"pollen","European Pollen Database","Voeltzel, D. 1987. Recherches pollenanalytiques sur la vegetation holocene de la plaine alluviale de l'estuaire de la Loire et des coteaux environnants. Doctoral dissertation. Université d'Aix-Marseille, Marseille, France.","Marsh. Physiography: glacis. Surrounding vegetation: marsh and meadow.","10.21233/yj5d-ej18"
3228,"La Vie",48.548333,-0.258333,238,4188,"pollen","European Pollen Database","Barbier, D. 1999. Histoire de la végétation du nord-mayennais de la fin du Weichsélien à l'aube du XXIeme siècle. Mise en évidence d'un Tardiglaciaire armoricain. Interactions Homme-Milieu. Doctoral dissertation. Université de Nantes, Nantes, France. Notes: Biologie. Spécialité : Palynologie. Ed. Groupe d'Etudes des Milieux naturels. Vol.I, texte : 285 p., Vol.II, illustrations : 63 fig.;
Barbier, D., and L. Visset. 2000. Les spécificités d'un Tardiglaciaire armoricain : étude pollinique synthétique à partir de trois tourbières du nord-est mayennais (France). Quaternaire 11(2):99-106.","Bog. Physiography: plain. Surrounding vegetation: prairie and wet heathland.","10.21233/2xk9-gy52"
3229,"Lade Bank",53.06966,0.08387,2,4189,"pollen","European Pollen Database","Waller, M.P. 1994. The Fenland Project, Number 9: Flandrian environmental change in Fenland. East Anglian Archaeology 70, Cambridgeshire Archaeological Committee, Cambridge, United Kingdom. Notes: http://eaareports.org.uk/publication/report70/","Peat overlain by marine clastic deposits. Physiography: flat, former coastal marshes. Surrounding vegetation: arable farmland.","10.21233/y7b7-5a72"
3230,"Le Cloitre Saint Thégonnec",48.5,-3.5,198,4191,"pollen","European Pollen Database","van Zeist, W. 1963. Recherches palynologiques en Bretagne Occidentale. Congrès Préhistorique de France, Rennes, France. Notes: Number 37, pages:5-19;
van Zeist, W. 1964. A paleobotanical study of some bogs in western Brittany (Finistère), France. Paleohistoria 10:157-180.","Bog. Physiography: Valley of a branch of the Squiriou river. Surrounding vegetation: cultivated fields and forest.","10.21233/c9qw-ye97"
3231,"Lake Lednica",52.54901,17.38084,109,4192,"pollen","European Pollen Database","Makohonienko, M. 1991. Pages 63-70 in K. Tobolski, editor. Wstep do paleoecologi lednideiego parku Krajobvazowego.","Lake. Physiography: lake. Surrounding vegetation: cultivated fields, deforestated area.","10.21233/8vjb-ww55"
3231,"Lake Lednica",52.54901,17.38084,109,4193,"pollen","European Pollen Database","Litt, T., and K. Tobolski. 1991. Beiträge zur postglazialen Vegetaionsgeschichte im Lednica-Gebiet (in Polish with German summary). Pages 57-61 in K. Tobolski, editor. Wstep do paleoekologii Lednickiego Parku Krajobrazowego. University Press, Poznan, Poland.","Lake. Physiography: lake. Surrounding vegetation: cultivated fields, deforestated area.","10.21233/zq3j-gd03"
3232,"Leikishke Bog",54.533333,23.533333,120,4194,"pollen","European Pollen Database","","Peat-bog. Physiography: in the glaciofluvial hollow. Surrounding vegetation: Pinus forests frequently with Picea.","10.21233/yjpz-fw28"
3232,"Leikishke Bog",54.533333,23.533333,120,4195,"pollen","European Pollen Database","","Peat-bog. Physiography: in the glaciofluvial hollow. Surrounding vegetation: Pinus forests frequently with Picea.","10.21233/3ept-0041"
3233,"Le Grand Lemps",45.473333,5.416667,680,4197,"pollen","European Pollen Database","Clerc, J. 1988. Recherches pollenanalytiques sur la paléo-écologie Tardiglaciaire et Holocène du Bas-Dauphiné. Doctoral dissertation. Université Aix-Marseille, Marseille, France.","Pond in marsh. Physiography: glacial depression. Surrounding vegetation: fields and forest.","10.21233/qq1x-zk02"
3233,"Le Grand Lemps",45.473333,5.416667,680,4196,"pollen","European Pollen Database","Clerc, J. 1988. Recherches pollenanalytiques sur la paléo-écologie Tardiglaciaire et Holocène du Bas-Dauphiné. Doctoral dissertation. Université Aix-Marseille, Marseille, France.","Pond in marsh. Physiography: glacial depression. Surrounding vegetation: fields and forest.","10.21233/fc3j-f628"
3233,"Le Grand Lemps",45.473333,5.416667,680,4198,"pollen","European Pollen Database","Clerc, J. 1988. Recherches pollenanalytiques sur la paléo-écologie Tardiglaciaire et Holocène du Bas-Dauphiné. Doctoral dissertation. Université Aix-Marseille, Marseille, France.","Pond in marsh. Physiography: glacial depression. Surrounding vegetation: fields and forest.","10.21233/52fh-aq29"
3233,"Le Grand Lemps",45.473333,5.416667,680,4199,"pollen","European Pollen Database","Clerc, J. 1988. Recherches pollenanalytiques sur la paléo-écologie Tardiglaciaire et Holocène du Bas-Dauphiné. Doctoral dissertation. Université Aix-Marseille, Marseille, France.","Pond in marsh. Physiography: glacial depression. Surrounding vegetation: fields and forest.","10.21233/e8bv-7e06"
3234,"Lilla Gloppsjön",59.8016666666667,14.6233333333333,198,4200,"pollen","European Pollen Database","Almquist-Jacobson, H. 1994. Interaction of the Holocene climate, water balance, vegetation, fire, and cultural land-use in the Swedish Borderland.. Doctoral dissertation. Lund University, Lund, Sweden. Notes: Lundqua Thesis 30: 1-82","Lake with rocky shore. Physiography: Rolling till covered bedrock topography. Surrounding vegetation: Mixed Picea-Betula-Pinus forest.
Catchment covers about 650 ha.","10.21233/vpnw-pv89"
3235,"Lignin Lake",44.104167,6.708611,2273,4201,"pollen","European Pollen Database","Nakagawa, T. 1998. Etudes palynologiques dans les Alpes Françaises centrales et méridionales: histoire de la végétation Tardiglaciaire et Holocène  [Pollen studies in the central meridional French Alps: Lateglacial and Holocene vegetation history]. Doctoral dissertation. Université d'Aix-Marseille, Marseille, France. Notes: 211 pages","Peat bog and lake. Physiography: Basin. Surrounding vegetation: Lawn Alpine. Vegetation formation: Alpine level.","10.21233/mybh-v067"
3235,"Lignin Lake",44.104167,6.708611,2273,4202,"pollen","European Pollen Database","Nakagawa, T. 1998. Etudes palynologiques dans les Alpes Françaises centrales et méridionales: histoire de la végétation Tardiglaciaire et Holocène  [Pollen studies in the central meridional French Alps: Lateglacial and Holocene vegetation history]. Doctoral dissertation. Université d'Aix-Marseille, Marseille, France. Notes: 211 pages","Peat bog and lake. Physiography: Basin. Surrounding vegetation: Lawn Alpine. Vegetation formation: Alpine level.","10.21233/wf5x-cs64"
3236,"Liivjarve Bog",59.30546,27.57509,46,4203,"pollen","European Pollen Database","Koff, T. 1990. Reconstruction of palaeogeographical conditions in NE Estonia on the basis of bog and lake deposits. Pages 99-115 in Estonia-Finnish seminar on environmental questions. 21-22.08.1989. Joensuu.","Ombrotrophic bog. Physiography: kame field of the marginal formation. Surrounding vegetation: Pinus, Calluna forest.","10.21233/raph-rb39"
3237,"Lilla Sjö",56.28143,13.92491,58,4204,"pollen","European Pollen Database","","Fairly small lake. Physiography: undulating landscape. Surrounding vegetation: mixed forest of spruce, birch, oak.","10.21233/n1vw-0a08"
3238,"Lillsjön",57.083333,12.533333,80,4205,"pollen","European Pollen Database","","Small lake just above the marine limit. Physiography: in a bedrock till area, hummocky. Surrounding vegetation: mixed forest with a dominance of spruce.","10.21233/dx45-we16"
3239,"The Bog Liman",49.733333,37.666667,150,4206,"pollen","European Pollen Database","Bezusko, L.G. 1973. Concerning the problem of development of vegetation in the Left-Bank Forest-Steppe of the Ukraine in Holocene from data of spore-pollen investigations. Ukrain'skyi Botanichnyi Zhurnal 30:228-237.","Fen bog. Physiography: valley of Oskil river. Surrounding vegetation: Forests and meadow steppes.","10.21233/bvt8-f480"
3240,"Ljungsjön",57.73429,13.33269,300,4207,"pollen","European Pollen Database","Hilldén, A. 1979. Deglaciationen i trakten av Berghemsmoränen öster om Göteborg. University of Lund, Department of Quaternary Geology. Thesis 6, Lund, Sweden. Notes: 133 pp","Bog pool. Physiography: upland plateau with low relief. Surrounding vegetation: mire, pine and spruce forests.","10.21233/vh8n-2090"
3241,"Llanilid",51.516667,-3.45,60,4208,"pollen","European Pollen Database","Harkness, D.D., and M.J.C. Walker. 1991. The Devensian Lateglacial carbon isotope record from Llanilid, south Wales. Pages 35-44 in J.J. Lowe, editor. Radiocarbon Dating: Recent Applications and Future Potential. Quaternary Proceedings 1. QRA, Cambridge, United Kingdom.;
Walker, M.J.C., and D.D. Harkness. 1990. Radiocarbon dating the Devensian Lateglacial in Britain: New evidence from Llanilid, south Wales. Journal of Quaternary Science 5(2):135-144.","Open cast coal working. Physiography: gently undulating landscape (kettle hole. Surrounding vegetation: open cast mine.","10.21233/tqsz-e741"
3242,"Loch Lomond Ross Dubh",56.148125,-4.6259,8,4209,"pollen","European Pollen Database","Dickson, J.H., D.A. Stewart, M.S. Baxter, N.D. Drndarsky, R. Thompson, G. Turner, and J. Rose. 1978. Palynology, palaeomagnetism and radiometric dating of Flandrian marine and freshwater sediments of Loch Lomond. Nature 274(5671):548-553.","Lake. Physiography: In south basin of Loch Lomond. Surrounding vegetation: mix of deciduous woodland and conifer plantations, blanket peat above the trees, agriculture to the south, rough pasture to the north.","10.21233/qf8f-me80"
3243,"Little Lochans",54.866667,-4.983333,25,4210,"pollen","European Pollen Database","Moar, N.T. 1969. Late Weichselian and Flandrian pollen diagrams from south-west Scotland. New Phytologist 68:433-467.","Peat filled kettle hole; drained surface. Physiography: kettle hole.","10.21233/8qm9-7c04"
3244,"Lac Long Inférieur",44.057778,7.45,2114,4211,"pollen","European Pollen Database","de Beaulieu, J.L. 1977. Contribution pollenanalytique à l'histoire tardiglaciaire et Holocène de la végétation des Alpes méridionales françaices. Doctoral dissertation. Université d'Aix-Marseille, Marseille, France.","Lake with marginal fen. Physiography: behind moraine in glacial valley. Surrounding vegetation: Carex, Eriophorum, and Sphagnum.","10.21233/b18z-e808"
3245,"Lobsigensee",47.031944,7.299167,514,4213,"pollen","European Pollen Database","Ammann, B. 1985. Lobsigensee - Late Glacial and Holocene environments of a lake on the central Swiss plateau. Dissertationes Botanicae 87:127-134.","Kettle hole lake. Physiography: gently rolling molasse, covered by till. Surrounding vegetation: agriculture; narrow belts of . forest.","10.21233/6ter-nj90"
3246,"Lochinskoe",53.55,28.6,164,4214,"pollen","European Pollen Database","Bogdel, I.I. 1984. Razvitie prirody Belorrussii v golotsene [Holocane environmental changes of Byelorussia]. Doctoral dissertation. Belarusskii Universety, Minsk, Belarus. Notes: 192 pages;
Elovicheva, Y.K., and I.I. Bogdel. 1985. Novye razrezy golosena Belarusi [New Holocene sections of Byelorussia]. Pages 141-169 in Geologicheskoe stroenie osadochnoi tolshchi Belorussii [Geological composition of sedimentary sequence of Byelorussia], Nauka i Tekhnika edition. Minsk, Byelorussia.","Lake. Physiography: depression.Surrounding vegetation: Alnus, Pinus, Betula and cultivated land.","10.21233/58ee-bg84"
3247,"Locmariaquer",47.554444,-2.932222,2,4215,"pollen","European Pollen Database","Visset, L., J. L'Helgouach, and J. Bernard. 1996. La tourbière submergée de la pointe de Kerpenhir à Locmariaquer (Morbihan). Etude environnementale et mise en évidence de déforestations et de pratiques agricoles néolithiques. Revue archéologique de l'ouest 13:79-87.","Bog covered by sand. Physiography: depression. Surrounding vegetation: cultivated fields, bog, forest, sea.","10.21233/8370-j585"
3248,"Logné",47.328333,-1.501111,4,4216,"pollen","European Pollen Database","Barbier, D., and L. Visset. 1997. Logné, a peat bog of European ecological interest in the Massif Armorican, western France: bog development, vegetation and land-use history. Vegetation History and Archaeobotany 6:69-77.","Bog in valley of the Erdre. Physiography: depression within Brioverian schists. Surrounding vegetation: marsh and cultivated fields.","10.21233/n9a0-fk75"
3249,"Lomzyca",53.166667,22.044444,108,4217,"pollen","European Pollen Database","","Fossil lake.","10.21233/ztky-y377"
3250,"Lomzyca 2",53.158333,22.05,108,4218,"pollen","European Pollen Database","","Fossil lake of Eemian age.","10.21233/ft0t-7r02"
3251,"Long Lough",54.433191,-5.878622999999999,25,4219,"pollen","European Pollen Database","Hall, V.A. 1990. Recent landscape history from a County Down lake deposit. New Phytologist 115(2):377-383. https://nph.onlinelibrary.wiley.com/doi/abs/10.1111/j.1469-8137.1990.tb00464.x. [DOI: 10.1111/j.1469-8137.1990.tb00464.x];
Hall, V.A. 1994. Landscape development in northeast Ireland over the last half millennium. Review of Palaeobotany and Palynology 87(1-2):75-82. https://www.sciencedirect.com/science/article/pii/0034666794900205. [DOI: 10.1016/0034-6667(94)90020-5]","Interdrumlin lake. Physiography: drumlins throughout region. Surrounding vegetation: small fields enclosed by Crataegus hedge.","10.21233/n0cx-4834"
3252,"The Loons",59.09776,-3.30624,13,4220,"pollen","European Pollen Database","Moar, N.T. 1969. Two pollen diagrams from the mainland, Orkney Islands. New Phytologist 68:201-208. https://nph.onlinelibrary.wiley.com/doi/abs/10.1111/j.1469-8137.1969.tb06433.x. [DOI: 10.1111/j.1469-8137.1969.tb06433.x]","Peat bog. Physiography: northern side of basin at head of valley. Surrounding vegetation: mire.","10.21233/54mn-4m06"
3253,"Loras",45.666389,5.243333,416,4221,"pollen","European Pollen Database","Clerc, J. 1988. Recherches pollenanalytiques sur la paléo-écologie Tardiglaciaire et Holocène du Bas-Dauphiné. Doctoral dissertation. Université Aix-Marseille, Marseille, France.","Litlle round marsh. Physiography: plateau. Surrounding vegetation: oak forest.","10.21233/yds9-cs67"
3254,"Loučky",49.324605,15.53317,595,4222,"pollen","European Pollen Database","Rybníčková, E. 1974. Die Entwicklung der Vegetation und Flora im südlichen Teil der Böhmisch-Mährischen Höhe während des Spätglazials und Holozäns. Vegetace ČSSR, A7. Academia, Praha.","Sloping spring fen. Physiography: a closure of broad flat brook valley. Surrounding vegetation: pine and spruce plantations.","10.21233/nm3d-vx91"
3255,"Luganskoe",43.72186,40.70077,2428,4223,"pollen","European Pollen Database","Efremov, Y.V., and E.V. Kvavadze. 1995. Caucasus. Pages 190-206 in The History of Lakes of Mountain Ranges in Northern Asia. Nauka, Saint Petersburg. Notes: Oct 2019. Have not been able to verify this publication;
Kvavadze, E.V., Y.V. Efremov, G.V. Bukreeva, and V.V. Akatov. 1994. Palynological characteristic of the series of lacustrine and paludal deposites of the Holocene in the headwaters of the Zakan river (Western Caucsus). Bulletin of the Georgian Academy of Sciences 150:177-184. https://epic.awi.de/id/eprint/29868/1/Kva1994a.pdf.","High mountain mire. Physiography: saddle of mountain pass. Surrounding vegetation: alpine vegetaion.","10.21233/mtkm-0h07"
3256,"Lundin Tower",56.21529,-2.97206,24,4224,"pollen","European Pollen Database","Whittington, G., A.E. Fallick, and K.J. Edwards. 1996. Stable oxygen isotope and pollen records from eastern Scotland and a consideration of Late-glacial and early Holocene climate change for Europe. Journal of Quaternary Science 11(4):327-340. https://onlinelibrary.wiley.com/doi/abs/10.1002/%28SICI%291099-1417%28199607/08%2911%3A4%3C327%3A%3AAID-JQS257%3E3.0.CO%3B2-G. [DOI: 10.1002/(SICI)1099-1417(199607/08)11:4<327::AID-JQS257>3.0.CO;2-G]","Infilled lake basin. Peat surface has been cut for fuel. Rough pasture surrounded by farmland and coniferous plantations","10.21233/324e-rq20"
3257,"Lutinière",46.444444,-0.862222,4,4225,"pollen","European Pollen Database","Visset, L., and A. Gauthier. 1998. Naissance et évolution d'une tourbière : la tourbière de la Fontaine de la Lutinière à Auzay dans le marais poitevin ; implications sur les relations homme-milieu. Journal de Botanique 6:83-88. Notes: Société de Botanique de France","Bog. Physiography: enclosed little valley. Surrounding vegetation: forest and cultivated fields.","10.21233/7d1m-t529"
3258,"Beaufort Birkenbach",49.847222,6.125833,360,4226,"pollen","European Pollen Database","Coûteaux, M. 1969. Recherches palynologiques en Gaume, au Pays d'Arlon, en Ardenne méridionale (Luxembourg belge) et au Gutland (Grand-Duché de Luxembourg). Acta Geographica Lovaniensia 9:1-193.","Flat bog. Physiography: bog in a valley. Surrounding vegetation: cultivated Picea.","10.21233/r8gj-4b54"
3259,"Berdorf Aesbaach",49.830278,6.436667,190,4227,"pollen","European Pollen Database","Coûteaux, M. 1969. Recherches palynologiques en Gaume, au Pays d'Arlon, en Ardenne méridionale (Luxembourg belge) et au Gutland (Grand-Duché de Luxembourg). Acta Geographica Lovaniensia 9:1-193.;
Coûteaux, M. 1970. Etude palynologique des dépots quaternaires de la vallée de la Sûre à Echternach et à Berdorf et de la Moselle à Mertert. Institut Grand-Ducal de Luxembourg, Section des Sciences naturelles, physiques et mathématiques, extrait des archives 34:297-336.","Hill side with Picea. Surrounding vegetation: cultivated Picea.","10.21233/0pz8-a963"
3260,"Breidfeld",50.122778,6.063056,440,4228,"pollen","European Pollen Database","Coûteaux, M. 1969. Recherches palynologiques en Gaume, au Pays d'Arlon, en Ardenne méridionale (Luxembourg belge) et au Gutland (Grand-Duché de Luxembourg). Acta Geographica Lovaniensia 9:1-193.","Peat in the valley. Physiography: sub-flat landscape. Surrounding vegetation: pasture.","10.21233/7qh5-4032"
3261,"Echternach",49.799444,6.231389,170,4230,"pollen","European Pollen Database","Coûteaux, M. 1965. Le passage de la toundra de la fin du Würm aux forêts tempérées actuelles: recherches dans le méandre abandonné de la Sûre à Echternach. Archives de l'Institut Grand-Ducal de Luxembourg, Sect. Sc. 31:297-298.;
Coûteaux, M. 1970. Etude palynologique des dépots quaternaires de la vallée de la Sûre à Echternach et à Berdorf et de la Moselle à Mertert. Institut Grand-Ducal de Luxembourg, Section des Sciences naturelles, physiques et mathématiques, extrait des archives 34:297-336.","Cow pasture. Physiography: flat peat bog. Surrounding vegetation: cultivated landscape.","10.21233/k2d4-pa28"
3261,"Echternach",49.799444,6.231389,170,4229,"pollen","European Pollen Database","Coûteaux, M. 1965. Le passage de la toundra de la fin du Würm aux forêts tempérées actuelles: recherches dans le méandre abandonné de la Sûre à Echternach. Archives de l'Institut Grand-Ducal de Luxembourg, Sect. Sc. 31:297-298.;
Coûteaux, M. 1970. Etude palynologique des dépots quaternaires de la vallée de la Sûre à Echternach et à Berdorf et de la Moselle à Mertert. Institut Grand-Ducal de Luxembourg, Section des Sciences naturelles, physiques et mathématiques, extrait des archives 34:297-336.","Cow pasture. Physiography: flat peat bog. Surrounding vegetation: cultivated landscape.","10.21233/sv7r-yv81"
3261,"Echternach",49.799444,6.231389,170,4231,"pollen","European Pollen Database","Coûteaux, M. 1965. Le passage de la toundra de la fin du Würm aux forêts tempérées actuelles: recherches dans le méandre abandonné de la Sûre à Echternach. Archives de l'Institut Grand-Ducal de Luxembourg, Sect. Sc. 31:297-298.;
Coûteaux, M. 1970. Etude palynologique des dépots quaternaires de la vallée de la Sûre à Echternach et à Berdorf et de la Moselle à Mertert. Institut Grand-Ducal de Luxembourg, Section des Sciences naturelles, physiques et mathématiques, extrait des archives 34:297-336.","Cow pasture. Physiography: flat peat bog. Surrounding vegetation: cultivated landscape.","10.21233/k3ng-2e18"
3262,"Pettange sur Alzette",49.780556,6.108333,218,4232,"pollen","European Pollen Database","Coûteaux, M. 1969. Recherches palynologiques en Gaume, au Pays d'Arlon, en Ardenne méridionale (Luxembourg belge) et au Gutland (Grand-Duché de Luxembourg). Acta Geographica Lovaniensia 9:1-193.","Valley. Physiography: valley. Surrounding vegetation: cultivated landscape for grazing.","10.21233/za05-bd42"
3263,"Reisdorf",49.851667,6.301667,369,4238,"pollen","European Pollen Database","Coûteaux, M. 1969. Recherches palynologiques en Gaume, au Pays d'Arlon, en Ardenne méridionale (Luxembourg belge) et au Gutland (Grand-Duché de Luxembourg). Acta Geographica Lovaniensia 9:1-193.","Peat bog. Physiography: flat landscape. Surrounding vegetation: Pinus sylvestris and Vaccinium myrtilus.","10.21233/jp29-zf95"
3263,"Reisdorf",49.851667,6.301667,369,4237,"pollen","European Pollen Database","Coûteaux, M. 1969. Recherches palynologiques en Gaume, au Pays d'Arlon, en Ardenne méridionale (Luxembourg belge) et au Gutland (Grand-Duché de Luxembourg). Acta Geographica Lovaniensia 9:1-193.","Peat bog. Physiography: flat landscape. Surrounding vegetation: Pinus sylvestris and Vaccinium myrtilus.","10.21233/1k4v-sk34"
3263,"Reisdorf",49.851667,6.301667,369,4236,"pollen","European Pollen Database","Coûteaux, M. 1969. Recherches palynologiques en Gaume, au Pays d'Arlon, en Ardenne méridionale (Luxembourg belge) et au Gutland (Grand-Duché de Luxembourg). Acta Geographica Lovaniensia 9:1-193.","Peat bog. Physiography: flat landscape. Surrounding vegetation: Pinus sylvestris and Vaccinium myrtilus.","10.21233/vmh7-yy12"
3263,"Reisdorf",49.851667,6.301667,369,4234,"pollen","European Pollen Database","Coûteaux, M. 1969. Recherches palynologiques en Gaume, au Pays d'Arlon, en Ardenne méridionale (Luxembourg belge) et au Gutland (Grand-Duché de Luxembourg). Acta Geographica Lovaniensia 9:1-193.","Peat bog. Physiography: flat landscape. Surrounding vegetation: Pinus sylvestris and Vaccinium myrtilus.","10.21233/0sp6-8j12"
3263,"Reisdorf",49.851667,6.301667,369,4233,"pollen","European Pollen Database","Coûteaux, M. 1969. Recherches palynologiques en Gaume, au Pays d'Arlon, en Ardenne méridionale (Luxembourg belge) et au Gutland (Grand-Duché de Luxembourg). Acta Geographica Lovaniensia 9:1-193.","Peat bog. Physiography: flat landscape. Surrounding vegetation: Pinus sylvestris and Vaccinium myrtilus.","10.21233/j2bh-q846"
3263,"Reisdorf",49.851667,6.301667,369,4235,"pollen","European Pollen Database","Coûteaux, M. 1969. Recherches palynologiques en Gaume, au Pays d'Arlon, en Ardenne méridionale (Luxembourg belge) et au Gutland (Grand-Duché de Luxembourg). Acta Geographica Lovaniensia 9:1-193.","Peat bog. Physiography: flat landscape. Surrounding vegetation: Pinus sylvestris and Vaccinium myrtilus.","10.21233/y901-w952"
3264,"Maanselänsuo",65.61709,29.61124,248,4239,"pollen","European Pollen Database","Vasari, Y. 1965. Studies on the vegetational history of the Kuusamo district (north east Finland) during the Late-Quaternary period. III. Maanselänsuo, a late-glacial site in Kuusamo. Annales Botanici Fennici 2(3):219-235. https://www.jstor.org/stable/23724116.","Drained fen surrounding a lake. Physiography: rolling stagnation moraine. Surrounding vegetation: drained trichophorum caespitosum fen.","10.21233/1g98-ct07"
3265,"Lake Maardu",59.433333,25,32,4241,"pollen","European Pollen Database","Saarse, L., S. Veski, R. Rajamäe, A. Sarv, and A. Heinsalu. 1990. Geology of Lake Maardu, Eesti Teaduste Akademia Geoloogia Instituut edition. Tallinn, Estonia. Notes: 32p. In Russian, English summary","Lake near the phosphorite mines. Physiography: on the limestone plateau. Surrounding vegetation: alder, Birch, Meadows, Swamps.","10.21233/begd-z059"
3265,"Lake Maardu",59.433333,25,32,4242,"pollen","European Pollen Database","Saarse, L., S. Veski, R. Rajamäe, A. Sarv, and A. Heinsalu. 1990. Geology of Lake Maardu, Eesti Teaduste Akademia Geoloogia Instituut edition. Tallinn, Estonia. Notes: 32p. In Russian, English summary","Lake near the phosphorite mines. Physiography: on the limestone plateau. Surrounding vegetation: alder, Birch, Meadows, Swamps.","10.21233/jtdg-mk42"
3265,"Lake Maardu",59.433333,25,32,45381,"pollen","European Pollen Database","Poska, A., L. Saarse, and S. Veski. 2004. Reflections of pre- and early-agrarian human impact in the pollen diagrams of Estonia. Palaeogeography, Palaeoclimatology, Palaeoecology 209:37-50.;
Veski, S. 1998. Vegetation history, human impact and palaeogeography of West Estonia. Pollen analytical studies of lake and bog sediments. Striae 38:1-119. Notes: Doctoral Dissertation. University of Uppsala","Lake near the phosphorite mines. Physiography: on the limestone plateau. Surrounding vegetation: alder, Birch, Meadows, Swamps.","10.21233/45g4-ry85"
3266,"Machecoul",46.991667,-1.866667,2,4243,"pollen","European Pollen Database","Bernard, J. 1996. Paléoenvironnement du Pays de Retz et du marais breton-vendéen. Doctoral dissertation. Université de Nantes, Nantes, France. Notes: vol. I, texte: 190p., vol. II, illustrations: 55p.","Marsh. Physiography: gulf of Machecoul. Surrounding vegetation: bogs system connected to the ocean with channels.","10.21233/4fr6-sk47"
3267,"Madic",45.3713888888889,2.45944444444444,465,4244,"pollen","European Pollen Database","Vergne, V. 1989. L'évolution tardiglaciaire et holocène d'un piedmont de moyenne montagne cristalline : l'Artense (Massif Central, France). Doctoral dissertation. Université de Paris 1, Paris, France.;
Vergne, V. 1991. Les paysages végétaux d'Artense au Tardiglaciaire et à l'Holocène. Bulletin de l'Association de géographes française 68(1):23-28.","Lake. Physiography: little basin in plateau. Surrounding vegetation: cultivated felds and forest.","10.21233/adnb-fn04"
3268,"Maksimkin Yar",58.695235,86.785515,150,4245,"pollen","European Pollen Database","Blyakharchuk, T.A. 1980. Sporovo-pyl'zevaya kharakteristika bolot verhneketskogo raiona [Spore and pollen characteristics of peatlands of the Verhneketskii region during the Holocene]. Pages 24-25 in Molodye uchoenye narodnomy khozyaistvy Ekonomicheskaya ozenka landshafta Tomskoi oblasti [Abstracts of the Conference ""Young Scientist for Peoples Economy: Economical Evaluation of the Tomsk Region""]. Tomsk University Press, Tomsk, Russia.;
Blyakharchuk, T.A. 1989. Istorija rastitel'nosti yugovostoka Zapadnoi Sibiri v golotsene po dannym botanicheskogo i sporovo-pyl'tsevogo analiza torfa [The Holocene history of vegetation of south-eastern West Siberia by botanical and pollen analyses of peat deposits]. Doctoral dissertation. Tomsk State University, Tomsk, Russia.","Section of raised bog in valley of Ket'. Physiography: first terrase of Ket' River. Surrounding vegetation: Pinus sylvestris, Pinus sibirica, Betula, Picea.","10.21233/a9hx-nb84"
3269,"Malčín",49.69159,15.45905,512,4246,"pollen","European Pollen Database","Jankovská, V. 1989. The evolution of Late-Glacial and Holocene vegetation in the vicinity of Světlá nad Sázavou (in the western Forland of the Bohemian-Moravian Uplands). Folia Geobotanica & Phytotaxonomica 24(4):337-448.","Broad alluvium of a stream. Surrounding vegetation: quercion robori-petraeae.","10.21233/yps1-m411"
3270,"Maleshevska Mountains Peat Bog",41.7,23.033333,1720,4247,"pollen","European Pollen Database","Bozilova, E., and S. Tonkov. 1985. Vegetational development in the mountainous areas of SW Bulgaria. I. Palynological investigation and reconstruction of past vegetation. Ecologia Mediterranea 11(1):33-37.;
Tonkov, S., and E. Bozilova. 1992. Pollen analysis of peat bog in Maleshevska mountain (SW Bulgaria). Annual of Sofia University, Faculty of Biology 81(2):11-21.","Peat bog. Physiography: almost flat landscape, 30-90 asl heights. Surrounding vegetation: open herb communities.","10.21233/9kr8-8s34"
