"site.id","site.name","handle","latitude","longitude","elevation","dataset.id","dataset.type","source","publication","description","doi"
2990,"Auneau","AUNEAU",48.456111,1.793611,127,3894,"pollen","European Pollen Database","Dubois, J.P., H. Richard, and C. Verjux. 2014. Auneau - Le Parc du Château. ADFI Archéologie de la France 067262, Ministère de la Culture et de la Communication, CNRS, Paris, France. [DOI: http://adlfi.revues.org/13544] Notes: Archaeological report of excavation, 5 pages.","Swamp. Physiography: alluvial valley. Surrounding vegetation: wet meadow.","10.21233/x1s2-s723"
2992,"Babozero","BABOZ1",66.375,37.516667,138,3896,"pollen","European Pollen Database","Kremenetski, C.V., and N.G. Patyk-Kara. 1997. Holocene vegetation dynamics of the southeast Kola Peninsula, Russia. The Holocene 7:473-479. [DOI: 10.1177/095968369700700409]","Lake. Physiography: end moraine. Surrounding vegetation: Pinus-Picea-Betula forest.","10.21233/w6j3-gn15"
2993,"Badentarbat","BADENTAR",58.03399,-5.36375,23,3897,"pollen","European Pollen Database","Lamb, H.H. 1964. Trees and climatic history in Scotland. Quaternary Journal of the Royal Meteorological Society 90(386):382-394. https://rmets.onlinelibrary.wiley.com/doi/abs/10.1002/qj.49709038603. [DOI: 10.1002/qj.49709038603];
Pennington, W., E.Y. Haworth, A.P. Bonny, and J.P. Lishman. 1972. Lake sediments in northern Scotland. Philosophical Transactions of the Royal Society of London B: Biological Sciences 264(861):191-294. https://royalsocietypublishing.org/doi/abs/10.1098/rstb.1972.0012. [DOI: 10.1098/rstb.1972.0012]","Blanket bog (very exposed). Physiography: gently undulating blanket bog. Surrounding vegetation: blanket bog and mire communities.","10.21233/mxwz-es05"
2994,"Baidara","BAIDARA",68.85,66.9,30,3898,"pollen","European Pollen Database","Andreev, A.A., P.E. Tarasov, F.A. Romanenko, L.D. Sulerzhitsky, and K.I. Terekhov. 1998. Vegetation of western coast of Baidaratskaya Bay during Late Pleistocene and Holocene. Stratigraphy and Geological Correlation 6(5):520-525. https://epic.awi.de/id/eprint/36566/158/Andreev-etal_1998.pdf.","Open section. Physiography: the third terrace of Kara sea. Surrounding vegetation: tundra with dwarf birch.","10.21233/g6z1-d641"
2996,"Basse-Ville","BASVILLE",47.186111,-1.858056,1,3900,"pollen","European Pollen Database","Voeltzel, D. 1987. Recherches pollenanalytiques sur la vegetation holocene de la plaine alluviale de l'estuaire de la Loire et des coteaux environnants. Doctoral dissertation. Université d'Aix-Marseille, Marseille, France.","Marsh. Physiography: alluvial plain. Surrounding vegetation: meadows.","10.21233/c9ps-vy90"
3004,"Puerto de Belate","BELATE01",43.033333,-2.05,847,3910,"pollen","European Pollen Database","Penalba, M.C. 1989. Dynamique de vegetation Tardiglaciaire et Holocene du centre-nord de l'Espagne d'après l'analyse pollinique. Doctoral dissertation. Université d'Aix-Marseille, Marseille, France.;
Penalba, M.C. 1994. The history of the Holocene vegetation in northern Spain from pollen analysis. Journal of Ecology 82:815-832.","Peat bog. Physiography: mountain pass. Surrounding vegetation: pasture and Fagus forest.","10.21233/5wm6-fj81"
3005,"Bellefontaine","BELLFONT",46.575278,6.093056,1093,43593,"pollen","European Pollen Database","Bégeot, C. 2000. Histoire de la végétation et du climat au cours du Tardiglaciaire et du début de l'Holocène sur le massif jurassien central à partir de l'analyse pollinique et l'étude des macrorestes végétaux. Doctoral dissertation. Université de Franche-Comté, Besançon, France.","Lake. Physiography: valley. Surrounding vegetation: Picea-Fagus-Abies.","10.21233/2v99-7k57"
3005,"Bellefontaine","BELLFONT",46.575278,6.093056,1093,3912,"pollen","European Pollen Database","Bégeot, C. 2000. Histoire de la végétation et du climat au cours du Tardiglaciaire et du début de l'Holocène sur le massif jurassien central à partir de l'analyse pollinique et l'étude des macrorestes végétaux. Doctoral dissertation. Université de Franche-Comté, Besançon, France.","Lake. Physiography: valley. Surrounding vegetation: Picea-Fagus-Abies.","10.21233/0njz-2r62"
3006,"Belle Lake","BELLE",52.183333,-7.033333,33,3913,"pollen","European Pollen Database","Craig, A.J. 1973. Studies on the ecological history of southeast Ireland, using pollen influx analysis and other methods. Doctoral dissertation. Dublin, Ireland.;
Craig, A.J. 1978. Pollen percentage and influx analysis in southeast Ireland: a contribution to the ecological history of the Late-glacial period. Journal of Ecology:297-324.","Marsh on infilled lake basin. Surrounding vegetation: pasture surrounds this Phragmites fen.","10.21233/s1x4-mq32"
3007,"Bois des Amerois","BEMUNO",49.743889,5.129167,415,3914,"pollen","European Pollen Database","Gilot, E., A.V. Munaut, M. Coûteaux, J. Heim, P.C. Capron, and W. Mullenders. 1969. Datations 14C et palynologie en Belgique et dans les régions voisines. Bulletin de la Société Belge de Géologie, Paleontologie, Hydrologie 78(1):21-29.","Flat peat bog. Physiography: flat landscape.","10.21233/dzzf-2r53"
3009,"Bergakyllen","BERGAKYL",57.18367,16.14528,73,3923,"pollen","European Pollen Database","Svensson, N.O. 1989. Late Weichseian and early Holocene shore displacement in the central Baltic, based on stratigraphical and morphological records from eastern Smaland and Gotland, Sweden. Doctoral dissertation. Lund University, Lund, Sweden. Notes: Lundqua Thesis 25","Large lake-considerable input from north. Physiography: hummocky morraine and exposed bedrock. Surrounding vegetation: mainly spruce and pine.","10.21233/01cq-0v25"
3011,"Berlare","BERLARE",51.038056,3.981667,2,3925,"pollen","European Pollen Database","Verbruggen, C., L. Denys, and P. Kiden. 1996. Palaeoecological events in Belgium during the last 13,000 years with special reference to sandy Flanders. Pages 553-574 in B.E. Berglund, H.J.B. Birks, M. Ralska-Jasiewiczowa, and H.E. Wright, editors. Palaeoecological Events During the Last 15,000 Years: Regional Syntheses of Palaeoecological Studies of Lakes and Mires Europe. Wiley, Chichester, United Kingdom.","Drained (dry) channel. Physiography: abandoned river channel - peat excavated. Surrounding vegetation: popular plantation + some bushes.","10.21233/ya4y-ac84"
3012,"Besbog","BESBOG",41.733019999999996,23.524175,2240,3926,"pollen","European Pollen Database","Stefanova, I., and E. Bozilova. 1995. Studies on the Holocene history of vegetation in the Northern Pirin Mountains, southwestern Bulgaria. Pages 9-31 in E. Bozilova and S. Tonkov, editors. Advances in Holocene Palaeoecology in Bulgaria. Pensoft Publishers, Sofia - Moscow.","Glacial lake. Surrounding vegetation: subalpine herb vegetation, Pinus mugo tur.","10.21233/jdgx-9y34"
3013,"Beysehir Gölü","BEY32-77",37.5416666666667,31.5,1120,52270,"pollen","European Pollen Database","Bottema, S., and H. Woldring. 1984. Late Quaternary vegetation and climate of southwestern Turkey. Part II. Palaeohistoria 26:123-149.;
Bottema, S., and H. Woldring. 1990. Anthropogenic indicators in the pollen record of the Eastern Mediterranean. Pages 231-264 in S. Bottema, G. Entjes-Nieborg, and W. van Zeist, editors. Man's Roles in the Shaping of the Eastern Mediterranean Landscape. Balkema, Rotterdam, Netherlands.","Marsh. Physiography: along a syncline. Surrounding vegetation: culture land.","10.21233/EKM9-5T68"
3013,"Beysehir Gölü","BEYSEHIR",37.5416666666667,31.5,1120,3927,"pollen","European Pollen Database","Van Zeist, W., H. Woldring, and D. Stapert. 1975. Late Quaternary vegetation and climate of southwestern Turkey. Palaeohistoria 17:53-144.","Marsh. Physiography: along a syncline. Surrounding vegetation: culture land.","10.21233/hd31-6942"
3014,"Bezdonnoe","BEZDON",62.033333,32.766667,123,3928,"pollen","European Pollen Database","Elina, G.A. 1981. Printsipy i metody rekonstruktsii i kartirovaniya rastitelonosti golotsena [Principles and methods for reconstruction and mapping of Holocene vegetation]. Nauka, Leningrad, Russia. Notes: 159 pp.;
Elina, G.A., and L.V. Filimonova. 1996. Russian Karelia. Pages 353-366 in Palaeoecological events during the last 15,000 years: regional syntheses of palaeoecological studies of lakes and mires Europe. J Wiley & Sons, Chichester, UK.","Drained mire. Physiography: rolling moraine. Surrounding vegetation: Pinus, Picea.","10.21233/y0cr-gc25"
3016,"Biot","BIOT",43.8,7.1,863,3930,"pollen","European Pollen Database","Nicol-Pichard, S., and M. Dubard. 1998. Reconstruction of Late-glacial and Holocene environments in southeast France based on the study of a 66-m long core from Biot, Alpes Maritimes. Vegetation History and Archaeobotany 7:11-15.","Plain sediment in Brague river. Physiography: Plateau. Surrounding vegetation: Quercus pubescens, Quercus suber, Quercus ilex.","10.21233/5xct-6y32"
3017,"Bjärsjöholmssjön","BJARHG",55.453959999999995,13.780255,50,3931,"pollen","European Pollen Database","Berglund, B.E., M.J. Gaillard-Lemdahl, and H. Göransson. 1991. The Bjäresjö area. Pages 167-174 in B.E. Berglund, editor. The cultural landscape during 6000 years in southern Sweden - the Ystad project. Ecological Bulletins 41.;
Göransson, H. 1991. Vegetation and man around Lake Bjärsjöholmssjön during prehistoric time. Lundqua Report 31.","Overgrown ancient lake, pasture land. Physiography: hummocky dead-ice tills. Surrounding vegetation: Fagus forests, pasture land.","10.21233/054g-vs09"
3018,"Bjärsjon","BJARSJON",58.334559999999996,13.656065,255,3932,"pollen","European Pollen Database","Björck, S., and G. Digerfeldt. 1986. Late Weichselian - Early Holocene shore displacement west of Mt. Billinger, within the Middle Swedish and moraine zone. Boreas 15:1-18.","A small lake. Physiography: on a plateau mountain. Surrounding vegetation: coniferous forest.","10.21233/686e-3e44"
3019,"Björkeröds Mosse","BJORKE69",56.28215,12.52339,75,3933,"pollen","European Pollen Database","Liedberg Jönsson, B. 1988. The Late Weichselian macrofossil flora in western Skåne, southern Sweden. Doctoral dissertation. Lund University, Lund, Sweden. Notes: Lundqua Thesis 24, 1-42","Open fen dammed and flooded in 1970's to create a bird pond. 
Physiography: Exposed hillslope of Björkeröd plateau. Surrounding vegetation: Alder fen, beech wood, pasture, arable.","10.21233/r6xs-wf58"
3020,"Björksjödamm","BJORKSJO",57.709,12.346409999999999,87,3934,"pollen","European Pollen Database","Björck, S., and S. Håkansson. 1982. Radiocarbon dates from Late Weichselian lake sediments in south Sweden as a basis for chronostratigraphic subdivision. Boreas:141-150. [DOI: https://doi.org/10.1111/j.1502-3885.1982.tb00531.x];
Hilldén, A. 1979. Deglaciationen i trakten av Berghemsmoränen öster om Göteborg. University of Lund, Department of Quaternary Geology. Thesis 6, Lund, Sweden. Notes: 133 pp","Bog pool, lake previously much bigger. Physiography: in a small valley surrounded by slopes. Surrounding vegetation: forests with pine and spruce.","10.21233/wyaq-1b97"
3021,"Bláto","BLATO1",49.04174,15.19097,645,3935,"pollen","European Pollen Database","Rybníček, K., and E. Rybníčková. 1968. The history of flora and vegetation on the Bláto mire in southeastern Bohemia, Czechoslovakia (palaeoecological study). Folia Geobotanica & Phytotaxonomica 3:117-142.;
Rybníčková, E. 1970. Die Entwicklungsgeschichte der Wälder auf der Böhmisch-mährischen Höhe im Spät- und Postglazial. Mitt. ostalp. dinar. Sekt. intern. verein. vegetatioskde, Wien 10(2):64-68.;
Rybníčková, E. 1974. Die Entwicklung der Vegetation und Flora im südlichen Teil der Böhmisch-Mährischen Höhe während des Spätglazials und Holozäns. Vegetace ČSSR, A7. Academia, Praha.","After deep drainage quite mineral peat. Physiography: broad flat closure of a brook valley. Surrounding vegetation: present: secondary spruce plantations.","10.21233/8yhz-ht97"
3022,"Blåvasstjønn","BLAVASS",64.911095,11.660644999999999,92,3937,"pollen","European Pollen Database","Ramfjord, H. 1979. On the late Weichselian and Flandrian shoreline displacement in Nærøy, Nord-Trøndelag, Norway. Norsk Geologisk Tidsskrift 62(3):191-205.;
Ramfjord, H. 1979. Vegetasjons -og klimahistorie gjennom de siste 9000 år i Nærøy, Nord-Trøndelag. Master's thesis. University of Trondheim, Trondheim, Norway.","Lake with surrounding fen. Physiography: underlying bedrock (Amphibole/Gneiss). Surrounding vegetation: mixed pine/spruce forest/ombrogenic mire.","10.21233/xwhx-v671"
3023,"Bledowo Lake","BLEDOWO3",52.54316,20.67577,78,3938,"pollen","European Pollen Database","Binka, K., A. Ciesla, B. Lacka, T. Madeyska, B. Marciniak, K. Szeroczynska, and K. Wieckowski. 1991. The development of Bledowo Lake (central Poland) - A palaeoecological study. Studia Geologica Polonica 100:3-85. Notes: in T. Madeyska (editor): Pleistocene of Poland, Part 17;
Binka, K., T. Madeyska, B. Marciniak, K. Szeroczynska, and K. Wieckowski. 1988. Binka, K., T. Madeyska, B. Marciniak, K. Szeroczynska, and K. Wieckowski. 1988. Bledowo lake (central Poland): history of vegetation and lake development during the last 12 kyr. Bull. Acad. Polon. Sci. 36(2):147-158.","Lake with reedswamp zone. Physiography: pingo scar, erosion or dead ice kettle. Surrounding vegetation: grasslands, pine and mixed linden forest.","10.21233/b0fw-9e91"
3024,"Black Loch","BLKLOCH4",56.320833,-3.194722,90,3940,"pollen","European Pollen Database","Whittington, G., K.J. Edwards, and P.R. Cundill. 1990. Palaeoenvironmental investigations at Black Loch in the Ochil Hills of Fife, Scotland. O' Dell Memorial Monograph N 22, University of Aberdeen, Aberdeen, Scotland.;
Whittington, G., K.J. Edwards, and P.R. Cundill. 1991. Late and post-glacial vegetational change at Black Loch, Fife, eastern Scotland: A multiple core approach. New Phytologist 118:147-166. https://nph.onlinelibrary.wiley.com/doi/epdf/10.1111/j.1469-8137.1991.tb00575.x. [DOI: 10.1111/j.1469-8137.1991.tb00575.x]","Small lake with marginal Salix carr. Physiography: ice scoured hollow. Surrounding vegetation: Salix carr and agriculture.","10.21233/85fe-n850"
3025,"Blomoy","BLOMOY",60.533333,4.883333,36,3941,"pollen","European Pollen Database","Mangerud, J. 1970. Late Weichselian vegetation and ice front oscillations in the Bergen district, Western Norway. Norsk Geologisk Tidsskrift 24:121-148.","Bog. Physiography: bedrock depression. Surrounding vegetation: heath.","10.21233/jhaq-tk78"
3029,"Lake Boguda","BOGUDA",63.66731,123.24558999999999,120,3945,"pollen","European Pollen Database","Andreev, A.A., and V.A. Klimanov. 1989. Vegetation and climate history of central Yakutia during the Holocene and Late Pleistocene (in Russian). Pages 28-51 in B.F. Ivanov and B.F. Palymsky, editors. Formirovanie rel’efa, korelyatnykh otlozheny i rossypei Severo-Vostoka  SSSR [Formation of deposits and placers on northeast of the USSR]. Publishing  House  of  SVKNII, Magadan, Russia.","Thermokarst lake. Physiography: early Pleistocene terrace with sands. Surrounding vegetation: larch forest with pine and birch.","10.21233/brzb-ev42"
3030,"Boehnigsee Goldmoos","BOHINGSE",46.259167,7.843056,,3946,"pollen","European Pollen Database","Markgraf, V. 1969. Moorkundliche und vegetations geschichtlichie untersuchungen an cinen Moorsee ander Waldgrenzeim Wallis. Botanische Jahrbuecher 89:1-63.",,"10.21233/9a5v-f927"
3032,"Bouara","BOUARA",35.233333,41.183333,210,3949,"pollen","European Pollen Database","Gremmen, W.H.E., and S. Bottema. 1991. Palynological investigations in the Syrian Gazira. Pages 105-116 in H. Kühne, editor. Die rezente Umwelt von Tall Seh Hamad und Daten zur Umweltrekonstruktion der assyrischen Stadt Dur-Katlimmu. Dietrich Reimer Verlag, Berlin, Germany.","Saline depression. Surrounding vegetation: artemisia herba-alba, chenopodiaceae.","10.21233/te9d-ee03"
3033,"Bozova Lake","BOZOVA",37.3486111111111,38.515,592,3950,"pollen","European Pollen Database","van Zeist, W., R.A. Timmers, and S. Bottema. 1968. Studies of modern and Holocene pollen precipitation in southeastern Turkey. Paleohistoria 14:19-39.","Lake. Physiography: basin. Surrounding vegetation: cultivated fields and shrubs. Vegetation formation: steppe.","10.21233/np68-ys72"
3034,"Saint Michel de Braspart","BRASPART",48.416667,-3.666667,150,3951,"pollen","European Pollen Database","van Zeist, W. 1963. Recherches palynologiques en Bretagne Occidentale. Congrès Préhistorique de France, Rennes, France. Notes: Number 37, pages:5-19;
van Zeist, W. 1964. A paleobotanical study of some bogs in western Brittany (Finistère), France. Paleohistoria 10:157-180.","A bog. Physiography: On the top of the Montagne d'Arrée. Surrounding vegetation: cultivated fields and forest.","10.21233/4z7r-k050"
3035,"Brede Bridge","BREDCOUN",50.90621,0.67685,2,3953,"pollen","European Pollen Database","Waller, M.P. 1993. Flandrian vegetational history of south-eastern England. Stratigraphy of the Brede valley and pollen data from Brede Bridge. New Phytologist 126:369-392.","Floodplain mire, peat overlain by alluvi. Physiography: floodplain. Surrounding vegetation: arable and some pastoral farming.","10.21233/kmvh-v620"
3038,"Bugristoe","BUGRIST",58.25,85.166667,100,3956,"pollen","European Pollen Database","Blyakharchuk, T.A. 1989. Detal'noe raschlenenie rannego i srednego golotsena po dannym issledovaniya azonal'nogo merzlogo torfyanika na yugeZapadnoi Sibiri [Middle and early Holocene by study of unzonal palsa bog in the south of West Siberia]. Page 26 in Abstract: Palinologiya i poleznye iskopaemye [Palynology and mineral sources]. Minsk, Byelorussia..;
Blyakharchuk, T.A. 1989. Istorija rastitel'nosti yugovostoka Zapadnoi Sibiri v golotsene po dannym botanicheskogo i sporovo-pyl'tsevogo analiza torfa [The Holocene history of vegetation of south-eastern West Siberia by botanical and pollen analyses of peat deposits]. Doctoral dissertation. Tomsk State University, Tomsk, Russia.","Palsa bog surrounded by raised bog. Physiography: ancient narrow gully. Surrounding vegetation: Pinus sylvestris, Pinus sibirica, Betula pendula.","10.21233/7t0m-0g70"
3040,"Butter Mountain","BUTTER",54.18523,-6.04608,458,3966,"pollen","European Pollen Database","Holland, S.M. 1975. A pollen-analytical study concerning settlement and early agriculture in County Down, Northern Ireland. Doctoral dissertation. Queen's University, Belfast, Northern Ireland, UK.","Ombrogenous blanket-bog. Physiography: near summit of mountain. Surrounding vegetation: heather / rough grassland.","10.21233/6q48-7975"
3042,"Cairn","CAIRN2",45.3311111111111,6.55694444444444,2338,3968,"pollen","European Pollen Database","David, F. 1993. Evolutions de la limite supérieure des arbres dans les Alpes françaies du nord depuis la fin des temps glaciaires.. Doctoral dissertation. Université d'Aix-Marseille, Marseille, France. Notes: volume 1: 94p, volume 2: diagrams and tables.","Peat bog. Phusiography: depression in mountain. Surrounding vegetation: rock.","10.21233/feqv-f796"
3043,"Cam Loch","CAM-LG",58.073755,-5.03553,123,3969,"pollen","European Pollen Database","Pennington, W. 1975. A chronostratigraphic comparison of late Weichselian and late Devensian subdivisions illustrated by two radiocarbon dated profiles from western Britain. Boreas 4(3):157-171. https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1502-3885.1975.tb00687.x. [DOI: 10.1111/j.1502-3885.1975.tb00687.x]","A large lake with rocky shore, no marginal hydrosere. Vigorous inflow streams","10.21233/0xa7-w271"
3044,"Carrivmoragh","CARRIV",54.30019,-5.98393,260,3971,"pollen","European Pollen Database","Holland, S.M. 1975. A pollen-analytical study concerning settlement and early agriculture in County Down, Northern Ireland. Doctoral dissertation. Queen's University, Belfast, Northern Ireland, UK.","Cut-over valley peat, eroded. Physiography: valley floor. Surrounding vegetation: rough grassland.","10.21233/m7cb-vr77"
3045,"La Caudelais","CAUDELAI",47.2544444444444,-1.80027777777778,1,3972,"pollen","European Pollen Database","Voeltzel, D. 1987. Recherches pollenanalytiques sur la vegetation holocene de la plaine alluviale de l'estuaire de la Loire et des coteaux environnants. Doctoral dissertation. Université d'Aix-Marseille, Marseille, France.","Marsh. Physiography: alluvial plain. Surrounding vegetation: cultivated fields.","10.21233/ma29-1k87"
3046,"Vallon de Provence","VALPROV2",44.391111,6.404167,2075,4507,"pollen","European Pollen Database","de Beaulieu, J.L. 1977. Contribution pollenanalytique à l'histoire tardiglaciaire et Holocène de la végétation des Alpes méridionales françaices. Doctoral dissertation. Université d'Aix-Marseille, Marseille, France.","Low Marsh with Cyperaceae. Physiography: little structural depression (sandstone). Surrounding vegetation: caricetum.","10.21233/zr55-9j43"
3046,"Vallon de Provence","CBB75",44.391111,6.404167,2075,3973,"pollen","European Pollen Database","de Beaulieu, J.L. 1977. Contribution pollenanalytique à l'histoire tardiglaciaire et Holocène de la végétation des Alpes méridionales françaices. Doctoral dissertation. Université d'Aix-Marseille, Marseille, France.","Low Marsh with Cyperaceae. Physiography: little structural depression (sandstone). Surrounding vegetation: caricetum.","10.21233/t57v-4b19"
3047,"Cergowa Gora","CERGOWA",49.533333,21.7,495,3974,"pollen","European Pollen Database","Szczepanek, K. 2001. Anthropogenic vegetation changes in the region of the Dukla Pass, the Lower Beskid Mountains. Pages 171-182 in J. Machnik, editor. Prace Komisji Prehistorii Karpat 2. Polska Akademia Umiejetnosci, Krakow.;
Szczepanek, K. 2001. Late Holocene vegetation history in the Dukla Pass region (Low Beskidy, Carpathians) based on pollen and macrofossil analyses. Acta Palaeobotanica 41(2):341-353.","Organic deposits derived from the landslide depression.","10.21233/sy81-7r10"
3048,"Lac de Chambedaze","CHAMB5",45.444444,2.875278,1182,3977,"pollen","European Pollen Database","Guenet, P. 1986. Analyse pollinique de la tourbière de Chambedaze et recherches pollenanalytiques dans les Monts Dore et le Cézallier, Massif central, France. Doctoral dissertation. Aix-Marseille Université, Marseille, France. Notes: 112 pages;
Guenet, P., and M. Reille. 1988. Analyse pollinique du lac-tourbière (Massif-Central, France) et datation de l'explosion des plus jeunes volcans d'Auvergne. Bulletin de l'Association française pour l'étude du quaternaire 25(4):175-194.","lake with peat bogs around. Physiography: depression in valley. Surrounding vegetation: forest Picea.","10.21233/2arg-mj55"
3049,"Lac Chambon","LVC1",45.5741666666667,2.92222222222222,901,48990,"pollen","European Pollen Database","Gay, I. 1995. Evolution des flux minéraux pendant le Tardiglaciaire et l'Holocène dans un bassin montagneux à roches magmatiques sous latitude moyenne. Le bassin du Lac Chambon, Massif Central, France.. Master's thesis. Université d'Orléans, Orléans, France.;
Macaire, J.J., G. Bossuet, A. Choquier, C. Cocirta, P. de Luca, A. Dupis, I. Gay, E. Mathey, and P. Guenet. 1997. Sediment yield during Late-Glacial and Holocene periods in the Lac Chambon watershed, Massif-Central, France. Earth Surface Processes and Landforms 22:473-489.","Lake. Physiography: volcanic lake (Le Tarteret volcan). Surrounding vegetation:  forest and cultivated fields.","10.21233/G64Z-E435"
3049,"Lac Chambon","LV2",45.5741666666667,2.92222222222222,901,49145,"pollen","European Pollen Database","Gay, I. 1995. Evolution des flux minéraux pendant le Tardiglaciaire et l'Holocène dans un bassin montagneux à roches magmatiques sous latitude moyenne. Le bassin du Lac Chambon, Massif Central, France.. Master's thesis. Université d'Orléans, Orléans, France.;
Macaire, J.J., G. Bossuet, A. Choquier, C. Cocirta, P. de Luca, A. Dupis, I. Gay, E. Mathey, and P. Guenet. 1997. Sediment yield during Late-Glacial and Holocene periods in the Lac Chambon watershed, Massif-Central, France. Earth Surface Processes and Landforms 22:473-489.","Lake. Physiography: volcanic lake (Le Tarteret volcan). Surrounding vegetation:  forest and cultivated fields.","10.21233/XRH2-SN08"
3049,"Lac Chambon","LVC1",45.5741666666667,2.92222222222222,901,3978,"pollen","European Pollen Database","Gay, I. 1995. Evolution des flux minéraux pendant le Tardiglaciaire et l'Holocène dans un bassin montagneux à roches magmatiques sous latitude moyenne. Le bassin du Lac Chambon, Massif Central, France.. Master's thesis. Université d'Orléans, Orléans, France.;
Macaire, J.J., G. Bossuet, A. Choquier, C. Cocirta, P. de Luca, A. Dupis, I. Gay, E. Mathey, and P. Guenet. 1997. Sediment yield during Late-Glacial and Holocene periods in the Lac Chambon watershed, Massif-Central, France. Earth Surface Processes and Landforms 22:473-489.","Lake. Physiography: volcanic lake (Le Tarteret volcan). Surrounding vegetation:  forest and cultivated fields.","10.21233/5h5a-jz46"
3050,"Bois de la Masse","CHASTREI",45.5013888888889,2.74472222222222,1140,3979,"pollen","European Pollen Database","Vergne, V. 1991. Les paysages végétaux d'Artense au Tardiglaciaire et à l'Holocène. Bulletin de l'Association de géographes française 68(1):23-28.","Bog. Physiography: plateau in Artense valley. Surrounding vegetation: forest, cultivated fields, bog.","10.21233/9ef4-mh31"
3053,"Chepkeliai Bog","CHEPK2",54.016667,24.516667,133,3983,"pollen","European Pollen Database","Savukyniene, N. 1976. Zemes ukio pletros bruozai Cepkeliu pelkes apylinkese [Features of agriculture development in the environs of Chepkeliai bog]. Lietuvos geografu draugija, Geografinis metrastis 14:169-175.;
Tamosaitis, J., and M. Grigelyte. 1977. Ezerai ir mazi mazi ezerai [Lakes and small small lakes]. Lietuvos geografu draugija, Geografinis metrastis 15:28-35.","Small lake in the raised bog. Physiography: on the glaciofluvial plain. Surrounding vegetation: Pinus forests frequently with Picea.","10.21233/dqwm-ja59"
3054,"Chernoe Lake","CHERNOE",50.96474499999999,106.64653000000001,500,3984,"pollen","European Pollen Database","Tarasov, P.E., M.Y. Pushenko, S.P. Harrison, L. Saarse, A.A. Andreev, Z.V. Aleshinskaya, N.N. Davydova, N.I. Dorofeyuk, Y.V. Efremov, G.A. Elina, Y.K. Elovicheva, L.V. Filimonova, V.S. Gunova, V.I. Khomutova, E.V. Kvavadze, I.Y. Neustrueva, V.V. Pisareva, V.S. Volkova, T.S. Shelekhova, D.A. Subetto, O.N. Uspenskaya, and V.P. Zernitskaya. 1996. Lake Status Records from the Former Soviet Union and Mongolia: Documentation of the Second Version of the Data Base. NOAA Paleoclimatology Publications Series Report No. 5. NOAA, Boulder, Colorado, USA.","Lake ca 500 m in diameter. Surrounding vegetation: Betula, Pinus sylvestris, Larix, Picea.","10.21233/bz4w-kv74"
3055,"Cherny Yar","CHERNYAR",56.066667,161,148,3985,"pollen","European Pollen Database","","Physiography: the second terrace.","10.21233/140w-er94"
3056,"Chistic","CHISTIC",57.335,33,205,3986,"pollen","European Pollen Database","Surova, T.G., and M.M. Chernavskaya. 1997. Paleobotanical description of peat bog Chistic in connection with climatic change in the Golotsen [in Russian]. Data of meteorological studies 16. Russian Academy of Science, Geophysical Committee..","Oligo-mezotrophic moor. Physiography: interstream area of the rivers Selizharo.","10.21233/x4xa-1k90"
3058,"Loch a'Chroisg","CHROISGP",57.57486,-5.142625,155,3988,"pollen","European Pollen Database","Harkness, D.D., and H.W. Wilson. 1973. Scottish universities research and reactor centre radiocarbon measurements I. Radiocarbon 15(3):554-565. https://journals.uair.arizona.edu/index.php/radiocarbon/article/viewFile/371/376.;
Pennington, W. 1973. Absolute pollen frequencies in the sediments of lakes of different morphometry. Pages 79-104 in H.J.B. Birks and R.G. West, editors. Quaternary Plant Ecology. Blackwell Sceintific Publications, Oxford, UK.;
Pennington, W. 1977. Lake sediments and the lateglacial environment in northern Scotland. Pages 119-141 in J.M. Gray and J.J. Lowe, editors. Studies in the Scottish Lateglacial Environment. Pergamon Press, Oxford, UK. [DOI: 10.1016/B978-0-08-020498-7.50013-3]",,"10.21233/2yt1-f536"
3059,"Lac du Clou","CLAC2",45.5661111111111,6.93277777777778,2375,3989,"pollen","European Pollen Database","David, F. 1993. Evolutions de la limite supérieure des arbres dans les Alpes françaies du nord depuis la fin des temps glaciaires.. Doctoral dissertation. Université d'Aix-Marseille, Marseille, France. Notes: volume 1: 94p, volume 2: diagrams and tables.","Lake. Physiography: mountain. Surrounding vegetation: alpine lawn degraded by pasture.","10.21233/2brg-cb50"
3060,"Clapeyret","CLAP69",44.1502777777778,7.24333333333333,2260,3990,"pollen","European Pollen Database","de Beaulieu, J.L. 1977. Contribution pollenanalytique à l'histoire tardiglaciaire et Holocène de la végétation des Alpes méridionales françaices. Doctoral dissertation. Université d'Aix-Marseille, Marseille, France.","Carex peat. Physiography: Formerly glaciated; cristalline. Surrounding vegetation: Larix, Picea, Pinus cembra open forest. Vegetation formation: Tree limit.","10.21233/6ys9-2m10"
3061,"Clatteringshaws Loch","CLATTERI",55.07767,-4.2993,210,3991,"pollen","European Pollen Database","Birks, H.H. 1975. Studies in the vegetational history of Scotland. IV. Pine stumps in Scottish blanket peats. Philosophical Transactions of the Royal Society of London B: Biological Sciences 270:181-226. https://royalsocietypublishing.org/doi/abs/10.1098/rstb.1975.0007. [DOI: 10.1098/rstb.1975.0007]","Eroded blanket bog with pine stumps. Physiography: flat ground by Clatteringshaws reservoir. Surrounding vegetation: molinietum.","10.21233/dfsr-fr27"
