taxon_name,clean_name,action
Clethra,Clethra,update
Cleyera,Cleyera,update
Cliffortia,Cliffortia,update
Cliffortia nitidula,Cliffortia nitidula,update
Cliffortia nitidula-type,Cliffortia nitidula type,update
Clusiaceae,Clusiaceae,update
Clusiaceae undiff.,Clusiaceae,update
Clutia,Clutia,update
Cnestis,Cnestis,update
Cnestis ferruginea-type,Cnestis ferruginea type,update
Cnestis-type,Cnestis type,update
Cnestis-type ferruginea,Cnestis ferruginea type,update
Coccinia,Coccinia,update
Coccinia grandis-type,Coccinia grandis type,update
Cocculus,Cocculus,update
Cocculus hirsutus-type,Cocculus hirsutus type,update
Cocculus pendulus-type,Cocculus pendulus type,update
Cochlospermum,Cochlospermum,update
Cocos,Cocos,update
Cocos nucifera,Cocos nucifera,update
Coffea,Coffea,update
Cola cordifolia-type,Cola cordifolia type,update
Cola-type,Cola type,update
Cola-type nitida,Cola nitida type,update
Colchicaceae undiff.,Colchicaceae,update
Colchicum,Colchicum,update
Colchicum autumnale type,Colchicum autumnale type,update
Colchicum type,Colchicum type,update
Colchicum/Merendera,Colchicum,update
Colophospermum,Colophospermum,update
Colophospermum mopane,Colophospermum mopane,update
Colpothrinax,Colpothrinax,update
Colutea,Colutea,update
Colutea arborescens,Colutea arborescens,update
Comandra elegans,Comandra umbellata,update
Comandra umbellata,Comandra umbellata,update
Combretaceae,Combretaceae,update
Combretaceae undiff.,Combretaceae,update
Combretum,Combretum,update
Combretum aculeatum-type,Combretum aculeatum type,update
Combretum molle-type,Combretum molle  type,update
Combretum-type,Combretum type,update
Combretum-type aculeatum,Combretum aculeatum type,update
Combretum-type glutinosum,Combretum glutinosum type,update
Combretum-type molle,Combretum molle type,update
Combretum-type paniculatum,Combretum paniculatum type,update
Commeli benghalensis,Commelina benghalensis,update
Commeli-type benghalensis,Commelina benghalensis type,update
Commeli-type forskalaei,Commelina forskaolii type,update
Commelicea,Commelinaceae,update
Commelina,Commelina,update
Commelina sp,Commelina,update
Commelina-type,Commelina type,update
Commelina-type benghalensis,Commelina benghalensis type,update
Commelina-type capitata,Commelina capitata type,update
Commelina-type forskalaei,Commelina forskaolii type,update
Commelinaceae,Commelinaceae,update
Commelinaceae undiff.,Commelinaceae,update
Commicarpus-type,Commicarpus type,update
Commicarpus-type plumbagineus,Commicarpus plumbagineus type,update
Commiphora,Commiphora,update
Commiphora africana type,Commiphora africana type,update
Commiphora africana-type,Commiphora africana type,update
Commiphora edulis-type,Commiphora edulis type,update
Commiphora madagascarensis-type,Commiphora madagascariensis type,update
COMP. LIGULIFLORAE,Asteraceae (Liguliflorae),update
Comp.tub.,Asteroideae,update
Compo.,Asteraceae,update
Compositae,Asteraceae,update
Compositae (echinate),Asteraceae,update
"Compositae (except Artemesia, Stoebe)",Asteraceae,update
Compositae (fenestrate),Asteraceae,update
Compositae Liguliflorae,Asteraceae (Liguliflorae),update
Compositae subf. Asteroideae,Asteroideae,update
Compositae subf. Asteroideae undiff.,Asteroideae,update
Compositae subf. Cichorioideae,Cichorioideae,update
Compositae subf. Cichorioideae undiff.,Cichorioideae,update
Compositae Subfam. Asteroideae,Asteroideae,update
Compositae Subfam. Cichorioideae,Cichorioideae,update
Compositae tubuliflorae,Asteroideae,update
Compositae undif.,Asteraceae,update
Compositae undiff.,Asteraceae,update
Conium mac,Conium maculatum,update
Conium maculatum,Conium maculatum,update
Conium t.,Conium type,update
Conium type,Conium type,update
Connaraceae undiff.,Connaraceae,update
Conocarpus,Conocarpus,update
Conopodium,Conopodium,update
Conopodium majus,Conopodium majus,update
Conopodium type,Conopodium type,update
Consolida ambigua type,Delphinium ambiguum type,update
Consolida type,Consolida type,update
Conv._ar-s,Convolvulus arvensis,update
Convallaria,Convallaria,update
Convallaria type,Convallaria type,update
Convol-eae,Convolvulaceae,update
Convolvulaceae,Convolvulaceae,update
CONVOLVULACEAE,Convolvulaceae,update
Convolvulaceae undiff.,Convolvulaceae,update
Convolvulaceae-Ipomoea,Ipomoea,update
Convolvulus,Convolvulus,update
Convolvulus arvensis,Convolvulus arvensis,update
Convolvulus arvensis type,Convolvulus arvensis type,update
Convolvulus sepium,Calystegia sepium,update
Convolvulus sepium type,Calystegia sepium type,update
Convolvulus sp.,Convolvulus,update
Convolvulus-type,Convolvulus type,update
Copaifera-type,Copaifera type,update
Copaifera-type salikounda,Copaifera salikounda type,update
Coprosma type,Coprosma type,update
Corbichonia-type decumbens,Corbichonia decumbens type,update
Corchorus-type,Corchorus type,update
Corchorus-type fascicularis,Corchorus fascicularis type,update
Corchorus-type olitorius,Corchorus olitorius type,update
Cordia,Cordia,update
Cordia africana type,Cordia africana type,update
Cordia africana-type,Cordia africana type,update
Corema album type,Corema album type,update
Corethrodendron,Corethrodendron,update
Coriaria,Coriaria,update
Coriaria myrtifolia,Coriaria myrtifolia,update
Cornaceae,Cornaceae,update
Cornulaca,Cornulaca,update
Cornulaca monacantha-type,Cornulaca monacantha type,update
Cornus,Cornus,update
CORNUS,Cornus,update
Cornus mas,Cornus mas,update
Cornus mas type,Cornus mas type,update
Cornus mas/C. suecica,Cornus mas/Cornus suecica,update
Cornus mas/Cornus suecica,Cornus mas/Cornus suecica,update
Cornus san,Cornus sanguinea,update
Cornus sanguinea,Cornus sanguinea,update
Cornus sanguinea cf.,Cornus sanguinea type,update
Cornus sanguinea type,Cornus sanguinea type,update
Cornus sanquinea,Cornus sanguinea,update
Cornus sericea,Cornus sericea,update
Cornus sericea subsp. sericea,Cornus sericea,update
Cornus suecica,Cornus suecica,update
Cornus suecica type,Cornus suecica type,update
Cornus suecica/C. mas,Cornus mas/Cornus suecica,update
Cornus type,Cornus type,update
Cornus-type,Cornus type,update
Coronilla,Coronilla,update
Coronilla type,Coronilla type,update
Corrigiola,Corrigiola,update
Corydalis,Corydalis,update
Corydalis bracteata,Corydalis bracteata,update
Corydalis solida type,Corydalis solida type,update
Corydalis type,Corydalis type,update
Corylopsis,Corylopsis,update
Corylus,Corylus,update
CORYLUS,Corylus,update
Corylus avellana,Corylus avellana,update
Corylus avellana type,Corylus avellana type,update
Corylus maxima,Corylus maxima,update
Corylus type,Corylus type,update
Corylus/Myrica,Corylus/Myrica,update
Coryophyllaceae,Caryophyllaceae,update
Cotinus,Cotinus,update
Cotinus coggygria,Cotinus coggygria,update
Cotinus coggyria,Cotinus coggygria,update
Cotinus type,Cotinus type,update
Cotoneaste,Cotoneaster,update
Cotoneaster,Cotoneaster,update
Cotoneaster type,Cotoneaster type,update
Cotula-type anthemoides,Cotula anthemoides type,update
Cotynus coggyria,Cotinus coggygria,update
Coula edulis,Coula edulis,update
Cousinia,Cousinia,update
Cousinia t.,Cousinia type,update
Cousinia type,Cousinia type,update
Crassocephalum-type,Crassocephalum type,update
Crassocephalum-type montuosum,Crassocephalum montuosum type,update
Crassula,Crassula,update
Crassula alba-type,Crassula alba type,update
Crassula hedbergii-type,Crassula granvikii type,update
Crassulaceae,Crassulaceae,update
Crassulaceae undiff.,Crassulaceae,update
Crassularia,Crassula,update
Crataegus,Crataegus,update
CRATAEGUS,Crataegus,update
Crataegus monogyna,Crataegus monogyna,update
Crataegus t.,Crataegus type,update
Crataegus type,Crataegus type,update
Crategus,Crataegus,update
Craterispermum,Craterispermum,update
Crateva adansonii,Crateva adansonii,update
Cratoxylum,Cratoxylum,update
Crepis,Crepis,update
Crepis aurea,Crepis aurea,update
Crepis type,Crepis type,update
Crepis-type,Crepis type,update
Cressa-type cretica,Cressa cretica type,update
Crinum,Crinum,update
Crinum-type tans,Crinum natans type,update
Crocus,Crocus,update
Crossandra,Crossandra,update
Crossopterix febrifuga,Crossopterix febrifuga,update
Crossopteryx,Crossopteryx,update
Crossopteryx febrifuga,Crossopteryx febrifuga,update
Crossopteryx-type,Crossopteryx type,update
Crotalaria,Crotalaria,update
Crotalaria-type,Crotalaria type,update
Croton,Croton,update
Croton type,Croton type,update
Croton-t,Croton type,update
Croton-type,Croton type,update
Croton-type macrostachyus,Croton macrostachyus type,update
Croton/Jatropha,Croton/Jatropha,update
Croton/Neoboutonia,Croton/Neoboutonia,update
Crozophora,Chrozophora,update
Cruciferae,Brassicaceae,update
CRUCIFERAE,Brassicaceae,update
Cruciferae type,Brassicaceae,update
Cruciferae undiff.,Brassicaceae,update
Crudia,Crudia,update
Crudia-type,Crudia type,update
Crudia-type gabonensis,Crudia gabonensis type,update
Crypteronia,Crypteronia,update
Cryptogramma,Cryptogramma,update
Cryptogramma crispa,Cryptogramma crispa,update
Cryptogramma crispa type,Cryptogramma crispa type,update
Cryptomeria,Cryptomeria,update
Cryptomeria japonica,Cryptomeria japonica,update
Cryptomeria type,Cryptomeria type,update
Cryptomeria-type,Cryptomeria type,update
Cryptosepalum,Cryptosepalum,update
Cryptotaenia,Cryptotaenia,update
Cucumis,Cucumis,update
Cucumis dipsaceus-type,Cucumis dipsaceus type,update
Cucurbitaceae,Cucurbitaceae,update
Cucurbitaceae undiff.,Cucurbitaceae,update
Culcasia scandens-type,Culcasia scandens type,update
Cunninghamia,Cunninghamia,update
Cupressaceae,Cupressaceae,update
CUPRESSACEAE,Cupressaceae,update
Cupressaceae type,Cupressaceae,update
Cupressaceae undiff.,Cupressaceae,update
Cupressaceae..other.,Cupressaceae,update
Cupressaceae/Taxaceae,Cupressaceae/Taxaceae,update
Cupressus,Cupressus,update
CUPRESSUS,Cupressus,update
Cupressus lusitanica,Cupressus lusitanica,update
Cupressus type,Cupressus type,update
Cupressus-type,Cupressus type,update
Cupressus-type lusitanica,Hesperocyparis lusitanica,update
Cupressus/Juniperus,Cupressus/Juniperus,update
Cupressus+Juniperus,Cupressus/Juniperus,update
Curculigo,Curculigo,update
Cuscuta,Cuscuta,update
Cuscuta europaea T,Cuscuta europaea type,update
Cuscuta europaea type,Cuscuta europaea type,update
Cuscuta-type,Cuscuta type,update
Cussonia,Cussonia,update
Cussonia arborea-type,Cussonia arborea type,update
Cuviera,Cuviera,update
Cyathea,Cyathea,update
Cyathea manniana-type,Alsophila manniana type,update
Cyatheaceae,Cyatheaceae,update
Cyathogyne,Thecacoris,update
Cyathula orthacantha type,Cyathula orthacantha type,update
Cyathula sp,Cyathula,update
Cyathula-type,Cyathula type,update
Cyathula-type orthacantha,Cyathula orthacantha type,update
Cycas,Cycas,update
Cyclamen,Cyclamen,update
CYCLAMEN,Cyclamen,update
Cyclamen hederifolium,Cyclamen hederifolium,update
Cyclobalanopsis,Quercus,update
Cyclobalanopsis+Quercus,Quercus,update
Cyclocarya,Cyclocarya,update
Cylicodiscus-type gabunensis,Cylicodiscus gabunensis type,update
Cynoglossum creticum,Cynoglossum creticum,update
Cynoglossum tp.,Cynoglossum type,update
Cynoglossum type,Cynoglossum type,update
Cynoglossum-type,Cynoglossum type,update
Cynometra-type,Cynometra type,update
Cynomorium,Cynomorium,update
Cynomorium coccineum,Cynomorium coccineum,update
Cyperaceae,Cyperaceae,update
CYPERACEAE,Cyperaceae,update
Cyperaceae class 1,Cyperaceae,update
Cyperaceae class 2,Cyperaceae,update
Cyperaceae class 3,Cyperaceae,update
Cyperaceae class 4,Cyperaceae,update
Cyperaceae undiff,Cyperaceae,update
Cyperaceae undiff.,Cyperaceae,update
Cyperaceae+Cyperus,Cyperaceae,update
Cyperus,Cyperus,update
Cyperus longus type,Cyperus longus type,update
Cyperus type,Cyperus type,update
Cyperus-type conglomeratus,Cyperus conglomeratus type,update
Cyperus-type laevigatus,Cyperus laevigatus type,update
Cyphostemma type,Cyphostemma type,update
Cyphostemma-type,Cyphostemma type,update
Cysto._f-s,Cystopteris fragilis,update
Cystopteris,Cystopteris,update
CYSTOPTERIS,Cystopteris,update
Cystopteris fragilis,Cystopteris fragilis,update
Cystopteris type,Cystopteris type,update
Cytinus hypocistis type,Cytinus hypocistis type,update
Cytisus,Cytisus,update
Cytisus scoparius,Cytisus scoparius,update
Cytisus type,Cytisus type,update
Cytisus/Genista,Cytisus/Genista,update
Cytisus/Genista type,Cytisus/Genista type,update
Cytisus/Ulex,Cytisus/Ulex,update
Cyttaranthus congolensis,Cyttaranthus congolensis,update
Dacrydium,Dacrydium,update
Dacryodes-type,Dacryodes type,update
Dalbergia,Dalbergia,update
Dalechampia,Dalechampia,update
Damnacanthus,Damnacanthus,update
Daniella cf oliverii,Daniellia oliveri type,update
Daniellia,Daniellia,update
Daphne,Daphne,update
Daphne gnidium,Daphne gnidium,update
Daphne gnidium t.,Daphne gnidium type,update
Daphne gnidium type,Daphne gnidium type,update
Daphne type,Daphne type,update
Daphniphyllum,Daphniphyllum,update
Datisca,Datisca,update
Datura,Datura,update
Daucaceae,Daucaceae,update
Daucus,Daucus,update
Daucus car,Daucus carota,update
Daucus carota,Daucus carota,update
Daucus carota type,Daucus carota type,update
Daucus t.,Daucus type,update
Daucus type,Daucus type,update
Davallia,Davallia,update
Davallia-type,Davallia type,update
Davalliaceae undiff.,Polypodiaceae,update
Davidia,Davidia,update
Debregeasia,Debregeasia,update
Decarya madagascariensis,Decarya madagascariensis,update
Decaspermum,Decaspermum,update
deciduous Quercus,Quercus deciduous,update
Deinbollia-type,Deinbollia type,update
Delonix,Delonix,update
Delonix elata-type,Delonix elata type,update
Delphinium,Delphinium,update
Delphinium elatum,Delphinium elatum,update
Delphinium type,Delphinium type,update
Delphiunium elatum,Delphinium elatum,update
Dendropanax,Dendropanax,update
Dendrosenecio,Dendrosenecio,update
Deschampsia,Deschampsia,update
Descurainia,Descurainia,update
Desmodium,Desmodium,update
Desmodium repandum-type,Hylodesmum repandum type,update
Desmodium-type,Desmodium type,update
Desplatsia-type,Desplatsia type,update
Detarium,Detarium,update
Dialium,Dialium,update
Dialium guineense-type,Dialium guineense type,update
Dialium-type,Dialium type,update
Dianthus,Dianthus,update
Dianthus superbus type,Dianthus superbus type,update
Dianthus t,Dianthus,update
Dianthus type,Dianthus type,update
Dianthus-type,Dianthus type,update
Diapensia,Diapensia,update
Diapensia lapponica,Diapensia lapponica,update
Dichondra-type micrantha,Dichondra micrantha type,update
Dichostema glaucescens-type,Dichostema glaucescens type,update
Dichostemma-type glaucescens,Dichostemma glaucescens type,update
Dichrostachys,Dichrostachys,update
Dichrostachys cinerea type,Dichrostachys cinerea type,update
Dichrostachys cinerea-type,Dichrostachys cinerea type,update
Dicliptera-type,Dicliptera type,update
Dicoma,Dicoma,update
Dictyandra,Dictyandra,update
Didelotia-type,Didelotia type,update
Didierea,Didierea,update
Digera-type muricata,Digera muricata type,update
Digitalis,Digitalis,update
Digitalis purpurea type,Digitalis purpurea type,update
Digitalis type,Digitalis type,update
Dimocarpus confinis,Dimocarpus fumatus subsp indochinensis,update
Dimocarpus fumatus subsp indochinensis,Dimocarpus fumatus subsp indochinensis,update
Dinetus,Dinetus,update
Diodia-type,Diodia type,update
Dioscorea,Dioscorea,update
Diospyros,Diospyros,update
Diospyros sp,Diospyros,update
Diphasiastrum,Diphasiastrum,update
Diphasiastrum alpinum,Lycopodium alpinum,update
Diphasiastrum complanatum,Lycopodium complanatum,update
Diphasium,Lycopodium,update
Diphasium alpinum,Lycopodium alpinum,update
Diphasium alpinum T,Lycopodium alpinum type,update
Diphasium alpinum type,Lycopodium alpinum type,update
Diphasium complanatum,Lycopodium complanatum,update
Diphasium sp.,Lycopodium,update
Diphasium tristachyum,Lycopodium tristachyum,update
Diphasium type,Lycopodium type,update
Diplospora,Diplospora,update
Dipsacaceae,Dipsacaceae,update
DIPSACACEAE,Dipsacaceae,update
Dipsacaceae indet.,Dipsacaceae,update
Dipsacaceae undiff.,Dipsacaceae,update
Dipsacoideae,Caprifoliaceae,update
Dipsacus,Dipsacus,update
Dipsacus fullonum type,Dipsacus fullonum type,update
Dipsacus pinnatifidus-type,Dipsacus pinnatifidus type,update
Dipsacus type,Dipsacus type,update
Dipterocarpaceae,Dipterocarpaceae,update
Dipterocarpaceae undiff.,Dipterocarpaceae,update
Dipterygium-type glaucum,Cleome pallida type,update
Distylium,Distylium,update
Dobera glabra-type,Dobera glabra type,update
Dobera-type,Dobera type,update
Dobera-type glabra,Dobera glabra type,update
Dodoea,Dodonaea,update
Dodoea angustifolia,Dodonaea viscosa subsp angustifolia type,update
Dodoea viscosa,Dodonaea viscosa,update
Dodoea viscosa-type,Dodonaea viscosa type,update
Dodonaea,Dodonaea,update
Dodonaea angustifolia-type,Dodonaea viscosa subsp angustifolia type,update
Dodonaea viscosa type,Dodonaea viscosa type,update
Dodonaea viscosa-type,Dodonaea viscosa type,update
Dolichos-type,Dolichos type,update
Dombeya,Dombeya,update
Dombeya type,Dombeya type,update
Dombeya-t,Dombeya type,update
Dombeya-type,Dombeya type,update
Dombeya-type buettneri,Dombeya buettneri type,update
Dombeya-type quinqueseta,Dombeya quinqueseta type,update
Doronicum,Doronicum,update
Doronicum type,Doronicum type,update
Dorstenia africana-type,Dorstenia africana type,update
Dorstenia barteri-type,Dorstenia barteri type,update
Dorstenia foetida-type,Dorstenia foetida type,update
Dorstenia kameruniana-type,Dorstenia kameruniana type,update
Dorstenia zanzibarica-type,Dorstenia zanzibarica type,update
Dorstenia-type,Dorstenia type,update
Dorstenia-type scaphigera,Hijmania scaphigera type,update
Draba,Draba,update
Draba type,Draba type,update
Dracaena,Dracaena,update
Dracaena afromontana-type,Dracaena afromontana type,update
Dracaena steudneri-type,Dracaena steudneri type,update
Drimia,Drimia,update
Drimiopsis,Drimiopsis,update
Drosanthemum-type,Drosanthemum type,update
Dry-s,Dryopteris type,update
Dry-s_c-a,Dryopteris cristata type,update
Dry-s_f.-m,Dryopteris filix-mas type,update
Dry-s_ph-s,Phegopteris connectilis,update
Dry-s_sp-a,Dryopteris cristata type,update
Dry-s_th-s,Thelypteris palustris,update
Dryas,Dryas,update
Dryas octopetala,Dryas octopetala,update
Drymaria cordata-type,Drymaria cordata type,update
Dryopteridaceae/Polypodiaceae,Dryopteridaceae/Polypodiaceae,update
Dryopteris,Dryopteris,update
DRYOPTERIS,Dryopteris,update
Dryópteris,Dryopteris,update
Dryopteris carthusiana,Dryopteris carthusiana,update
Dryopteris carthusiana type,Dryopteris carthusiana type,update
Dryopteris cristata,Dryopteris cristata,update
Dryopteris cristata type,Dryopteris cristata type,update
Dryopteris cristata/Dryopteris dilatata type,Dryopteris cristata/Dryopteris dilatata type,update
Dryopteris dilatata,Dryopteris dilatata,update
Dryopteris dilatata type,Dryopteris dilatata type,update
Dryopteris dilatata/cristata t.,Dryopteris cristata/Dryopteris dilatata type,update
Dryopteris dilitata,Dryopteris dilitata,update
Dryopteris expansa,Dryopteris expansa,update
Dryopteris f.-m.,Dryopteris filix-mas,update
Dryopteris filix mas t.,Dryopteris filix-mas type,update
Dryopteris filix-mas,Dryopteris filix-mas,update
Dryopteris filix-mas type,Dryopteris filix-mas type,update
Dryopteris filix-mas-type,Dryopteris filix-mas type,update
Dryopteris fragrans,Dryopteris fragrans,update
Dryopteris sp,Dryopteris,update
Dryopteris t.,Dryopteris type,update
Dryopteris type,Dryopteris type,update
Dryopteris undiff.,Dryopteris,update
Dryopteris/Gymnocarpium,Dryopteris/Gymnocarpium,update
Dryopteris/Gymnocarpium type,Dryopteris/Gymnocarpium type,update
Dryopteris/Thelypteris,Dryopteris/Thelypteris,update
DryopterisT,Dryopteris type,update
Drypetes,Drypetes,update
Drypetes-type,Drypetes type,update
Drypetes-type molunduana,Drypetes molunduana type,update
Duosperma,Duosperma,update
Duparquetia orchidacea,Duparquetia orchidacea,update
Duschekia,Alnus,update
Duschekia fruticosa= Alnus fruticosa type,Alnus alnobetula,update
Dyschoriste-type,Dyschoriste type,update
Dysosma,Podophyllum,update
E. alata type,Ephedra alata type,update
E. fragilis-t.,Ephedra fragilis type,update
Ebeceae,Ebenaceae,update
Ebenaceae,Ebenaceae,update
Ebenaceae undiff.,Ebenaceae,update
Echinocaulon-Persicaria,Persicaria,update
Echinophora,Echinophora,update
Echinophora type,Echinophora type,update
Echinops,Echinops,update
Echinops ritro,Echinops ritro,update
Echinops spinosus-type,Echinops spinosus type,update
Echiochilon,Echiochilon,update
Echium,Echium,update
Echium type,Echium type,update
Echium vulgare,Echium vulgare,update
Echium vulgare type,Echium vulgare type,update
Ehretia,Ehretia,update
Ehretia cymosa-type,Ehretia cymosa type,update
Eichhornia sp,Pontederia,update
Eichhornia type,Pontederia type,update
Ekebergia type,Ekebergia type,update
Ekebergia-type,Ekebergia type,update
Ekebergia-type capensis,Ekebergia capensis type,update
Elaeagnaceae,Elaeagnaceae,update
Elaeagnus,Elaeagnus,update
Elaeagnus angustifolia,Elaeagnus angustifolia,update
Elaeagnus t.,Elaeagnus type,update
Elaeagnus type,Elaeagnus type,update
Elaeis,Elaeis,update
Elaeis guineensis,Elaeis guineensis,update
Elaeocarpaceae,Elaeocarpaceae,update
Elaeocarpaceae undiff.,Elaeocarpaceae,update
Elaeocarpus,Elaeocarpus,update
Elaeophorbia-type drupifera,Euphorbia drupifera type,update
Eleaegnaceae,Elaeagnaceae,update
Eleocharis palustris,Eleocharis palustris,update
Elsholtzia,Elsholtzia,update
Elymus,Elymus,update
Elytranthe,Elytranthe,update
Embelia,Embelia,update
Embelia-type,Embelia type,update
Emex spinosa,Rumex spinosa,update
Empetrum,Empetrum,update
Empetrum cf. E. nigrum,Empetrum nigrum type,update
Empetrum nigrum,Empetrum nigrum,update
EMPETRUM NIGRUM,Empetrum nigrum,update
Empetrum nigrum type,Empetrum nigrum type,update
Empetrum t.,Empetrum type,update
Empetrum type,Empetrum type,update
Empetrum-group,Empetrum type,update
Empetrum-type,Empetrum type,update
Empetrum/Ledum,Empetrum/Ledum,update
Emphetrum nigrum,Empetrum nigrum,update
Encephalartos,Encephalartos,update
Encephalatos,Encephalartos,update
Endospermum,Endospermum,update
Engelhardia,Engelhardia,update
Engelhardtia,Engelhardia,update
Englerophytum,Englerophytum,update
Enicostema,Enicostema,update
Entada,Entada,update
Entada sp,Entada,update
Entada type,Entada type,update
Entada-type,Entada type,update
Entada-type abyssinica,Entada abyssinica type,update
Entada-type gigas,Entada gigas type,update
Entada/Piptadeniastrum,Entada/Piptadeniastrum,update
Entada/Prosopis,Entada/Prosopis,update
Entandrophragma-type,Entandrophragma type,update
Eomecon,Eomecon,update
Ephedra,Ephedra,update
Ephedra alata type,Ephedra alata type,update
Ephedra distachya,Ephedra distachya,update
Ephedra distachya t.,Ephedra distachya type,update
Ephedra distachya type,Ephedra distachya type,update
EPHEDRA DISTACHYA type,Ephedra distachya type,update
Ephedra distachya-t.,Ephedra distachya type,update
Ephedra distachya-type,Ephedra distachya type,update
Ephedra distahia,Ephedra distachya,update
Ephedra distahya,Ephedra distachya,update
Ephedra dystachia type,Ephedra distachya type,update
Ephedra equisetina,Ephedra equisetina,update
Ephedra fragilis,Ephedra fragilis,update
Ephedra fragilis  type,Ephedra fragilis type,update
Ephedra fragilis ssp campylopoda,Ephedra fragilis ssp campylopoda,update
Ephedra fragilis subsp. campylopoda,Ephedra fragilis,update
Ephedra fragilis t.,Ephedra fragilis type,update
Ephedra fragilis type,Ephedra fragilis type,update
EPHEDRA FRAGILIS type,Ephedra fragilis type,update
Ephedra fragilis-type,Ephedra fragilis type,update
Ephedra fragilisse,Ephedra fragilis,update
Ephedra major,Ephedra major,update
Ephedra major type,Ephedra major type,update
Ephedra type,Ephedra type,update
Ephedraceae,Ephedraceae,update
Ephippiandra,Ephippiandra,update
Epilobium,Epilobium,update
EPILOBIUM angustif.,Epilobium angustifolium ,update
Epilobium angustifolium,Epilobium angustifolium,update
Epilobium angustifolium ,Epilobium angustifolium,update
Epilobium type,Epilobium type,update
Epilobium undiff.,Epilobium,update
Epilobium-Ludwigia,Epilobium/Ludwigia,update
Epilobium-type,Epilobium type,update
Epilobium/Ludwigia,Epilobium/Ludwigia,update
Epipactis palustris,Epipactis palustris,update
Epiprinus,Epiprinus,update
Equesetum,Equisetum,update
Equisetaceae,Equisetaceae,update
Equisetum,Equisetum,update
EQUISETUM,Equisetum,update
Equisitum,Equisetum,update
Eranthemum,Eranthemum,update
Eremurus,Eremurus,update
Erica,Erica,update
Erica arborea,Erica arborea,update
ERICA arborea,Erica arborea,update
Erica arborea type,Erica arborea type,update
Erica arborea-type,Erica arborea type,update
Erica australis,Erica australis,update
Erica australis type,Erica australis type,update
Erica carnea,Erica carnea,update
ERICA carnea,Erica carnea,update
Erica cinerea,Erica cinerea,update
Erica cinerea type,Erica cinerea type,update
Erica cinerea/E. tetralix,Erica cinerea/Erica tetralix,update
Erica cinerea/Erica tetralix,Erica cinerea/Erica tetralix,update
Erica erigena type,Erica erigena type,update
ERICA indiff.,Erica,update
Erica lusitanica,Erica lusitanica,update
Erica lusitanica type,Erica lusitanica type,update
Erica scoparia t.,Erica scoparia type,update
Erica scoparia type,Erica scoparia type,update
Erica spiculifolia,Erica spiculifolia,update
Erica tetr,Erica tetralix,update
Erica tetralix,Erica tetralix,update
Erica tetralix type,Erica tetralix type,update
Erica type,Erica type,update
Erica umbellata,Erica umbellata,update
Erica umbellata type,Erica umbellata type,update
Erica undiff.,Erica,update
Erica-type,Erica type,update
Erica-type arborea,Erica arborea type,update
Erica-type comorensis,Erica comorensis type,update
Ericaceae,Ericaceae,update
ERICACEAE,Ericaceae,update
Ericaceae B,Ericaceae,update
Ericaceae cf. Ledum,Ledum type,update
Ericaceae empetrum type,Empetrum type,update
ERICACEAE indiff.,Ericaceae,update
Ericaceae sensu lato,Ericaceae,update
Ericaceae type,Ericaceae,update
Ericaceae undiff.,Ericaceae,update
Ericaceae undifferentiated,Ericaceae,update
Ericaceae vaccinium type,Vaccinium type,update
Ericaceae__1,Ericaceae,update
Ericales,Ericales,update
ERICALES,Ericales,update
Ericales (tetrad),Ericales,update
Ericales undiff.,Ericales,update
Erigeron,Erigeron,update
Eriocaulaceae,Eriocaulaceae,update
Eriocaulaceae undiff.,Eriocaulaceae,update
Eriocaulon,Eriocaulon,update
Eriocaulon-type,Eriocaulon type,update
Eriocoelum,Eriocoelum,update
Eriocoelum macrocarpum-type,Eriocoelum macrocarpum type,update
Eriophorum,Eriophorum,update
Eriophorum angustifolium/E. vaginatum,Eriophorum angustifolium/Eriophorum vaginatum,update
Eriophorum angustifolium/Eriophorum vaginatum,Eriophorum angustifolium/Eriophorum vaginatum,update
Eriophorum type,Eriophorum type,update
Eriosema-type,Eriosema type,update
Erodium,Erodium,update
Erodium type,Erodium type,update
Erycibe,Erycibe,update
Eryngium,Eryngium,update
Eryngium campestre type,Eryngium campestre type,update
Eryngium ilicifolium,Eryngium ilicifolium,update
Eryngium t.,Eryngium type,update
Eryngium type,Eryngium type,update
Erythrina,Erythrina,update
Erythrina abyssinica-type,Erythrina abyssinica type,update
Erythrococca,Erythrococca,update
Erythrococca-t,Erythrococca type,update
Erythrococca-type,Erythrococca type,update
Erythrococca-type africana,Erythrococca africana type,update
Erythrophleum,Erythrophleum,update
Erythrophleum sp,Erythrophleum,update
Erythrophleum-type,Erythrophleum type,update
Erythrophluem cf ivorense,Erythrophleum ivorense type,update
Erythroxylaceae undiff.,Erythroxylaceae,update
Erythroxylum,Erythroxylum,update
Eucalyptus,Eucalyptus,update
Eucalyptus type,Eucalyptus type,update
Eucalyptus-type,Eucalyptus type,update
Euclea,Euclea,update
Eucommiaceae,Eucommiaceae,update
Eugenia,Eugenia,update
Eugenia-type,Eugenia type,update
Eugenia/Syzygium,Eugenia/Syzygium,update
Euonymus,Euonymus,update
Euonymus e,Euonymus europaeus,update
Euonymus europaeus,Euonymus europaeus,update
Eupatorium,Eupatorium,update
Eupatorium cannabinum T,Eupatorium cannabinum type,update
Eupatorium cannabinum type,Eupatorium cannabinum type,update
Eupatorium type,Eupatorium type,update
Euphor-eae,Euphorbiaceae,update
Euphorbia,Euphorbia,update
EUPHORBIA,Euphorbia,update
