ID_SITE,ID_ENTITY,ID_SAMPLE,site_name,entity_name,latitude,longitude,elevation,site_type,entity_type,sample_type,basin_size,source,age_BP,avg_depth
68,1277,3280,Akhaltsikhe transect,N187,41.6166666666667,42.9666666666667,1490,"terrestrial, soil, litter, mor humus",surface sample,,small (0.01-1 km2),EMBSECBIO,0,0
68,1278,3281,Akhaltsikhe transect,N188,41.6,42.95,1820,"terrestrial, soil, litter, mor humus",surface sample,,small (0.01-1 km2),EMBSECBIO,0,0
68,1279,3282,Akhaltsikhe transect,N189,41.5833333333333,42.95,1960,"terrestrial, soil, litter, mor humus",surface sample,,small (0.01-1 km2),EMBSECBIO,0,0
68,1280,3283,Akhaltsikhe transect,N190,41.5666666666667,42.95,2210,"terrestrial, soil, litter, mor humus",surface sample,,small (0.01-1 km2),EMBSECBIO,0,0
68,1281,3284,Akhaltsikhe transect,N191,41.55,42.95,2460,"terrestrial, soil, litter, mor humus",surface sample,,small (0.01-1 km2),EMBSECBIO,0,0
69,1282,3285,Bakuriani transect,P193,41.76666667,43.46666667,1900,"terrestrial, soil, litter, mor humus",surface sample,,small (0.01-1 km2),EMBSECBIO,0,0
69,1283,3286,Bakuriani transect,P194,41.76666667,43.46666667,1650,"terrestrial, soil, litter, mor humus",surface sample,,small (0.01-1 km2),EMBSECBIO,0,0
70,1284,3287,Wadi Thamad,Jordan-1,31.56,35.74,428,"terrestrial, soil",profile or section,fluvial/alluvial sediment,small (0.01-1 km2),EMBSECBIO,0,0
70,1285,3288,Wadi Thamad,Jordan-2,31.56,35.74,428,"terrestrial, soil",profile or section,fluvial/alluvial sediment,small (0.01-1 km2),EMBSECBIO,0,0
70,1286,3289,Wadi Thamad,Jordan-3,31.58,35.9,597,"terrestrial, soil",profile or section,fluvial/alluvial sediment,small (0.01-1 km2),EMBSECBIO,0,0
70,1287,3290,Wadi Thamad,Jordan-4,31.58,35.9,597,"terrestrial, soil",profile or section,fluvial/alluvial sediment,small (0.01-1 km2),EMBSECBIO,0,0
71,1288,3291,Wadi Aqraba,Jordan-5,32.72,35.8,219,"terrestrial, soil",surface sample,,small (0.01-1 km2),EMBSECBIO,0,0
72,1094,3401,Wadi Shallalah,Wadi Shallalah,32.6,35.9,385,"terrestrial, soil",profile or section,fluvial/alluvial sediment,small (0.01-1 km2),EMBSECBIO,0,0
72,1289,3292,Wadi Shallalah,Jordan-6,32.59,35.94,376,"terrestrial, soil",profile or section,,small (0.01-1 km2),EMBSECBIO,0,0
73,1290,3293,Salt,Jordan-7,32.05,35.72,908,"terrestrial, soil",surface sample,,small (0.01-1 km2),EMBSECBIO,0,0
73,1297,3300,Salt,Jordan-14,32.09,35.7,844,"terrestrial, soil",surface sample,,small (0.01-1 km2),EMBSECBIO,0,0
74,1291,3294,Azraq Basin,Jordan-8,31.83,36.82,506,"terrestrial, soil, litter, mor humus",sediment sample,,small (0.01-1 km2),EMBSECBIO,0,0
74,1292,3295,Azraq Basin,Jordan-9,31.8,36.58,506,"terrestrial, soil, litter, mor humus",profile or section,,small (0.01-1 km2),EMBSECBIO,0,0
75,1293,3296,Dana,Jordan-10,30.67,35.65,1237,"terrestrial, soil",surface sample,,medium (1.1-50 km2),EMBSECBIO,0,0
76,1294,3297,Tafila,Jordan-11,30.58,35.78,1083,"terrestrial, soil",surface sample,,small (0.01-1 km2),EMBSECBIO,0,0
77,1295,3298,Wadi Rum,Jordan-12,29.56,35.41,1042,"terrestrial, soil",surface sample,,small (0.01-1 km2),EMBSECBIO,0,0
77,1296,3299,Wadi Rum,Jordan-13,29.55,35.42,960,"terrestrial, soil",surface sample,,small (0.01-1 km2),EMBSECBIO,0,0
77,1299,3302,Wadi Rum,Jordan-16,29.56,35.41,982,"terrestrial, soil",surface sample,,small (0.01-1 km2),EMBSECBIO,0,0
78,1298,3301,Ataruz plateau,Jordan-15,31.58,35.67,708,"terrestrial, soil",surface sample,,medium (1.1-50 km2),EMBSECBIO,0,0
79,1300,3303,Heraklean Peninsula,Crimea-1,44.57,33.39,2,"terrestrial, soil",surface sample,,,EMBSECBIO,0,0
79,1301,3304,Heraklean Peninsula,Crimea-2,44.53,33.46,29,"terrestrial, soil",surface sample,,,EMBSECBIO,0,0
79,1302,3305,Heraklean Peninsula,Crimea-3,44.51,33.58,82,"terrestrial, soil",surface sample,,,EMBSECBIO,0,0
79,1303,3306,Heraklean Peninsula,Crimea-4,44.52,33.54,195,"terrestrial, soil",surface sample,,,EMBSECBIO,0,0
79,1304,3307,Heraklean Peninsula,Crimea-5,44.51,33.58,52,"terrestrial, soil",surface sample,,,EMBSECBIO,0,0
79,1308,3311,Heraklean Peninsula,Crimea-11,44.55,33.73,314,"terrestrial, soil",sediment sample,,,EMBSECBIO,0,0
80,1305,3308,Chernaya Valley,Crimea-6,44.59,33.61,6,"terrestrial, soil",sediment sample,fluvial/alluvial sediment,small (0.01-1 km2),EMBSECBIO,0,0
80,1306,3309,Chernaya Valley,Crimea-7,44.59,33.61,4,"terrestrial, soil",sediment sample,fluvial/alluvial sediment,small (0.01-1 km2),EMBSECBIO,0,0
81,1307,3310,McKenzie Heights,Crimea-8,44.61,33.66,226,"terrestrial, soil",surface sample,,small (0.01-1 km2),EMBSECBIO,0,0
82,1309,3312,Saki,Crimea-15,45.14,33.51,2,"terrestrial, soil",surface sample,,small (0.01-1 km2),EMBSECBIO,0,0
83,1310,3313,Kacha,Crimea-18,44.73,33.63,35,"terrestrial, soil",surface sample,,small (0.01-1 km2),EMBSECBIO,0,0
84,1311,3314,Crimean Mountains North,Crimea-23,44.49,33.99,925,"terrestrial, soil",surface sample,,medium (1.1-50 km2),EMBSECBIO,0,0
85,1312,3315,Laspi,Crimea-30,44.42,33.7,17,"terrestrial, soil",surface sample,,small (0.01-1 km2),EMBSECBIO,0,0
86,1095,3384,Yaila,Yaila,44.49,34.06,1205,"terrestrial, soil",soil sample,buried organic bed,very small (<0.01 km2),EMBSECBIO,-39,0
86,1313,3316,Yaila,Crimea-32,44.5,33.7,1205,"terrestrial, soil",profile or section,,very small (<0.01 km2),EMBSECBIO,0,0
88,1315,3317,Gorgan,Gorgan delta,37.92,54.083,-28,"coastal, other",sediment sample,,very large (>500 km2),EMBSECBIO,0,
89,1316,3318,Karakol lake,KaraKol,43.38,51.34,-27.5,"lacustrine, natural open-water",sediment sample,lacustrine mud,medium (1.1-50 km2),EMBSECBIO,0,
90,1317,3319,Ashyagar,Ashyagar,43.58,51.66,-125,fluvial,sediment sample,fluvial sediment,medium (1.1-50 km2),EMBSECBIO,0,0
91,1097,1777,Black Sea South-West,A-159 (Black Sea South-West),42.184167,28.916667,1400,marine,,marine sediment,large (50.1-500 km2),NOAA,-44,0
100,1324,3578,Demiryurt Gölü,Demiryurt Gölü Bottema Core,39.733333,37.383333,,"lacustrine, natural open-water",,,large (50.1-500 km2),EPD,-28,0.01
100,1324,3579,Demiryurt Gölü,Demiryurt Gölü Bottema Core,39.733333,37.383333,,"lacustrine, natural open-water",,,large (50.1-500 km2),EPD,19,0.1
105,1329,3704,Köycegiz Gölü,Köycegiz Gölü Bottema70 Core,36.875,28.641667,20,"lacustrine, natural open-water",core,,medium (1.1-50 km2),EPD,1,0.05
105,1329,3705,Köycegiz Gölü,Köycegiz Gölü Bottema70 Core,36.875,28.641667,20,"lacustrine, natural open-water",core,,medium (1.1-50 km2),EPD,28,0.1
108,1332,3862,Khodzal,Khodzal Kvavadze89 Core,42.954167,41.911111,2030,fluvial,,,small (0.01-1 km2),EMBSECBIO,29,0.05
110,1334,3903,Lake Srebarna,Lake Srebarna Lazarova94 Core,44.109137,27.06915,20,"lacustrine, natural open-water",,,medium (1.1-50 km2),EMBSECBIO,-44,0
112,1336,3975,Mutorog - Southern Pirin Mts.,Mutorog Bozilova93 Core,41.524322,23.616606,1700,"terrestrial, mire, bog",,,small (0.01-1 km2),EMBSECBIO,-39,0
115,1339,4025,Popovo Ezero,Popovo Ezero Stefanova86,41.716667,23.666667,2185,"lacustrine, natural open-water",,,medium (1.1-50 km2),EPD,-36,0
116,1340,4049,Sögüt Gölü,Sögüt Gölü Bottema70 Core,37.05,29.883333,1400,"lacustrine, natural open-water",,,medium (1.1-50 km2),EPD,43,0.05
117,1341,4164,Trikhonis 5,Trikhonis 5 Bottema Core,38.6,21.5,20,"lacustrine, natural open-water",,,medium (1.1-50 km2),EPD,-51,0.9
119,1343,4227,Vitosha mountain,Vitosha Mountain Filipovitch81 Core,42.568086,23.268947,2000,"terrestrial, mire, bog",,,small (0.01-1 km2),EMBSECBIO,-11,0
127,1824,8041,Kupena,Kupena-3,41.9833333,24.3333,1356,"terrestrial, mire, bog,	raised bog",peat core,peat,small (0.01-1 km2),EPD,-59,0
127,1849,8826,Kupena,EMPD_210 (Kupena),41.983,24.3333,1300,"terrestrial, mire, bog,	raised bog",surface sample,,small (0.01-1 km2),EMPD,0,
127,1850,8827,Kupena,EMPD_211 (Kupena),41.983,24.3333,1300,"terrestrial, mire, bog,	raised bog",surface sample,,small (0.01-1 km2),EMPD,0,
127,1851,8828,Kupena,EMPD_212 (Kupena),41.983,24.3333,1300,"terrestrial, mire, bog,	raised bog",surface sample,,small (0.01-1 km2),EMPD,0,
127,1852,8829,Kupena,EMPD_213 (Kupena),41.967,24.3167,1257,"terrestrial, mire, bog,	raised bog",surface sample,,small (0.01-1 km2),EMPD,0,
128,1799,7704,Lake Durankulak,Durankulak lake,43.6672222222222,28.5338888888889,10,"coastal, lacustrine",surface sample,,medium (1.1-50 km2),EMBSECBIO,-55,
138,483,791,Imnatskoe,Imnatskoe,42.08,41.72,458,,surface sample,,,BIOME6000,0,
155,13,987,A096,A096,48.91,24.06,300,,,,,BIOME6000,0,
156,14,988,A097,A097,48.56,27.16,200,,,,,BIOME6000,0,
157,15,989,A098,A098,48.25,24.33,150,,,,,BIOME6000,0,
158,16,693,B219,B219,48.41,21.36,680,,,,,BIOME6000,0,
159,17,986,B221,B221,46.78,20.01,100,,,,,BIOME6000,0,
160,18,990,B473,B473,48.41,21.36,240,,,,,BIOME6000,0,
161,19,1000,B697,B697,36.96,21.66,0,,,,,BIOME6000,0,
162,20,992,B698,B698,37.51,21.56,0,,,,,BIOME6000,0,
163,21,985,B700,B700,41.16,24.31,40,,,,,BIOME6000,0,
164,22,994,B702,B702,39.53,21.51,1275,,,,,BIOME6000,0,
165,23,995,B703,B703,40.08,22.5,25,,,,,BIOME6000,0,
166,24,996,B704,B704,40.81,21.93,500,,,,,BIOME6000,0,
167,25,997,B706,B706,43.11,23.13,1450,,,,,BIOME6000,0,
168,26,998,B707,B707,43.13,23.01,1500,,,,,BIOME6000,0,
169,27,999,B708,B708,42.61,24.31,1400,,,,,BIOME6000,0,
170,28,977,B709,B709,42.56,24.46,1550,,,,,BIOME6000,0,
171,29,975,B710,B710,42.06,23.58,1900,,,,,BIOME6000,0,
172,30,991,B711,B711,41.76,23.43,1850,,,,,BIOME6000,0,
173,31,971,B716,B716,43.25,23.06,1450,,,,,BIOME6000,0,
174,32,972,B717,B717,43.25,23.06,1550,,,,,BIOME6000,0,
175,33,973,B718,B718,43.25,23.06,1650,,,,,BIOME6000,0,
176,34,974,B719,B719,42.75,24.18,1750,,,,,BIOME6000,0,
177,35,984,B720,B720,41.66,23.41,1890,,,,,BIOME6000,0,
178,36,976,B721,B721,41.66,23.41,1630,,,,,BIOME6000,0,
179,37,969,B722,B722,41.71,23.33,2100,,,,,BIOME6000,0,
180,38,978,B730,B730,35.08,24.66,100,,,,,BIOME6000,0,
181,39,979,B731,B731,35.08,24.66,100,,,,,BIOME6000,0,
182,40,980,B732,B732,35.08,24.66,100,,,,,BIOME6000,0,
183,41,981,C705,C705,39.71,20.76,470,,,,,BIOME6000,0,
184,42,983,C827,C827,47.58,24,1200,,,,,BIOME6000,0,
185,43,1007,C828,C828,47.71,24.66,1450,,,,,BIOME6000,0,
186,44,1032,C829,C829,46.46,22.75,1590,,,,,BIOME6000,0,
187,45,993,C831,C831,45.93,26.33,1017,,,,,BIOME6000,0,
188,46,1019,C832,C832,45.56,26.21,850,,,,,BIOME6000,0,
189,47,1021,C833,C833,45.16,21.75,1382,,,,,BIOME6000,0,
190,48,1022,C837,C837,48.16,24.51,1110,,,,,BIOME6000,0,
191,49,1033,C838,C838,45.31,22.86,1840,,,,,BIOME6000,0,
192,50,1025,C840,C840,48.91,22.11,500,,,,,BIOME6000,0,
193,51,1017,E061,E061,43.2,43.25,1800,"terrestrial, other sediments",,,small (0.01-1 km2),BIOME6000,0,
194,52,1027,F035,F035,48.5,52.5,-10,,,,,BIOME6000,0,
195,53,1028,F042,F042,48,46.5,0,,,,,BIOME6000,0,
196,54,1029,F043,F043,48.03,44.66,50,,,,,BIOME6000,0,
197,55,1030,F092,F092,45.83,34.33,50,,,,,BIOME6000,0,
198,56,1031,F093,F093,45.83,34.33,50,,,,,BIOME6000,0,
199,57,1009,F094,F094,45.83,34.33,50,,,,,BIOME6000,0,
200,58,1026,F095,F095,46.45,33.9,20,,,,,BIOME6000,0,
201,59,1024,F096,F096,46.45,33.9,20,,,,,BIOME6000,0,
202,60,1002,F097,F097,46.45,33.9,20,,,,,BIOME6000,0,
203,61,1003,F098,F098,46.45,33.9,20,,,,,BIOME6000,0,
204,62,1004,F099,F099,46.45,33.9,20,,,,,BIOME6000,0,
205,63,1005,F102,F102,48.26,24.35,400,,,,,BIOME6000,0,
206,64,1006,F106,F106,43,44.66,1000,,,,,BIOME6000,0,
207,65,1016,F107,F107,39.41,53.5,-28,,,,,BIOME6000,0,
208,66,1008,F108,F108,39.41,54.33,-10,,,,,BIOME6000,0,
209,67,1001,F109,F109,39.41,54.75,50,,,,,BIOME6000,0,
210,68,1010,F110,F110,39.33,55.66,20,,,,,BIOME6000,0,
211,69,1011,F111,F111,39,54.16,0,,,,,BIOME6000,0,
212,70,1012,F112,F112,38.91,54.08,0,,,,,BIOME6000,0,
213,71,1013,F113,F113,39.91,54.16,200,,,,,BIOME6000,0,
214,72,1014,F114,F114,39.41,57.41,50,,,,,BIOME6000,0,
215,73,961,F115,F115,39.08,57.08,50,,,,,BIOME6000,0,
216,74,1018,F116,F116,40,57.58,80,,,,,BIOME6000,0,
217,75,970,F117,F117,41.5,58.75,50,,,,,BIOME6000,0,
218,76,922,F118,F118,41.66,59,50,,,,,BIOME6000,0,
219,77,923,F119,F119,41.41,58.08,80,,,,,BIOME6000,0,
220,78,924,F120,F120,41.5,58.08,80,,,,,BIOME6000,0,
221,79,925,F121,F121,41.41,57.58,50,,,,,BIOME6000,0,
222,80,926,F122,F122,41.16,57.58,50,,,,,BIOME6000,0,
223,81,936,F123,F123,41.75,57.16,0,,,,,BIOME6000,0,
224,82,928,F129,F129,48.61,61.26,80,,,,,BIOME6000,0,
225,83,921,F146,F146,48.93,24.08,400,,,,,BIOME6000,0,
226,84,930,F168,F168,48.58,27.16,100,,,,,BIOME6000,0,
227,85,931,F221,F221,40.75,45,1000,,,,,BIOME6000,0,
228,86,932,F222,F222,42.08,41.71,20,,,,,BIOME6000,0,
229,87,934,F223,F223,42,43,800,,,,,BIOME6000,0,
230,88,935,F224,F224,42.11,44.96,700,,,,,BIOME6000,0,
231,89,913,F225,F225,47.5,40.75,50,,,,,BIOME6000,0,
232,90,911,F237,F237,43.41,42.15,1600,,,,,BIOME6000,0,
233,91,927,F238,F238,43.3,41.63,1800,,,,,BIOME6000,0,
234,92,907,F250,F250,40.78,43.8,1300,,,,,BIOME6000,0,
235,93,908,F251,F251,41.05,43.6,2200,,,,,BIOME6000,0,
236,94,909,F274,F274,47.51,40.75,80,,,,,BIOME6000,0,
237,95,910,F275,F275,47.15,38.33,50,,,,,BIOME6000,0,
238,96,920,G001,G001,44.85,44.68,0,,,,,BIOME6000,0,
239,97,912,G002,G002,44.77,43,0,,,,,BIOME6000,0,
240,98,905,G003,G003,44.68,43.25,0,,,,,BIOME6000,0,
241,99,914,G004,G004,44.75,43.42,0,,,,,BIOME6000,0,
242,100,915,G005,G005,45.85,43.17,0,,,,,BIOME6000,0,
243,101,916,G006,G006,44.93,42.68,0,,,,,BIOME6000,0,
244,102,917,G007,G007,44.68,42.68,0,,,,,BIOME6000,0,
245,103,918,G008,G008,45.42,42.85,0,,,,,BIOME6000,0,
246,104,938,G015,G015,40,53,0,,,,,BIOME6000,0,
247,105,906,G016,G016,39,56,200,,,,,BIOME6000,0,
248,106,929,G017,G017,38.5,54,100,,,,,BIOME6000,0,
249,107,954,G018,G018,38.3,55,100,,,,,BIOME6000,0,
250,108,955,G019,G019,39,54,100,,,,,BIOME6000,0,
251,109,956,G020,G020,40,55,300,,,,,BIOME6000,0,
252,110,957,G021,G021,39.85,56,200,,,,,BIOME6000,0,
253,111,958,G022,G022,40.17,56.5,200,,,,,BIOME6000,0,
254,112,968,G023,G023,40,57,200,,,,,BIOME6000,0,
255,113,960,G024,G024,39.5,57.2,100,,,,,BIOME6000,0,
256,114,953,G025,G025,39.25,57,100,,,,,BIOME6000,0,
257,115,962,G026,G026,39.25,56,100,,,,,BIOME6000,0,
258,116,963,G027,G027,38.34,58.68,0,,,,,BIOME6000,0,
259,117,964,G028,G028,41.51,58.68,100,,,,,BIOME6000,0,
260,118,965,G029,G029,41.68,58.85,100,,,,,BIOME6000,0,
261,119,966,G030,G030,41.34,57.85,100,,,,,BIOME6000,0,
262,120,967,G031,G031,41.5,58,100,,,,,BIOME6000,0,
263,121,945,G032,G032,41.34,57.34,100,,,,,BIOME6000,0,
264,122,943,G033,G033,41.68,57,100,,,,,BIOME6000,0,
265,123,959,G034,G034,41.5,57.5,100,,,,,BIOME6000,0,
266,124,939,G036,G036,45,60,0,,,,,BIOME6000,0,
267,125,940,G057,G057,45,21,2190,,,,,BIOME6000,0,
268,126,941,G058,G058,45,21,1450,,,,,BIOME6000,0,
269,127,942,G083,G083,45,22,2190,,,,,BIOME6000,0,
270,128,952,G084,G084,45,22,1850,,,,,BIOME6000,0,
271,129,944,G085,G085,49,20,1000,,,,,BIOME6000,0,
272,130,937,G086,G086,49,20,1100,,,,,BIOME6000,0,
273,131,946,G087,G087,49,20,1350,,,,,BIOME6000,0,
274,132,947,G094,G094,48,41.35,900,,,,,BIOME6000,0,
275,133,948,G095,G095,48,41.35,1150,,,,,BIOME6000,0,
276,134,949,G096,G096,48,41.35,1000,,,,,BIOME6000,0,
277,135,950,G097,G097,48,41.35,850,,,,,BIOME6000,0,
278,136,951,G098,G098,48,41.35,520,,,,,BIOME6000,0,
279,137,1051,G107,G107,49,22.5,200,,,,,BIOME6000,0,
280,138,1148,G108,G108,49,22.5,670,,,,,BIOME6000,0,
281,139,1015,G189,G189,40.12,45.6,1400,,,,,BIOME6000,0,
282,140,1117,H085,H085,35.65,56.7,1000,,,,,BIOME6000,0,
283,141,1118,H186,H186,31.75,35.57,-399,,,,,BIOME6000,0,
284,142,1119,H500,H500,37.28,39.08,812,,,,,BIOME6000,0,
285,143,1120,H501,H501,37.22,38.5,610,,,,,BIOME6000,0,
286,144,1130,H502,H502,37.22,38.5,610,,,,,BIOME6000,0,
287,145,1122,H503,H503,37.22,38.5,610,,,,,BIOME6000,0,
288,146,1115,H504,H504,37.27,38.53,610,,,,,BIOME6000,0,
289,147,1124,H505,H505,37.38,38.85,884,,,,,BIOME6000,0,
290,148,1125,H506,H506,37.72,39.42,914,,,,,BIOME6000,0,
291,149,1126,H507,H507,37.91,40.1,762,,,,,BIOME6000,0,
292,150,1127,H508,H508,38.18,39.72,914,,,,,BIOME6000,0,
293,151,1128,H509,H509,38.18,39.72,914,,,,,BIOME6000,0,
294,152,1129,H510,H510,38.18,39.72,914,,,,,BIOME6000,0,
295,153,1107,H511,H511,38.18,39.72,914,,,,,BIOME6000,0,
296,154,1105,H512,H512,38.18,39.72,914,,,,,BIOME6000,0,
297,155,1121,H513,H513,38.17,41.47,884,,,,,BIOME6000,0,
298,156,1101,H514,H514,38.13,41.67,1067,,,,,BIOME6000,0,
299,157,1102,H515,H515,37.93,42.49,1067,,,,,BIOME6000,0,
300,158,1103,H516,H516,37.92,42.42,914,,,,,BIOME6000,0,
301,159,1104,H517,H517,37.91,42.36,1067,,,,,BIOME6000,0,
302,160,1114,H518,H518,37.92,42.26,853,,,,,BIOME6000,0,
303,161,1106,H519,H519,37.93,42.23,914,,,,,BIOME6000,0,
304,162,1099,H520,H520,38,42.05,914,,,,,BIOME6000,0,
305,163,1108,H521,H521,37.98,41.85,914,,,,,BIOME6000,0,
306,164,1109,H522,H522,37.75,37.55,850,,,,,BIOME6000,0,
307,165,1110,H523,H523,37.88,37.28,914,,,,,BIOME6000,0,
308,166,1111,H524,H524,38.5,39.53,1219,,,,,BIOME6000,0,
309,167,1112,H525,H525,38.47,39.55,1158,,,,,BIOME6000,0,
310,168,1113,H526,H526,38.4,39.67,1158,,,,,BIOME6000,0,
311,169,1137,H527,H527,38.28,39.75,1067,,,,,BIOME6000,0,
312,170,1162,H528,H528,37.98,40.17,1067,,,,,BIOME6000,0,
313,171,1123,H529,H529,38.07,40.05,610,,,,,BIOME6000,0,
314,172,1149,H530,H530,38.18,39.88,762,,,,,BIOME6000,0,
315,173,1150,H531,H531,38.2,39.82,762,,,,,BIOME6000,0,
316,174,1151,H532,H532,38.5,41.03,1219,,,,,BIOME6000,0,
317,175,1152,H533,H533,38.52,40.5,914,,,,,BIOME6000,0,
318,176,1153,H534,H534,38.58,40.5,1158,,,,,BIOME6000,0,
319,177,1163,H535,H535,38.77,40.98,1219,,,,,BIOME6000,0,
320,178,1155,H536,H536,38.91,40.43,1448,,,,,BIOME6000,0,
321,179,1147,H537,H537,38.87,40.2,1828,,,,,BIOME6000,0,
322,180,1157,H538,H538,37.88,27.25,50,,,,,BIOME6000,0,
323,181,1158,H539,H539,37.92,27.35,500,,,,,BIOME6000,0,
324,182,1159,H540,H540,37.82,27.38,400,,,,,BIOME6000,0,
325,183,1160,H541,H541,37.95,27.63,600,,,,,BIOME6000,0,
326,184,1161,H542,H542,37.95,27.63,600,,,,,BIOME6000,0,
327,185,1139,H543,H543,37.89,27.74,150,,,,,BIOME6000,0,
328,186,1156,H544,H544,37.89,27.74,150,,,,,BIOME6000,0,
329,187,1154,H545,H545,36.99,28.44,100,,,,,BIOME6000,0,
330,188,1132,H546,H546,37.01,28.54,250,,,,,BIOME6000,0,
331,189,1133,H547,H547,37.04,28.69,1000,,,,,BIOME6000,0,
332,190,1134,H548,H548,37.01,28.67,500,,,,,BIOME6000,0,
333,191,1135,H549,H549,36.79,28.78,20,,,,,BIOME6000,0,
334,192,1136,H550,H550,36.9,28.73,20,,,,,BIOME6000,0,
335,193,1146,H551,H551,36.84,28.63,0,,,,,BIOME6000,0,
336,194,1138,H552,H552,37.1,28.44,600,,,,,BIOME6000,0,
337,195,1131,H553,H553,37.15,28.34,750,,,,,BIOME6000,0,
338,196,1140,H554,H554,37.22,28.22,550,,,,,BIOME6000,0,
339,197,1141,H555,H555,37.36,28.17,650,,,,,BIOME6000,0,
340,198,1142,H556,H556,37.52,28.03,350,,,,,BIOME6000,0,
341,199,1143,H557,H557,37.65,27.96,130,,,,,BIOME6000,0,
342,200,1144,H558,H558,37.74,27.85,100,,,,,BIOME6000,0,
343,201,1145,H559,H559,37.93,28.55,400,,,,,BIOME6000,0,
344,202,1083,H560,H560,37.79,28.59,1250,,,,,BIOME6000,0,
345,203,1035,H561,H561,37.77,28.57,1150,,,,,BIOME6000,0,
346,204,1100,H562,H562,37.85,28.86,500,,,,,BIOME6000,0,
347,205,1052,H563,H563,37.39,29.42,850,,,,,BIOME6000,0,
348,206,1053,H564,H564,37.53,29.66,1250,,,,,BIOME6000,0,
349,207,1054,H565,H565,37.5,29.48,950,,,,,BIOME6000,0,
350,208,1055,H566,H566,37.6,29.27,1150,,,,,BIOME6000,0,
351,209,1065,H567,H567,37.69,29.24,1150,,,,,BIOME6000,0,
352,210,1057,H568,H568,37.76,29.17,450,,,,,BIOME6000,0,
353,211,1050,H569,H569,37.8,29.39,710,,,,,BIOME6000,0,
354,212,1059,H570,H570,37.74,30.89,920,,,,,BIOME6000,0,
355,213,1060,H571,H571,37.9,30.51,930,,,,,BIOME6000,0,
356,214,1061,H572,H572,37.87,30.41,890,,,,,BIOME6000,0,
357,215,1062,H573,H573,37.09,30.6,220,,,,,BIOME6000,0,
358,216,1063,H574,H574,36.98,30.67,100,,,,,BIOME6000,0,
359,217,1064,H575,H575,36.59,29.97,1050,,,,,BIOME6000,0,
360,218,1042,H576,H576,36.59,29.97,1050,,,,,BIOME6000,0,
361,219,1040,H577,H577,36.56,29.9,1050,,,,,BIOME6000,0,
362,220,1056,H578,H578,36.63,29.91,1100,,,,,BIOME6000,0,
363,221,1036,H579,H579,36.84,30.05,1100,,,,,BIOME6000,0,
364,222,1037,H580,H580,36.95,30.16,1130,,,,,BIOME6000,0,
365,223,1038,H581,H581,37.03,30.04,1350,,,,,BIOME6000,0,
366,224,1039,H582,H582,37.05,30.48,600,,,,,BIOME6000,0,
367,225,1049,H583,H583,37.05,30.57,400,,,,,BIOME6000,0,
368,226,1041,H584,H584,37.15,30.56,350,,,,,BIOME6000,0,
369,227,1034,H585,H585,37.67,30.34,1050,,,,,BIOME6000,0,
370,228,1043,H586,H586,37.55,30.43,1150,,,,,BIOME6000,0,
371,229,1044,H587,H587,37.38,30.75,700,,,,,BIOME6000,0,
372,230,1045,H588,H588,37.45,30.53,700,,,,,BIOME6000,0,
373,231,1046,H589,H589,37.28,30.52,700,,,,,BIOME6000,0,
374,232,1047,H590,H590,37.11,31.82,1400,,,,,BIOME6000,0,
375,233,1048,H591,H591,37.11,31.82,1400,,,,,BIOME6000,0,
376,234,1072,H592,H592,37.13,31.82,1500,,,,,BIOME6000,0,
377,235,1097,H593,H593,37.65,31.62,1150,,,,,BIOME6000,0,
378,236,1058,H594,H594,38.39,31.94,1030,,,,,BIOME6000,0,
379,237,1084,H595,H595,38.34,31.38,1125,,,,,BIOME6000,0,
380,238,1085,H596,H596,38.81,31.06,1150,,,,,BIOME6000,0,
381,239,1086,H597,H597,39,31.12,1250,,,,,BIOME6000,0,
382,240,1087,H598,H598,40.52,22.7,0,,,,,BIOME6000,0,
383,241,1088,H599,H599,40.53,22.7,0,,,,,BIOME6000,0,
384,242,1098,H600,H600,40.53,22.7,0,,,,,BIOME6000,0,
385,243,1090,H601,H601,40.53,22.7,0,,,,,BIOME6000,0,
386,244,1082,H602,H602,40.54,22.71,0,,,,,BIOME6000,0,
387,245,1092,H603,H603,40.56,22.71,0,,,,,BIOME6000,0,
388,246,1093,H604,H604,40.58,22.71,0,,,,,BIOME6000,0,
389,247,1094,H605,H605,40.73,22.65,100,,,,,BIOME6000,0,
390,248,1095,H606,H606,40.75,22.54,50,,,,,BIOME6000,0,
391,249,1096,H607,H607,40.77,22.48,50,,,,,BIOME6000,0,
392,250,1074,H608,H608,40.77,22.4,50,,,,,BIOME6000,0,
393,251,1091,H609,H609,40.69,22.34,50,,,,,BIOME6000,0,
394,252,1089,H610,H610,40.9,22.63,100,,,,,BIOME6000,0,
395,253,1067,H611,H611,40.9,22.63,100,,,,,BIOME6000,0,
396,254,1068,H612,H612,40.89,22.63,100,,,,,BIOME6000,0,
397,255,1069,H613,H613,40.89,22.63,100,,,,,BIOME6000,0,
398,256,1070,H614,H614,40.63,22.1,200,,,,,BIOME6000,0,
399,257,1071,H615,H615,40.62,22.07,400,,,,,BIOME6000,0,
400,258,1081,H616,H616,40.61,22.06,500,,,,,BIOME6000,0,
401,259,1073,H617,H617,40.6,22.05,650,,,,,BIOME6000,0,
402,260,1066,H618,H618,40.6,22.05,1000,,,,,BIOME6000,0,
403,261,1075,H619,H619,40.59,22.04,1200,,,,,BIOME6000,0,
