taxon_name,clean_name,action
Tarenna-type,Tarenna type,update
Tarenna-type graveolens,Coptosperma graveolens type,update
Taxodiaceae undiff.,Taxodiaceae,update
Taxus,Taxus,update
Teclea-type,Teclea type,update
Telephium oligospermum,Telephium oligospermum,update
Tephrosia,Tephrosia,update
Tephrosia uniflora-type,Tephrosia uniflora type,update
Terminalia-type,Terminalia type,update
Tessmannia,Tessmannia,update
Tetracarpidium conophorum,Plukenetia conophora,update
Tetracera,Tetracera,update
Tetracera alnifolia-type,Tetracera alnifolia type,update
Tetrapleura,Tetrapleura,update
Tetrapleura tetraptera-type,Tetrapleura tetraptera type,update
Tetrorchidium,Tetrorchidium,update
Teucrium,Teucrium,update
Thalictrum,Thalictrum,update
Theaceae undiff.,Theaceae,update
Thecacoris-type,Thecacoris type,update
Thunbergia,Thunbergia,update
Thymelaea,Thymelaea,update
Thymelaeaceae undiff.,Thymelaeaceae,update
Tilia,Tilia,update
Tiliaceae undiff.,Malvaceae,update
Tiliacora-type,Tiliacora type,update
Tiliacora-type funifera,Tiliacora funifera type,update
Tinnea,Tinnea,update
Tinospora,Tinospora,update
Tinospora bakis-type,Tinospora bakis type,update
Toddalia asiatica,Zanthoxylum asiaticum,update
Todea,Todea,update
Torilis arvensis,Torilis arvensis,update
Tragia-type,Tragia type,update
Tragia-type hildebrandtii,Tragia hildebrandtii type,update
Treculia,Treculia,update
Treculia africana-type,Treculia africana type,update
Trema-type orientalis,Trema orientale type,update
Trianthema-type,Trianthema type,update
Triaspis-type,Triaspis type,update
Tribulus,Tribulus,update
Tribulus terrestris-type,Tribulus terrestris type,update
Tricalysia,Tricalysia,update
Trichilia-type,Trichilia type,update
Trichilia-type emetica,Trichilia emetica type,update
Trichocladus,Trichocladus,update
Trichocladus ellipticus-type,Trichocladus ellipticus type,update
Trichodesma,Trichodesma,update
Trichodesma africanum-type,Trichodesma africanum type,update
Trichodesma zeylanicum-type,Trichodesma zeylanicum type,update
Trichoscypha-type,Trichoscypha type,update
Trichoscypha-type arborea,Trichoscypha arborea type,update
Trichoscypha-type oba,Trichoscypha lucens type,update
Trifolium-type,Trifolium type,update
Trifolium-type acaule,Trifolium acaule type,update
Trilepisium-type madagascariensis,Trilepisium madagascariense type,update
Triplochiton scleroxylon-type,Triplochiton scleroxylon type,update
Triumfetta-type,Triumfetta type,update
Tulbaghia,Tulbaghia,update
Uapaca,Uapaca,update
Uapaca bojeri-type,Uapaca bojeri type,update
Uapaca guineensis-type,Uapaca guineensis type,update
Uapaca heudelotii-type,Uapaca heudelotii type,update
Uapaca kirkiana-type,Uapaca kirkiana type,update
Uapaca nitida-type,Uapaca nitida type,update
Uapaca paludosa-type,Uapaca mole type,update
Uapaca staudtii-type,Uapaca staudtii type,update
Uapaca togoensis-type,Uapaca togoensis type,update
Uebelinia-type,Uebelinia type,update
Uebelinia-type abyssinica,Uebelinia abyssinica type,update
Ulmaceae undiff.,Ulmaceae,update
Ulmus,Ulmus,update
Umbilicus,Umbilicus,update
Uncaria-type,Uncaria type,update
Uncaria-type africana,Uncaria africana type,update
Urtica-type,Urtica type,update
Urticaceae undiff.,Urticaceae,update
Vahlia,Vahlia,update
Vahlia somalensis-type,Vahlia somalensis type,update
Valeriana,Valeriana,update
Valerianaceae undiff.,Valerianaceae,update
Vangueria-type,Vangueria type,update
Vangueria-type madagascariensis,Vangueria madagascariensis type,update
Vatovaea-type pseudolablab,Vatovaea pseudolablab type,update
Vepris-type,Vepris type,update
Vepris-type dainellii,Vepris dainellii type,update
Vepris-type nobilis,Vepris nobilis type,update
Verbenaceae undiff.,Verbenaceae,update
Vernonia perrottetii-type,Vernonia perrottetii type,update
Vernonia-type,Vernonia type,update
Vernonia-type galamensis,Vernonia galamensis type,update
Vernonia-type schimperi,Vernonia schimperi type,update
Vernonieae undiff.,Cichoroideae,update
Veronica,Veronica,update
Vigna-type,Vigna type,update
Vigna-type luteola,Vigna luteola type,update
Virectaria,Virectaria,update
Viscaceae undiff.,Santalaceae,update
Viscum,Viscum,update
Vismia,Vismia,update
Vitaceae undiff.,Vitaceae,update
Vitellaria-type paradoxa,Vitellaria paradoxa type,update
Vitex-type,Vitex type,update
Vitex-type doniana,Vitex doniana type,update
Voacanga-type,Voacanga type,update
Volkensinia prostrata,Volkensinia prostrata,update
Wahlenbergia-type,Wahlenbergia type,update
Waltheria,Waltheria,update
Warionia-type,Warionia type,update
Welwitschia mirabilis,Welwitschia mirabilis,update
Widdringtonia-type,Widdringtonia type,update
Wolffia,Wolffia,update
Xanthium-type,Xanthium type,update
Xerophyta,Xerophyta,update
Ximenia,Ximenia,update
Ximenia americana-type,Ximenia americana type,update
Xylia-type,Xylia type,update
Xymalos,Xymalos,update
Xyris,Xyris,update
Zaleya-type pentandra,Zaleya pentandra type,update
Zanha golungensis-type,Zanha golungensis type,update
Zanthoxylum-type,Zanthoxylum type,update
Zanthoxylum-type chalybeum,Zanthoxylum chalybeum type,update
Zanthoxylum-type gilletii,Zanthoxylum gilletii type,update
Zanthoxylum-type usambarense,Zanthoxylum usambarense type,update
Zanthoxylum-type zanthoxyloides,Zanthoxylum zanthoxyloides type,update
Ziziphus-type,Ziziphus type,update
Zornia,Zornia,update
Zygophyllaceae undiff.,Zygophyllaceae,update
Zygophyllum,Zygophyllum,update
Zygophyllum fabago-type,Zygophyllum fabago type,update
Zygophyllum simplex-type,Zygophyllum simplex type,update
Aizoaceae/Caryophyllaceae undiff.,,delete
Alisma plantago-aquatica,,delete
Alismataceae undiff.,,delete
Anthoceros,,delete
Anthocerotaceae undiff.,,delete
Aponogeton,,delete
Asterella,,delete
Avicennia,,delete
Azolla africana,,delete
Balanophora abbreviata,,delete
Callitriche,,delete
Cannabis sativa,,delete
Cannabis/Humulus,,delete
Cassipourea,,delete
Centrostachys-type aquatica,,delete
Ceratopteris,,delete
Ceratopteris cornuta,,delete
Crinum natans-type,,delete
Drosera,,delete
Droseraceae undiff.,,delete
Fossombronia,,delete
Hydrocharitaceae undiff.,,delete
Hydrocotyle,,delete
Hydrocotyle ranunculoides-type,,delete
Hygrophila,,delete
Indeterminable,,delete
Isoetes,,delete
Langsdorffia,,delete
Lemna,,delete
Lemnaceae undiff.,,delete
Lycopodiaceae undiff.,,delete
Lycopodiella cernua-type,,delete
Monocotyledoneae undiff.,,delete
Myriophyllum,,delete
Nuphar lutea,,delete
Nymphaea,,delete
Nymphaea lotus-type,,delete
Nymphaea nouchali-type,,delete
Nymphoides,,delete
Nymphoides indica-type,,delete
Other,,delete
Phragmites,,delete
Potamogeton,,delete
Potamogeton pectinatus-type,,delete
Potamogeton thunbergii-type,,delete
Pteridophyta undiff.,,delete
Rhizophora,,delete
Rhizophora harrisonii-type,,delete
Rhizophora mangle-type,,delete
Rhizophora racemosa-type,,delete
Riccia,,delete
Ruppia maritima,,delete
Sagittaria-type guayanensis,,delete
Salvinia,,delete
Selaginella,,delete
Sparganium/Potamogeton,,delete
Sphagnum,,delete
Spores trilete,,delete
Spores undiff.,,delete
Triglochin,,delete
Triletes undiff.,,delete
Typha,,delete
Typha domingensis-type,,delete
Typha latifolia-type,,delete
Typha/Sparganium,,delete
Undetermined,,delete
Unknown/ u.,,delete
Urticaceae/Moraceae undiff.,,delete
Utricularia,,delete
Vitis-type vinifera,,delete
Zea mays,,delete
Allophylus/Protea,,
Allophylus/protea/faurea,,
Caryophyllaceae/Chenopodiaceae undiff.,,
Caryophyllaceae/Chenopodiaceae/Amaranthaceae undiff.,,
Celtis/Holoptelea grandis,,
Celtis/Hymenocardia,,
Clausena anisata/Bersama,,
Combretaceae/Melastomataceae undiff.,,
Crassula/Ficalhoa,,
Distemonanthus benthamianus,,
Faurea/Allophylus,,
Hymenocardia/Chaetacme aristata,,
Loganiaceae/Salvadoraceae undiff.,,
Mammea/Pentadesma,,
Meliaceae/Sapotaceae undiff.,,
Nuxia/Dobera,,
Nuxia/Ficalhoa,,
Oleaceae/Brassicaceae undiff.,,
Polygalaceae/Utricularia,,
Proteaceae/Sapindaceae undiff.,,
Ranunculaceae/Papaveraceae undiff.,,
Rubiaceae/Loganiaceae undiff.,,
Solanum/Ricinus communis,,
Zygophyllum/Pegamum,,
